Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Patrick Mahomes,QB,KC,349.0,2.8,0.7,17.9,0.2,0.0,0.0,0.0
Ben Roethlisberger,QB,PIT,354.0,2.3,1.0,5.4,0.2,0.0,0.0,0.0
Aaron Rodgers,QB,GB,318.0,2.0,0.5,17.4,0.1,0.0,0.0,0.0
Tom Brady,QB,NE,309.0,2.2,0.8,2.7,0.1,0.0,0.0,0.0
Deshaun Watson,QB,HOU,252.0,1.8,1.3,33.4,0.4,0.0,0.0,0.0
Jared Goff,QB,LAR,287.0,2.2,0.8,5.2,0.1,0.0,0.0,0.0
Matt Ryan,QB,ATL,327.0,1.8,0.6,8.2,0.1,0.0,0.0,0.0
Josh Allen,QB,BUF,209.0,1.3,1.1,57.6,0.7,0.0,0.0,0.0
Andrew Luck,QB,IND,301.0,1.7,1.1,11.6,0.0,0.0,0.0,0.0
Jameis Winston,QB,TB,270.0,1.6,0.9,20.2,0.1,0.0,0.0,0.0
Eli Manning,QB,NYG,279.0,1.6,0.7,1.9,0.1,0.0,0.0,0.0
Teddy Bridgewater,QB,NO,251.0,1.8,0.6,2.2,0.0,0.0,0.0,0.0
Lamar Jackson,QB,BAL,151.0,1.3,0.9,62.0,0.3,0.0,0.0,0.0
Philip Rivers,QB,LAC,282.0,1.7,0.8,2.2,0.0,0.0,0.0,0.0
Kirk Cousins,QB,MIN,263.0,1.6,1.0,8.5,0.2,0.0,0.0,0.0
Nick Foles,QB,PHI,274.0,1.7,0.9,4.0,0.0,0.0,0.0,0.0
Matthew Stafford,QB,DET,279.0,1.4,0.7,6.5,0.0,0.0,0.0,0.0
Jeff Driskel,QB,CIN,189.0,1.3,0.7,21.9,0.4,0.0,0.0,0.0
Russell Wilson,QB,SEA,199.0,1.8,1.0,26.7,0.0,0.0,0.0,0.0
Mitchell Trubisky,QB,CHI,227.0,1.2,1.1,24.2,0.2,0.0,0.0,0.0
Derek Carr,QB,OAK,258.0,1.4,0.8,4.1,0.1,0.0,0.0,0.0
Nick Mullens,QB,SF,276.0,1.4,1.2,3.6,0.0,0.0,0.0,0.0
Ryan Tannehill,QB,MIA,217.0,1.4,1.3,14.8,0.0,0.0,0.0,0.0
Case Keenum,QB,DEN,231.0,1.2,0.8,3.5,0.0,0.0,0.0,0.0
Blake Bortles,QB,JAX,214.0,1.0,0.9,25.4,0.1,0.0,0.0,0.0
Baker Mayfield,QB,CLE,236.0,1.2,0.9,8.6,0.0,0.0,0.0,0.0
Josh Johnson,QB,WAS,205.0,1.1,1.6,20.4,0.1,0.0,0.0,0.0
Sam Darnold,QB,NYJ,228.0,1.3,1.6,6.5,0.0,0.0,0.0,0.0
Kyle Allen,QB,CAR,175.0,1.0,0.8,6.9,0.1,0.0,0.0,0.0
Josh Rosen,QB,ARI,198.0,0.9,1.6,11.5,0.0,0.0,0.0,0.0
Blaine Gabbert,QB,TEN,180.0,0.9,1.1,4.8,0.0,0.0,0.0,0.0
