Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,5.8,76.7,0.9, 
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,6.2,67.4,0.5, 
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,5.5,69.0,0.3, 
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,4.8,54.6,0.6, 
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,4.0,59.6,0.4, 
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.2,50.8,0.4, 
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,4.5,40.9,0.3, 
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,4.4,47.3,0.2,IR
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.9,37.7,0.4, 
Greg Olsen,TE,CAR,0.0,0.0,0.0,0.0,0.0,3.4,39.4,0.4,IR
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.0,40.3,0.4, 
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,3.2,34.8,0.4,Q
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.5,37.0,0.3, 
Trey Burton,TE,CHI,0.0,0.0,0.0,0.0,0.0,3.1,33.6,0.3,Q
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.1,32.5,0.3, 
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.1,33.7,0.3, 
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,3.3,33.4,0.2,Q
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,2.8,31.6,0.3, 
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,2.9,32.5,0.1, 
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,2.2,25.8,0.3, 
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.0,20.5,0.3, 
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.3,25.9,0.2, 
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.3, 
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,2.1,23.7,0.2,Q
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,2.5,27.2,0.1, 
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.2,26.1,0.2,Q
Jonnu Smith,TE,TEN,0.0,0.0,0.0,0.0,0.0,2.2,23.2,0.2,IR
Luke Willson,TE,DET,0.0,0.0,0.0,0.0,0.0,2.3,21.3,0.2,Q
James O'Shaughnessy,TE,JAX,0.0,0.0,0.0,0.0,0.0,2.3,23.2,0.1, 
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.7,18.8,0.3, 
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,1.7,26.3,0.1,Q
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,1.7,18.3,0.2, 
