Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,20.709366505034737,367.0,0.2494116148530103,2.6148828403431223,0.9109359608000619,0.6387440458638338,0.0,0.0
Atlanta Falcons,ATL,24.07921053055663,375.0222579076963,0.23772629173852736,2.395180422827326,0.7403923108343569,0.4671383446988843,0.0,0.0
Baltimore Ravens,BAL,24.3,378.596882543363,0.14654046441271631,2.4811008656593345,0.7551132308151804,0.6,0.0,0.0
Buffalo Bills,BUF,24.15021504944223,337.74102475031566,0.12446375999087708,2.205782019275131,0.9439636665069344,0.636174992152348,0.0,0.0
Carolina Panthers,CAR,25.903650720948907,362.88300859886084,0.1,2.5811847678049786,0.7585227214982728,0.5139905000958185,0.0,0.09
Chicago Bears,CHI,25.232891282476835,376.7604450492603,0.30000000000000004,2.4451847423668074,0.8089490505098956,0.5674914450048186,0.0,0.08
Cincinnati Bengals,CIN,31.6,403.78854670739645,0.1,1.9293577552669685,0.7465049119150768,0.5704306326025641,0.0,0.09
Cleveland Browns,CLE,26.817819749888244,383.82969480097165,0.09,2.5,0.9708019420587549,0.5386587700287105,0.0,0.0
Dallas Cowboys,DAL,20.406216396738195,334.5,0.11220268723542387,2.6671139757862052,0.6807591321600992,0.59,0.0,0.0
Denver Broncos,DEN,19.24574307803195,296.0,0.16119687928262683,2.732707781993108,0.8760934893420521,0.5256352443825238,0.0,0.1
Detroit Lions,DET,21.684173165937512,320.4694720584318,0.10100103164493784,2.372484010004234,0.8987105484701116,0.5,0.0,0.1
Green Bay Packers,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Texans,HOU,23.20421547693573,349.9861137040098,0.09,2.740847183833377,0.8977119951434293,0.5,0.02,0.0
Indianapolis Colts,IND,18.3,299.9,0.11416446080049421,2.6753788333409703,0.9736722724360983,0.45471062828966713,0.0,0.0
Jacksonville Jaguars,JAX,18.909497966585448,324.1,0.19409351573129446,3.571634878258344,1.0961841744254441,0.5139379148295399,0.0,0.0
Kansas City Chiefs,KC,25.361120623937172,383.68176413294464,0.18931528916893503,2.394049960467579,0.9339903403468506,0.465247092577353,0.0,0.0
Los Angeles Chargers,LAC,19.446093267832577,320.93573538729026,0.26,2.9211343958205784,0.9195755905711325,0.5084793976694784,0.0,0.0
Los Angeles Rams,LAR,21.10483638082131,356.2154598280622,0.23528327265618565,3.021824832880063,1.0580161367587553,0.5,0.0,0.0
Miami Dolphins,MIA,24.5,377.7294733728107,0.249511136806624,2.21,0.8516366988420571,0.5319061407518036,0.0,0.0
Minnesota Vikings,MIN,20.709966873459518,322.21495194013323,0.17753788393747866,2.8,0.9911163701483943,0.4420075123805701,0.0,0.0
New England Patriots,NE,22.799055088428084,372.8034805440354,0.11416446080049421,2.6,0.7988341216123076,0.5163122306264146,0.0,0.09
New Orleans Saints,NO,26.696029687132757,376.66893229764014,0.1,2.3565479551460307,0.828406528010357,0.6154518804007723,0.0,0.0
New York Giants,NYG,29.336369698244365,403.8087595101523,0.18020296999542468,2.01,0.7314059179226317,0.58,0.0,0.07
New York Jets,NYJ,24.18947974410522,385.0915122122992,0.1,2.342622541047394,0.7884694500319163,0.6,0.0,0.0
Oakland Raiders,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia Eagles,PHI,19.888119384406615,346.9967706917151,0.18773022133760747,2.6,0.918826863113599,0.5158291669510712,0.0,0.1
Pittsburgh Steelers,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco 49ers,SF,32.77237157682728,411.61292493606527,0.09,2.0987705858066574,0.724762811027704,0.6074243095292249,0.0,0.0
Seattle Seahawks,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampa Bay Buccaneers,TB,23.72262599169362,380.00748231411893,0.21713513319440197,2.6,0.8589662850612956,0.6,0.0,0.09
Tennessee Titans,TEN,26.480960757124304,387.7625225637625,0.09644487205818267,1.9006268173415295,0.7605874794912497,0.6149893180153501,0.0,0.05
Washington Redskins,WAS,21.45356977248445,361.7222552013124,0.1,2.6,0.824185978550163,0.5310937615425854,0.0,0.0
