Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,19.4,367.0,0.14,2.23,0.8,0.5,0.0,0.0
Atlanta Falcons,ATL,20.09,373.5,0.1,2.11,0.6,0.4,0.0,0.0
Baltimore Ravens,BAL,17.43,354.0,0.1,2.02,0.5,0.6,0.0,0.0
Buffalo Bills,BUF,22.5,301.0,0.11,1.7,0.8,0.4,0.0,0.0
Carolina Panthers,CAR,24.84,359.1,0.1,2.2,0.7,0.5,0.0,0.09
Chicago Bears,CHI,20.82,354.0,0.16,2.05,0.7,0.5,0.0,0.08
Cincinnati Bengals,CIN,24.62,392.4,0.1,1.6,0.7,0.4,0.0,0.09
Cleveland Browns,CLE,24.8,371.6,0.09,2.1,0.7,0.5,0.0,0.0
Dallas Cowboys,DAL,20.0,320.0,0.0,2.2,0.4,0.59,0.0,0.0
Denver Broncos,DEN,18.5,267.0,0.11,1.8,0.5,0.4,0.0,0.1
Detroit Lions,DET,19.8,289.0,0.1,1.5,0.8,0.5,0.0,0.1
Green Bay Packers,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Texans,HOU,22.5,335.0,0.09,1.8,0.85,0.5,0.02,0.0
Indianapolis Colts,IND,18.3,287.0,0.1,2.0,0.7,0.4,0.0,0.0
Jacksonville Jaguars,JAX,18.18,315.0,0.12,3.0,1.0,0.5,0.0,0.0
Kansas City Chiefs,KC,19.81,363.0,0.1,1.9,0.8,0.4,0.0,0.0
Los Angeles Chargers,LAC,16.43,308.0,0.1,2.44,0.7,0.4,0.0,0.0
Los Angeles Rams,LAR,20.5,341.0,0.12,2.2,0.96,0.5,0.0,0.0
Miami Dolphins,MIA,21.29,368.7,0.15,2.0,0.7,0.45,0.0,0.0
Minnesota Vikings,MIN,20.1,312.8,0.11,1.9,0.8,0.4,0.0,0.0
New England Patriots,NE,19.6,343.0,0.1,2.1,0.7,0.4,0.0,0.09
New Orleans Saints,NO,25.8,355.0,0.1,1.7,0.8,0.5,0.0,0.0
New York Giants,NYG,26.33,385.0,0.12,1.3,0.6,0.4,0.0,0.07
New York Jets,NYJ,22.15,382.1,0.1,2.0,0.7,0.6,0.0,0.0
Oakland Raiders,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia Eagles,PHI,18.59,333.9,0.13,1.7,0.8,0.5,0.0,0.1
Pittsburgh Steelers,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco 49ers,SF,24.03,401.0,0.09,1.3,0.6,0.4,0.0,0.0
Seattle Seahawks,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampa Bay Buccaneers,TB,21.2,377.0,0.14,2.4,0.7,0.6,0.0,0.09
Tennessee Titans,TEN,24.31,371.0,0.09,1.5,0.6,0.4,0.0,0.05
Washington Redskins,WAS,20.5,332.0,0.1,2.3,0.7,0.5,0.0,0.0
