Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,21.15,368.8,0.2,2.5,1.0,0.7,0.02,0.035
Atlanta Falcons,ATL,22.700000000000003,377.0,0.2,2.3,0.7,0.6,0.0,0.045
Baltimore Ravens,BAL,23.05,366.5,0.2,2.3,0.7,0.64,0.015,0.035
Buffalo Bills,BUF,24.9,310.3,0.2,2.1,1.0,0.7,0.07,0.035
Carolina Panthers,CAR,25.0,361.0,0.2,2.7,0.7,0.67,0.0,0.095
Chicago Bears,CHI,23.7,369.9,0.2,2.5,0.8,0.6,0.065,0.09
Cincinnati Bengals,CIN,30.25807957665529,395.68294671951685,0.2,1.7,0.71,0.5,0.0033288003226859745,0.095
Cleveland Browns,CLE,24.884999999999998,384.0,0.2,2.37,1.1,0.6,0.0,0.045
Dallas Cowboys,DAL,20.509999999999998,333.0,0.1,2.6,0.5,0.6,0.0,0.035
Denver Broncos,DEN,19.75,291.1,0.2,2.46,0.88,0.6,0.0,0.10500000000000001
Detroit Lions,DET,21.825,308.0,0.2,2.2,0.9,0.67,0.0,0.1
Green Bay Packers,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Texans,HOU,24.525,358.0,0.2,2.29,1.0,0.7,0.1,0.035
Indianapolis Colts,IND,18.75,292.0,0.2,2.5,1.05,0.66,0.0,0.045
Jacksonville Jaguars,JAX,18.7,321.0,0.3,3.5,1.1,0.65,0.03,0.04
Kansas City Chiefs,KC,24.0,380.0,0.2,2.12,0.99,0.6,0.0,0.05
Los Angeles Chargers,LAC,18.55,311.0,0.2,2.9,1.0,0.6,0.0,0.035
Los Angeles Rams,LAR,21.32,348.7,0.3,2.7,1.2,0.68,0.015,0.06
Miami Dolphins,MIA,23.85,374.0,0.2,2.2,0.9,0.5,0.0,0.06
Minnesota Vikings,MIN,20.685000000000002,314.0,0.2,2.4,0.9,0.62,0.015,0.04
New England Patriots,NE,22.025,355.5,0.2,2.4,0.8,0.6,0.015,0.095
New Orleans Saints,NO,26.535,371.3,0.2,2.1,0.81,0.65,0.0,0.045
New York Giants,NYG,28.6,397.2,0.2,1.8,0.7,0.5,0.0,0.085
New York Jets,NYJ,23.5,386.0,0.2,2.2,0.8,0.7,0.0,0.035
Oakland Raiders,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia Eagles,PHI,19.5,336.0,0.2,2.3,0.95,0.6,0.02,0.1
Pittsburgh Steelers,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco 49ers,SF,31.6,411.5,0.1,1.9,0.65,0.6,0.0,0.04
Seattle Seahawks,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampa Bay Buccaneers,TB,22.595,389.2,0.2,2.5,0.9,0.69,0.0,0.095
Tennessee Titans,TEN,25.3,379.0,0.2,1.75,0.76,0.7,0.0,0.07500000000000001
Washington Redskins,WAS,21.145,351.0,0.2,2.58,0.8,0.66,0.0,0.035
