Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,20.913461685180664,369.3811950683594,0.14321491,3.0,1.0,0.5209376215934753,0.0,0.0
Atlanta Falcons,ATL,24.3,384.0,0.22347185,2.2028350830078125,0.7804070711135864,0.5178933143615723,0.0,0.0
Baltimore Ravens,BAL,17.43,367.2663879394531,0.14321491,2.3362934589385986,0.6967825293540955,0.6,0.0,0.0
Buffalo Bills,BUF,25.6254825592041,325.0553894042969,0.14321491,2.0322647094726562,1.0636740922927856,0.7124291658401489,0.0,0.0
Carolina Panthers,CAR,24.84,359.1,0.14321491,3.0656397342681885,0.7,0.5209376215934753,0.0,0.09
Chicago Bears,CHI,25.5,367.2052001953125,0.22347185,2.3684592247009277,0.8503881692886353,0.5209376215934753,0.0,0.08
Cincinnati Bengals,CIN,31.6,407.9620361328125,0.14321491,1.8628535270690918,0.7,0.5178933143615723,0.0,0.09
Cleveland Browns,CLE,27.45404624938965,401.8457336425781,0.14321491,2.5,1.0636740922927856,0.5178933143615723,0.0,0.0
Dallas Cowboys,DAL,20.9,334.5,0.14321491,2.9,0.6967825293540955,0.59,0.0,0.0
Denver Broncos,DEN,18.5,285.941650390625,0.14321491,2.8,0.859012246131897,0.5178933143615723,0.0,0.1
Detroit Lions,DET,19.8,309.4935607910156,0.14321491,2.268054246902466,0.8782451152801514,0.5178933143615723,0.0,0.1
Green Bay Packers,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Houston Texans,HOU,22.5,335.0,0.14321491,2.864062786102295,0.8782451152801514,0.5178933143615723,0.02,0.0
Indianapolis Colts,IND,19.4,287.0,0.14321491,2.3362934589385986,1.0636740922927856,0.5178933143615723,0.0,0.0
Jacksonville Jaguars,JAX,19.0,315.0,0.14321491,3.0334739685058594,1.0636740922927856,0.5178933143615723,0.0,0.0
Kansas City Chiefs,KC,21.289344787597656,379.09320068359375,0.14321491,2.0792593955993652,1.0636740922927856,0.5178933143615723,0.0,0.0
Los Angeles Chargers,LAC,18.595645904541016,308.0,0.14321491,3.0,1.0,0.42661094665527344,0.0,0.0
Los Angeles Rams,LAR,21.7,355.4934997558594,0.14321491,2.9233155250549316,1.0636740922927856,0.5178933143615723,0.0,0.0
Miami Dolphins,MIA,24.5,397.0,0.22347185,2.21,0.7717571258544922,0.5178933143615723,0.0,0.0
Minnesota Vikings,MIN,21.1,312.8,0.14321491,2.8,0.8782451152801514,0.5178933143615723,0.0,0.0
New England Patriots,NE,24.0,343.0,0.14321491,2.6,0.7804070711135864,0.5178933143615723,0.0,0.09
New Orleans Saints,NO,25.8,367.2052001953125,0.14321491,2.038231134414673,0.8,0.5209376215934753,0.0,0.0
New York Giants,NYG,26.38142967224121,403.67327880859375,0.14321491,1.8628535270690918,0.668899655342102,0.58,0.0,0.07
New York Jets,NYJ,24.3,390.31768798828125,0.14321491,2.1483893394470215,0.7,0.6,0.0,0.0
Oakland Raiders,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philadelphia Eagles,PHI,20.0,349.35150146484375,0.14321491,2.6,1.0636740922927856,0.5178933143615723,0.0,0.1
Pittsburgh Steelers,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco 49ers,SF,33.1,420.0564880371094,0.14321491,1.8628535270690918,0.668899655342102,0.5178933143615723,0.0,0.0
Seattle Seahawks,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tampa Bay Buccaneers,TB,24.5,377.0,0.14321491,2.6,0.7996400594711304,0.6,0.0,0.09
Tennessee Titans,TEN,24.31,403.4,0.14321491,1.8628535270690918,0.668899655342102,0.5178933143615723,0.0,0.05
Washington Redskins,WAS,20.53005599975586,372.6,0.14321491,2.6,0.7,0.5178933143615723,0.0,0.0
