Player,POS,Team,Receptions,Rec Yds,Rec TD
Zach Ertz,TE,PHI,8,80,1
Travis Kelce,TE,KC,7,80,1
Jared Cook,TE,OAK,6,65,1
George Kittle,TE,SF,6,65,1
Eric Ebron,TE,IND,5,60,1
David Njoku,TE,CLE,5,60,1
Jordan Reed,TE,WAS,7,60,1
Rob Gronkowski,TE,NE,4,55,1
Jimmy Graham,TE,GB,4,50,1
Cameron Brate,TE,TB,4,40,1
C.J. Uzomah,TE,CIN,3,35,1
Kyle Rudolph,TE,MIN,4,50,0
Trey Burton,TE,CHI,4,45,0
Vance McDonald,TE,PIT,4,40,0
Austin Hooper,TE,ATL,3,35,0
Greg Olsen,TE,CAR,3,35,0
Ryan Griffin,TE,HOU,3,30,0
Ricky Seals-Jones,TE,ARI,3,30,0
Geoff Swaim,TE,DAL,3,30,0
Charles Clay,TE,BUF,2,25,0
Vernon Davis,TE,WAS,2,25,0
Gerald Everett,TE,LAR,2,25,0
Dallas Goedert,TE,PHI,2,25,0
O.J. Howard,TE,TB,2,25,0
Nick Boyle,TE,BAL,2,20,0
Antonio Gates,TE,LAC,2,20,0
Mike Gesicki,TE,MIA,2,20,0
Jeff Heuerman,TE,DEN,2,20,0
Jesse James,TE,PIT,2,20,0
Jonnu Smith,TE,TEN,2,20,0
Maxx Williams,TE,BAL,2,20,0
Virgil Green,TE,LAC,2,15,0
Eric Tomlinson,TE,NYJ,1,15,0
Jordan Akins,TE,HOU,1,10,0
Garrett Celek,TE,SF,1,10,0
Demetrius Harris,TE,KC,1,10,0
Tyler Higbee,TE,LAR,1,10,0
Hayden Hurst,TE,BAL,1,10,0
Blake Jarwin,TE,DAL,1,10,0
Lance Kendricks,TE,GB,1,10,0
Jordan Leggett,TE,NYJ,1,10,0
Ian Thomas,TE,CAR,1,10,0
