Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Travis Kelce,TE,KC,0.0,0.0,0.0,0.4,0.0,6.0,77.5,0.6, 
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,6.4,67.3,0.5, 
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,4.9,67.6,0.6, 
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,4.6,49.1,0.5, 
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.8,53.7,0.4, 
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,4.5,48.5,0.4,IR
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,4.4,51.3,0.3, 
Greg Olsen,TE,CAR,0.0,0.0,0.0,0.0,0.0,4.1,51.3,0.3,IR
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.5,42.1,0.5, 
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.7,41.9,0.2, 
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,3.3,36.6,0.4, 
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.3,32.4,0.4, 
Trey Burton,TE,CHI,0.0,0.0,0.0,0.5,0.0,3.1,36.6,0.3,Q
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.8,38.6,0.2,Q
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,2.8,28.0,0.3, 
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,2.5,27.4,0.3, 
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.6,32.0,0.2, 
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,0.0,2.3,31.3,0.3,IR
Geoff Swaim,TE,DAL,0.0,0.0,0.0,0.0,0.0,2.9,29.0,0.2,IR
Jeff Heuerman,TE,DEN,0.0,0.0,0.0,0.0,0.0,2.8,28.8,0.2,IR
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,2.2,24.8,0.3,Q
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,2.5,26.6,0.2, 
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,2.2,30.0,0.2,Q
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,2.6,28.7,0.1, 
Ryan Griffin,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.2,24.4,0.2, 
Hayden Hurst,TE,BAL,0.0,0.0,0.0,0.0,0.0,2.3,25.2,0.1, 
Darrell Daniels,TE,ARI,0.0,0.0,0.0,0.0,0.0,1.6,19.0,0.2, 
James O'Shaughnessy,TE,JAX,0.0,0.0,0.0,0.0,0.0,1.8,20.1,0.1, 
Scott Simonson,TE,NYG,0.0,0.0,0.0,0.0,0.0,1.9,20.8,0.1, 
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,1.6,19.1,0.1, 
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.6,16.9,0.2, 
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,1.4,16.7,0.2, 
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,1.4,15.0,0.1, 
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.7,13.5,0.1, 
Jonnu Smith,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.4,14.9,0.1,IR
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,1.4,15.4,0.1, 
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.3,13.0,0.1, 
Jason Croom,TE,BUF,0.0,0.0,0.0,0.0,0.0,1.4,15.8,0.1, 
Neal Sterling,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.4,14.6,0.1,IR
Mason Schreck,TE,CIN,0.0,0.0,0.0,0.0,0.0,1.2,12.8,0.1,IR
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.3,14.5,0.1, 
Luke Stocker,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.3,13.3,0.1,Q
Maxx Williams,TE,BAL,0.0,0.0,0.0,0.5,0.0,1.1,11.0,0.1, 
Jermaine Gresham,TE,ARI,0.0,0.0,0.0,0.0,0.0,1.0,11.1,0.1, 
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,0.0,0.9,9.4,0.1, 
Jordan Leggett,TE,NYJ,0.0,0.0,0.0,0.0,0.0,0.9,9.6,0.1, 
