Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,7.5,108.0,0.6
Julio Jones,WR,ATL,0.0,0.0,0.0,1.3,0.0,7.1,108.0,0.5
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,7.8,97.7,0.5
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.0,0.0,6.0,87.8,0.7
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.0,0.0,6.7,92.0,0.5
Odell Beckham,WR,NYG,0.0,0.0,0.0,2.8,0.0,5.7,83.9,0.5
Keenan Allen,WR,LAC,0.0,0.0,0.0,0.8,0.0,6.6,84.2,0.5
A.J. Green,WR,CIN,0.0,0.0,0.0,0.0,0.0,6.0,81.4,0.5
Stefon Diggs,WR,MIN,0.0,0.0,0.0,1.1,0.0,6.0,77.4,0.5
Tyreek Hill,WR,KC,0.0,0.0,0.0,6.8,0.0,4.7,73.1,0.4
Golden Tate,WR,PHI,0.0,0.0,0.0,2.0,0.0,6.5,76.6,0.4
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,5.2,72.9,0.6
Brandin Cooks,WR,LAR,0.0,0.0,0.0,5.2,0.0,4.7,73.5,0.4
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,4.9,63.2,0.6
Robert Woods,WR,LAR,0.0,0.0,0.0,5.9,0.0,4.9,64.4,0.4
Cooper Kupp,WR,LAR,0.0,0.0,0.0,0.0,0.0,5.1,69.5,0.4
Amari Cooper,WR,DAL,0.0,0.0,0.0,1.8,0.0,4.9,67.0,0.4
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.4,0.0,6.1,62.9,0.4
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,5.1,65.6,0.4
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,3.9,56.9,0.5
Kenny Golladay,WR,DET,0.0,0.0,0.0,1.1,0.0,4.4,65.6,0.4
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,4.3,61.3,0.5
Sterling Shepard,WR,NYG,0.0,0.0,0.0,1.0,0.0,5.1,65.1,0.3
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,5.4,62.2,0.3
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,5.6,58.5,0.3
Julian Edelman,WR,NE,0.0,0.0,0.0,0.0,0.0,5.7,61.9,0.3
Will Fuller,WR,HOU,0.0,0.0,0.0,2.3,0.0,4.1,61.7,0.4
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,0.0,0.0,4.8,63.5,0.3
Calvin Ridley,WR,ATL,0.0,0.0,0.0,0.4,0.0,5.1,62.6,0.3
Tyler Lockett,WR,SEA,0.0,0.0,0.0,3.7,0.0,4.1,57.3,0.3
Josh Gordon,WR,NE,0.0,0.0,0.0,1.3,0.0,3.9,56.4,0.4
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,4.6,59.0,0.4
Doug Baldwin,WR,SEA,0.0,0.0,0.0,0.6,0.0,4.3,54.3,0.5
Jamison Crowder,WR,WAS,0.0,0.0,0.0,2.2,0.0,5.4,59.4,0.2
Devin Funchess,WR,CAR,0.0,0.0,0.0,0.0,0.0,3.9,55.2,0.5
Mike Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,4.5,57.9,0.4
Dede Westbrook,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.8,64.4,0.3
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,5.1,51.6,0.4
Quincy Enunwa,WR,NYJ,0.0,0.0,0.0,0.0,0.0,4.3,57.4,0.4
Nelson Agholor,WR,PHI,0.0,0.0,0.0,1.4,0.0,4.5,55.8,0.3
Keelan Cole,WR,JAX,0.0,0.0,0.0,0.0,0.0,4.0,58.8,0.3
Sammy Watkins,WR,KC,0.0,0.0,0.0,1.6,0.0,3.9,55.4,0.4
Chester Rogers,WR,IND,0.0,0.0,0.0,1.3,0.0,4.7,57.5,0.3
John Brown,WR,BAL,0.0,0.0,0.0,0.0,0.0,3.6,57.5,0.4
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,0.0,0.0,4.3,55.4,0.3
Tyrell Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,3.7,56.1,0.4
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,0.9,0.0,4.3,55.0,0.3
Ryan Grant,WR,IND,0.0,0.0,0.0,0.0,0.0,4.3,55.5,0.3
Donte Moncrief,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.9,52.6,0.4
Jordy Nelson,WR,OAK,0.0,0.0,0.0,0.0,0.0,4.1,47.6,0.4
Kenny Stills,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.7,53.8,0.3
Taywan Taylor,WR,TEN,0.0,0.0,0.0,3.0,0.0,3.3,46.0,0.3
Antonio Callaway,WR,CLE,0.0,0.0,0.0,0.0,0.0,4.3,52.0,0.2
Zach Pascal,WR,IND,0.0,0.0,0.0,0.0,0.0,4.8,58.8,0.0
Christian Kirk,WR,ARI,0.0,0.0,0.0,0.3,0.0,3.6,47.2,0.3
Willie Snead,WR,BAL,0.0,0.0,0.0,0.0,0.0,4.8,50.3,0.2
