Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,6.6,85.0,0.7, 
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,6.0,80.0,0.3, 
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,6.2,65.0,0.5, 
Eric Ebron,TE,IND,0.0,0.0,0.0,1.0,0.0,4.9,54.5,0.7, 
Evan Engram,TE,NYG,0.0,0.0,0.0,0.0,0.0,4.7,49.7,0.3, 
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,3.9,54.9,0.4, 
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.3,54.5,0.3, 
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,4.3,40.4,0.4, 
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.3,40.1,0.3, 
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.4,37.2,0.3, 
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.4,33.1,0.3, 
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.2,34.4,0.3, 
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,3.2,33.0,0.3,Q
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,3.0,30.7,0.3, 
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,2.8,34.9,0.2, 
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,0.0,3.1,31.0,0.2, 
Trey Burton,TE,CHI,0.0,0.0,0.0,0.0,0.0,2.6,29.8,0.3,Q
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.0,31.0,0.2, 
Blake Jarwin,TE,DAL,0.0,0.0,0.0,0.0,0.0,2.6,28.3,0.2, 
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,2.2,26.1,0.3,Q
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.2,26.2,0.2,Q
Jeremy Sprinkle,TE,WAS,0.0,0.0,0.0,0.0,0.0,2.6,27.9,0.1, 
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,2.3,25.1,0.2, 
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,2.1,23.6,0.2, 
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,2.4,25.4,0.1, 
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.7,19.3,0.2, 
Jason Croom,TE,BUF,0.0,0.0,0.0,0.0,0.0,2.0,23.2,0.1, 
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,1.7,19.2,0.2, 
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,1.7,18.4,0.2, 
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,1.8,20.6,0.1, 
Ed Dickson,TE,SEA,0.0,0.0,0.0,0.0,0.0,1.4,17.0,0.2, 
James O'Shaughnessy,TE,JAX,0.0,0.0,0.0,0.0,0.0,1.9,18.6,0.1, 
Brian Parker,TE,DEN,0.0,0.0,0.0,0.0,0.0,1.6,17.3,0.1, 
Logan Thomas,TE,BUF,0.0,0.0,0.0,0.0,0.0,1.6,17.6,0.1, 
Jordan Thomas,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.5,16.1,0.1, 
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.4,15.4,0.1, 
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,1.3,13.3,0.2, 
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.4,14.0,0.2, 
Ryan Griffin,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.3,15.5,0.1, 
Mo Alie-Cox,TE,IND,0.0,0.0,0.0,0.0,0.0,1.2,14.1,0.2, 
MyCole Pruitt,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.4,15.2,0.1, 
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.3,16.5,0.1, 
Jordan Leggett,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.3,13.7,0.1, 
Anthony Firkser,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.3,14.2,0.1, 
Luke Willson,TE,DET,0.0,0.0,0.0,0.0,0.0,1.4,13.0,0.1,Q
Antony Auclair,TE,TB,0.0,0.0,0.0,0.0,0.0,1.3,13.2,0.1, 
Adam Shaheen,TE,CHI,0.0,0.0,0.0,0.0,0.0,1.1,11.9,0.1, 
Lance Kendricks,TE,GB,0.0,0.0,0.0,0.0,0.0,1.2,12.0,0.1, 
Blake Bell,TE,JAX,0.0,0.0,0.0,0.0,0.0,1.3,13.5,0.1, 
Matt Flanagan,TE,WAS,0.0,0.0,0.0,0.0,0.0,1.3,13.5,0.0, 
Dalton Schultz,TE,DAL,0.0,0.0,0.0,0.0,0.0,1.1,11.5,0.1, 
Matt Lengel,TE,CIN,0.0,0.0,0.0,0.0,0.0,1.1,11.8,0.1, 
Chris Manhertz,TE,CAR,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.1, 
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.1,11.6,0.1, 
Nick O'Leary,TE,MIA,0.0,0.0,0.0,0.0,0.0,1.0,10.5,0.1, 
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.2,9.5,0.1, 
Luke Stocker,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.1,11.5,0.1,Q
Josh Hill,TE,NO,0.0,0.0,0.0,0.0,0.0,0.9,8.6,0.1, 
Garrett Celek,TE,SF,0.0,0.0,0.0,0.0,0.0,0.9,10.7,0.1,Q
Logan Paulsen,TE,ATL,0.0,0.0,0.0,0.0,0.0,0.8,8.3,0.1, 
Jermaine Gresham,TE,ARI,0.0,0.0,0.0,0.0,0.0,0.8,7.7,0.1, 
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,0.7,7.7,0.1,Q
Lee Smith,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.7,7.1,0.1, 
Hayden Hurst,TE,BAL,0.0,0.0,0.0,0.7,0.0,0.5,5.3,0.0, 
Darren Fells,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.5,4.7,0.1, 
Rico Gathers,TE,DAL,0.0,0.0,0.0,0.0,0.0,0.4,4.7,0.0, 
Derek Carrier,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,Q
Tyler Conklin,TE,MIN,0.0,0.0,0.0,0.0,0.0,0.3,3.8,0.0, 
Xavier Grimble,TE,PIT,0.0,0.0,0.0,0.0,0.0,0.3,3.2,0.0, 
Eric Saubert,TE,ATL,0.0,0.0,0.0,0.0,0.0,0.3,2.7,0.0, 
Seth DeValve,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0, 
Maxx Williams,TE,BAL,0.0,0.0,0.0,0.0,0.0,0.3,2.6,0.0, 
Ben Braunecker,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0, 
David Morgan,TE,MIN,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0, 
Temarrick Hemingway,TE,DEN,0.0,0.0,0.0,0.0,0.0,0.2,2.4,0.0, 
Eric Tomlinson,TE,NYJ,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,IR
Durham Smythe,TE,MIA,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0, 
Ben Koyack,TE,JAX,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,Q
Marcedes Lewis,TE,GB,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.0, 
John Phillips,TE,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Dwayne Allen,TE,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Richard Rodgers,TE,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Daniel Brown,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Scott Simonson,TE,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Johnny Mundt,TE,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Garrett Dickerson,TE,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Ross Dwelley,TE,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Donnie Ernsberger,TE,TB,,,,,,,,, 
