Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Cam Newton, CAR",33.8,21.1,278.0,2.0,1.0,95.8,7.7,40.7,5.29,0.6,0,0.0,0.0,0.00,0.0,0.4,27,QB
"Tom Brady, NE",35.8,24.1,279.0,2.1,0.4,105.6,2.8,7.5,2.68,0.1,0,0.0,0.0,0.00,0.0,0.1,23,QB
"Matthew Stafford, DET",35.5,24.3,237.0,2.2,0.6,100.6,2.5,11.4,4.56,0.1,0,0.0,0.0,0.00,0.0,0.1,22,QB
"Andrew Luck, IND",37.6,22.9,265.0,2.0,1.2,86.6,4.3,21.7,5.05,0.1,0,0.0,0.0,0.00,0.0,0.1,22,QB
"Dak Prescott, DAL",31.9,22.3,245.0,1.8,0.4,105.9,3.2,11.2,3.50,0.3,0,0.0,0.0,0.00,0.0,0.3,21,QB
"Aaron Rodgers, GB",35.0,22.3,229.0,1.7,0.6,91.5,3.5,23.6,6.74,0.3,0,0.0,0.0,0.00,0.0,0.3,21,QB
"Marcus Mariota, TEN",30.8,19.7,233.0,1.9,0.9,95.3,3.4,23.0,6.76,0.2,0,0.0,0.0,0.00,0.0,0.3,21,QB
"Russell Wilson, SEA",35.9,22.2,275.0,1.7,1.0,89.7,3.4,17.5,5.15,0.1,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Alex Smith, WAS",32.4,22.1,241.0,1.8,0.6,100.7,3.7,14.5,3.92,0.1,0,0.0,0.0,0.00,0.0,0.3,19,QB
"Ben Roethlisberger, PIT",32.6,21.4,261.0,1.8,0.8,98.3,1.4,3.4,2.43,0.1,0,0.0,0.0,0.00,0.0,0.1,19,QB
"Kirk Cousins, MIN",37.3,24.4,286.0,1.7,1.2,90.3,1.8,4.8,2.67,0.2,0,0.0,0.0,0.00,0.0,0.2,19,QB
"Blake Bortles, JAC",38.9,26.0,262.0,1.5,1.1,86.9,3.7,23.4,6.32,0.1,0,0.0,0.0,0.00,0.0,0.3,18,QB
"Drew Brees, NO",41.2,29.0,292.0,1.6,1.1,92.1,1.5,2.0,1.33,0.1,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Eli Manning, NYG",37.7,24.4,256.0,1.8,0.9,90.3,1.2,1.7,1.42,0.0,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Derek Carr, OAK",39.1,24.2,233.0,1.8,0.6,87.4,2.2,7.4,3.36,0.0,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Andy Dalton, CIN",32.3,20.4,256.0,1.3,0.8,90.8,3.6,13.1,3.64,0.2,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Tyrod Taylor, CLE",29.6,18.2,189.0,1.1,0.5,85.3,5.4,34.4,6.37,0.2,0,0.0,0.0,0.00,0.0,0.1,16,QB
"Joe Flacco, BAL",40.8,27.1,240.0,1.2,0.9,82.6,1.9,3.2,1.68,0.2,0,0.0,0.0,0.00,0.0,0.2,15,QB
"Cody Kessler, JAC",32.0,20.4,233.0,1.2,0.4,92.8,1.9,4.4,2.32,0.0,0,0.0,0.0,0.00,0.0,0.2,15,QB
"Ryan Tannehill, MIA",30.6,20.8,216.0,1.2,0.6,93.0,2.8,11.4,4.07,0.1,0,0.0,0.0,0.00,0.0,0.3,15,QB
"Colin Kaepernick, SF",31.0,17.3,185.0,0.9,1.0,69.7,7.1,43.4,6.11,0.2,0,0.0,0.0,0.00,0.0,0.3,15,QB
"Carson Palmer, ARI",38.5,22.8,252.0,1.3,1.1,78.1,1.1,3.0,2.73,0.0,0,0.0,0.0,0.00,0.0,0.3,15,QB
"Jameis Winston, TB",35.3,20.0,221.0,1.3,1.4,71.1,3.0,11.1,3.70,0.2,0,0.0,0.0,0.00,0.0,0.3,14,QB
"Brock Osweiler, MIA",36.0,20.9,220.0,1.4,1.1,76.2,2.3,7.9,3.43,0.0,0,0.0,0.0,0.00,0.0,0.2,13,QB
"Carson Wentz, PHI",34.0,21.6,200.0,1.1,0.6,83.0,2.9,4.1,1.41,0.0,0,0.0,0.0,0.00,0.0,0.2,13,QB
"Jared Goff, LAR",31.1,18.7,209.0,1.1,1.2,75.9,2.2,9.2,4.18,0.1,0,0.0,0.0,0.00,0.0,0.1,12,QB
"Sam Bradford, ARI",30.7,19.2,194.0,1.2,0.9,81.3,1.4,1.7,1.21,0.0,0,0.0,0.0,0.00,0.0,0.2,12,QB
"Jay Cutler, MIA",34.5,21.0,222.0,1.0,1.3,73.6,1.9,9.7,5.11,0.0,0,0.0,0.0,0.00,0.0,0.2,11,QB
"Alex Tanney, NYG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0,0.0,0.0,0.00,0.0,0.0,0,QB
"Chase Daniel, CHI",0.1,0.1,0.5,0.0,0.0,87.5,0.0,0.0,0.00,0.0,0,0.0,0.0,0.00,0.0,0.0,0,QB
