Player,Team,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,2PT
Alan Cross,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Firkser,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Gates,LAC,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony Auclair,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Hooper,ATL,3.9,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Braunecker,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Watson,NO,2.0,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Bell,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Jarwin,DAL,0.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Parker,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Uzomah,CIN,2.87,28.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Brate,TB,1.27,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Clay,BUF,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Herndon,NYJ,1.2,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Manhertz,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark Harris,CIN,-0.009691603442153661,-0.18017461892165568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Goedert,PHI,1.4,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Arnold,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Brown,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Fells,CLE,0.6,5.8,0.06,0.0,0.0,0.0,0.0,0.0,0.0
David Morgan,MIN,0.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Njoku,CLE,4.0,45.2,0.28,0.0,0.0,0.0,0.0,0.0,0.0
Demetrius Harris,KC,0.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Sims,CHI,0.1,1.3,-0.09699465189857684,0.0,0.0,0.0,0.0,0.0,0.0
Durham Smythe,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,NE,1.0,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Ebron,IND,4.4,46.5,0.4,0.0,0.0,0.0,-0.1,0.0,0.0
Eric Saubert,ATL,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Tomlinson,NYJ,0.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
