Player,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,2PT
Aaron Jones,GB,53.4,0.4,2.1,20.0,0.1,0.0,0.0,0.0,0.0
Adrian Peterson,WAS,75.0,1.0,1.8,20.9,0.07,0.0,0.0,0.0,0.0
Alex Armah,CAR,2.6,0.1,0.14,0.9333613712181508,0.01,0.0,0.0,0.0,0.0
Alex Collins,BAL,55.9,1.0,2.03,17.71,0.1,0.0,0.0,0.0,0.0
Alfred Blue,HOU,32.1,0.3,1.29,12.09,0.06,0.0,0.0,0.0,0.0
Alfred Morris,SF,33.86,0.24,0.88,6.79,0.03,0.0,0.0,0.0,0.0
Alvin Kamara,NO,60.0,1.0,6.0,59.8,0.3,0.0,0.0,0.0,0.03
Ameer Abdullah,MIN,9.1,0.1,1.9,14.2,0.1,0.0,0.0,0.0,0.0
Andy Janovich,DEN,2.1,0.0,0.33,3.7507366896079875,0.01,0.0,0.0,0.0,0.01
Anthony Sherman,KC,1.2,0.01,0.9,11.2,0.20528184714752384,0.0,0.0,0.0,0.0
Benny Cunningham,CHI,3.9,0.02,0.54,4.94,0.02,0.0,0.0,0.0,0.0
Brandon Bolden,MIA,6.75,0.03,0.6,7.03,0.03,0.0,0.0,0.0,0.0
Brandon Wilson,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buddy Howell,HOU,3.09,0.03,0.47,4.84,0.02,0.0,0.0,0.0,0.0
C.J. Anderson,LAR,18.3,0.14953896207250067,0.6,5.4,0.1,0.0,0.0,0.0,0.0
C.J. Ham,MIN,1.6731585115372725,0.01,1.2,10.1,0.1,0.0,0.0,0.0,0.0
Carlos Hyde,JAX,55.32,0.36,1.9,12.7,0.1,0.0,0.0,0.0,0.03
Chase Edmonds,ARI,16.2,0.1,1.07,10.0,0.04,0.0,0.0,0.0,0.0
Chris Carson,SEA,69.9,0.4,2.6,20.0,0.1,0.0,0.0,0.0,0.01
Chris Ivory,BUF,63.53,0.3,2.14,21.33,0.1,0.0,0.0,0.0,0.0
Chris Thompson,WAS,27.9,0.2,5.0,43.3,0.3,0.0,0.0,0.0,0.0
Christian McCaffrey,CAR,59.9,0.3,5.3,44.68,0.26,0.0,0.0,0.0,0.0
Corey Clement,PHI,50.0,0.4,2.3,21.2,0.1,0.0,0.0,0.0,0.03
Damien Williams,KC,4.65,0.03,0.5,4.52,0.03,0.0,0.0,0.0,0.0
David Johnson,ARI,67.0,1.0,4.0,38.8,0.2,0.0,0.0,0.0,0.0
David Williams,JAX,4.3,0.04,0.46,3.9182801702671184,0.02,0.0,0.0,0.0,0.0
De'Angelo Henderson Sr.,NYJ,10.9,0.06,0.95,7.9,0.04,0.0,0.0,0.0,0.0
