Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Julio Jones,WR,ATL,0.0,0.0,0.0,1.3,0.0,7.1,108.0,0.5
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,7.1,102.0,0.6
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.1,0.0,7.4,101.0,0.5
Odell Beckham,WR,NYG,0.0,0.0,0.0,3.1,0.0,6.4,94.0,0.6
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,6.4,82.6,0.7
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.0,0.0,6.0,88.1,0.7
Tyreek Hill,WR,KC,0.0,0.0,0.0,8.1,0.0,5.6,86.9,0.5
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,6.3,86.5,0.6
A.J. Green,WR,CIN,0.0,0.0,0.0,0.0,0.0,6.4,86.1,0.6
Stefon Diggs,WR,MIN,0.0,0.0,0.0,1.2,0.0,6.5,84.2,0.5
Keenan Allen,WR,LAC,0.0,0.0,0.0,0.8,0.0,6.6,84.9,0.5
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,5.6,77.8,0.6
Robert Woods,WR,LAR,0.0,0.0,0.0,6.7,0.0,5.5,72.5,0.5
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.4,0.0,6.9,71.6,0.4
Brandin Cooks,WR,LAR,0.0,0.0,0.0,5.1,0.0,4.6,71.8,0.4
Julian Edelman,WR,NE,0.0,0.0,0.0,0.0,0.0,6.5,70.3,0.3
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,0.0,0.0,5.3,70.4,0.4
Tyler Lockett,WR,SEA,0.0,0.0,0.0,3.9,0.0,4.4,61.6,0.3
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,3.9,55.8,0.5
Cooper Kupp,WR,LAR,0.0,0.0,0.0,0.0,0.0,4.8,65.0,0.4
Will Fuller,WR,HOU,0.0,0.0,0.0,2.4,0.0,4.2,62.5,0.4
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,5.4,62.4,0.3
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,4.8,61.1,0.4
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,4.0,57.8,0.5
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,4.7,60.1,0.4
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,5.3,53.7,0.4
Quincy Enunwa,WR,NYJ,0.0,0.0,0.0,0.0,0.0,4.5,59.5,0.4
Doug Baldwin,WR,SEA,0.0,0.0,0.0,0.6,0.0,4.2,53.3,0.5
Sammy Watkins,WR,KC,0.0,0.0,0.0,1.7,0.0,4.0,56.8,0.4
Amari Cooper,WR,DAL,0.0,0.0,0.0,1.6,0.0,4.2,58.1,0.4
John Brown,WR,BAL,0.0,0.0,0.0,0.0,0.0,3.7,58.8,0.4
Sterling Shepard,WR,NYG,0.0,0.0,0.0,1.0,0.0,4.7,59.9,0.3
Devin Funchess,WR,CAR,0.0,0.0,0.0,0.0,0.0,3.7,52.6,0.4
DeSean Jackson,WR,TB,0.0,0.0,0.0,2.5,0.0,3.6,59.8,0.3
Robby Anderson,WR,NYJ,0.0,0.0,0.0,1.9,0.0,3.7,55.1,0.3
Calvin Ridley,WR,ATL,0.0,0.0,0.0,0.3,0.0,4.5,55.1,0.3
Ryan Grant,WR,IND,0.0,0.0,0.0,0.0,0.0,4.1,53.0,0.3
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,0.9,0.0,4.1,52.0,0.3
Chester Rogers,WR,IND,0.0,0.0,0.0,1.2,0.0,4.3,52.7,0.3
Chris Hogan,WR,NE,0.0,0.0,0.0,0.7,0.0,3.7,49.5,0.4
Keelan Cole,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.6,52.8,0.3
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,0.0,0.0,3.9,50.5,0.3
Keke Coutee,WR,HOU,0.0,0.0,0.0,0.7,0.0,4.3,50.8,0.2
Paul Richardson,WR,WAS,0.0,0.0,0.0,0.0,0.0,4.0,52.4,0.3
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,4.5,47.2,0.3
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,3.4,50.3,0.3
Antonio Callaway,WR,CLE,0.0,0.0,0.0,0.0,0.0,4.0,49.0,0.3
Dede Westbrook,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.2,53.6,0.2
Jordy Nelson,WR,OAK,0.0,0.0,0.0,0.0,0.0,3.8,44.0,0.4
Marquise Goodwin,WR,SF,0.0,0.0,0.0,2.1,0.0,3.0,48.8,0.3
Nelson Agholor,WR,PHI,0.0,0.0,0.0,1.1,0.0,3.7,46.1,0.3
Mike Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,3.6,46.7,0.3
David Moore,WR,SEA,0.0,0.0,0.0,0.0,0.0,4.0,42.7,0.3
Kenny Stills,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.3,47.7,0.3
Josh Gordon,WR,NE,0.0,0.0,0.0,1.0,0.0,3.0,42.6,0.3
Willie Snead,WR,BAL,0.0,0.0,0.0,0.0,0.0,4.4,46.7,0.2
Maurice Harris,WR,WAS,0.0,0.0,0.0,0.0,0.0,3.7,42.2,0.3
Christian Kirk,WR,ARI,0.0,0.0,0.0,3.9,0.0,3.0,39.8,0.2
Martavis Bryant,WR,OAK,0.0,0.0,0.0,1.9,0.0,2.9,41.6,0.2
Equanimeous St. Brown,WR,GB,0.0,0.0,0.0,0.0,0.0,2.9,36.5,0.3
Pierre Garcon,WR,SF,0.0,0.0,0.0,0.0,0.0,3.0,38.9,0.3
Donte Moncrief,WR,JAX,0.0,0.0,0.0,0.0,0.0,2.8,38.0,0.3
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,6.3,0.0,2.5,38.7,0.2
D.J. Moore,WR,CAR,0.0,0.0,0.0,0.5,0.0,2.7,34.2,0.3
Phillip Dorsett,WR,NE,0.0,0.0,0.0,0.0,0.0,2.4,37.0,0.3
Josh Doctson,WR,WAS,0.0,0.0,0.0,0.4,0.0,2.2,31.5,0.3
Kendrick Bourne,WR,SF,0.0,0.0,0.0,0.0,0.0,2.6,33.2,0.2
Albert Wilson,WR,MIA,0.0,0.0,0.0,0.6,0.0,2.4,35.5,0.1
Chris Conley,WR,KC,0.0,0.0,0.0,0.0,0.0,2.7,33.4,0.1
Zach Pascal,WR,IND,0.0,0.0,0.0,0.0,0.0,2.4,29.3,0.2
Cole Beasley,WR,DAL,0.0,0.0,0.0,0.0,0.0,2.7,31.2,0.1
Tavon Austin,WR,DAL,0.0,0.0,0.0,17.4,0.1,1.4,15.9,0.1
Tyrell Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,1.9,29.0,0.2
Taywan Taylor,WR,TEN,0.0,0.0,0.0,1.8,0.0,1.9,26.5,0.2
Cordarrelle Patterson,WR,NE,0.0,0.0,0.0,6.9,0.2,1.6,18.8,0.1
Zay Jones,WR,BUF,0.0,0.0,0.0,0.0,0.0,2.3,25.4,0.1
Laquon Treadwell,WR,MIN,0.0,0.0,0.0,0.0,0.0,1.9,25.0,0.1
Adam Humphries,WR,TB,0.0,0.0,0.0,0.0,0.0,2.2,25.1,0.1
Curtis Samuel,WR,CAR,0.0,0.0,0.0,4.6,0.0,1.6,22.7,0.1
Kelvin Benjamin,WR,KC,0.0,0.0,0.0,0.0,0.0,1.7,21.6,0.2
Danny Amendola,WR,MIA,0.0,0.0,0.0,0.0,0.0,2.2,22.5,0.1
Alex Erickson,WR,CIN,0.0,0.0,0.0,0.0,0.0,1.2,17.3,0.0
Chad Williams,WR,ARI,0.0,0.0,0.0,0.0,0.0,2.0,21.6,0.1
Jarius Wright,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.8,20.6,0.1
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,0.0,1.5,20.1,0.1
Cody Latimer,WR,NYG,0.0,0.0,0.0,0.0,0.0,1.4,18.7,0.1
Michael Gallup,WR,DAL,0.0,0.0,0.0,0.0,0.0,1.5,19.5,0.1
Tajae Sharpe,WR,TEN,0.0,0.0,0.0,0.0,0.0,1.6,21.1,0.1
Jaron Brown,WR,SEA,0.0,0.0,0.0,0.0,0.0,1.2,17.5,0.1
Torrey Smith,WR,CAR,0.0,0.0,0.0,0.2,0.0,1.1,16.7,0.1
Allen Hurns,WR,DAL,0.0,0.0,0.0,0.0,0.0,1.2,14.5,0.1
Jakeem Grant,WR,MIA,0.0,0.0,0.0,0.6,0.0,0.6,9.1,0.0
Josh Reynolds,WR,LAR,0.0,0.0,0.0,0.0,0.0,1.2,13.7,0.1
James Washington,WR,PIT,0.0,0.0,0.0,0.1,0.0,1.1,12.3,0.1
Jordan Matthews,WR,PHI,0.0,0.0,0.0,0.0,0.0,1.3,13.6,0.1
Richie James,WR,SF,0.0,0.0,0.0,0.0,0.0,1.0,12.9,0.1
Rod Streater,WR,CLE,0.0,0.0,0.0,0.0,0.0,1.4,15.6,0.0
DaeSean Hamilton,WR,DEN,0.0,0.0,0.0,0.0,0.0,1.1,14.5,0.0
Marcus Johnson,WR,IND,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.1
Demarcus Robinson,WR,KC,0.0,0.0,0.0,0.0,0.0,0.8,10.2,0.1
Deonte Thompson,WR,BUF,0.0,0.0,0.0,0.3,0.0,1.1,14.2,0.0
Andre Holmes,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.9,10.9,0.1
Marvin Hall,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.9,15.2,0.0
Seth Roberts,WR,OAK,0.0,0.0,0.0,0.0,0.0,1.0,11.2,0.1
Jermaine Kearse,WR,NYJ,0.0,0.0,0.0,0.0,0.0,0.8,10.5,0.1
Chris Moore,WR,BAL,0.0,0.0,0.0,0.3,0.0,0.9,9.0,0.1
Jawill Davis,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.9,11.9,0.0
Ryan Switzer,WR,PIT,0.0,0.0,0.0,1.7,0.0,0.9,9.4,0.0
D.J. Chark,WR,JAX,0.0,0.0,0.0,0.2,0.0,0.6,9.4,0.0
Aldrick Robinson,WR,MIN,0.0,0.0,0.0,0.0,0.0,0.6,6.9,0.1
Justin Watson,WR,TB,0.0,0.0,0.0,0.0,0.0,0.6,7.9,0.0
Robert Foster,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.6,7.3,0.0
Damion Ratley,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.6,6.3,0.0
Darius Jennings,WR,TEN,0.0,0.0,0.0,0.0,0.0,0.5,6.6,0.0
J.J. Nelson,WR,ARI,0.0,0.0,0.0,0.3,0.0,0.3,5.4,0.0
Shelton Gibson,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.5,5.6,0.0
Josh Bellamy,WR,CHI,0.0,0.0,0.0,0.0,0.0,0.5,6.1,0.0
Ray-Ray McCloud,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.5,5.6,0.0
Tim Patrick,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.1,1.9,0.0
Russell Gage,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Bolden,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Hogan,WR,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
