Player,POS,Team,Receptions,Rec Yds,Rec TD
Odell Beckham,WR,NYG,8,110,1
Brandin Cooks,WR,LAR,8,100,1
DeAndre Hopkins,WR,HOU,8,105,1
Adam Thielen,WR,MIN,10,105,1
Davante Adams,WR,GB,7,90,1
Julio Jones,WR,ATL,6,90,1
Antonio Brown,WR,PIT,6,85,1
Tyreek Hill,WR,KC,5,85,1
Michael Thomas,WR,NO,7,85,1
Robert Woods,WR,LAR,6,80,1
Keenan Allen,WR,LAC,7,80,1
Corey Davis,WR,TEN,6,80,1
Mike Evans,WR,TB,7,80,1
DeSean Jackson,WR,TB,4,70,1
Alshon Jeffery,WR,PHI,6,80,1
Emmanuel Sanders,WR,DEN,6,75,1
Stefon Diggs,WR,MIN,5,70,1
Larry Fitzgerald,WR,ARI,6,70,1
Kenny Golladay,WR,DET,5,70,1
T.Y. Hilton,WR,IND,5,70,1
Allen Robinson,WR,CHI,6,70,1
Marquez Valdes-Scantling,WR,GB,6,70,1
John Brown,WR,BAL,4,65,1
Amari Cooper,WR,DAL,5,65,1
Donte Moncrief,WR,JAX,6,65,1
Josh Doctson,WR,WAS,4,55,1
Tyler Lockett,WR,SEA,4,55,1
Mohamed Sanu,WR,ATL,4,55,1
Dede Westbrook,WR,JAX,3,55,1
Tyrell Williams,WR,LAC,3,55,1
Devin Funchess,WR,CAR,3,50,1
Tyler Boyd,WR,CIN,6,70,0
JuJu Smith-Schuster,WR,PIT,5,70,0
Nelson Agholor,WR,PHI,5,55,0
Doug Baldwin,WR,SEA,5,55,0
Anthony Miller,WR,CHI,5,55,0
Calvin Ridley,WR,ATL,5,55,0
Michael Crabtree,WR,BAL,4,50,0
Maurice Harris,WR,WAS,4,50,0
Courtland Sutton,WR,DEN,4,50,0
Demaryius Thomas,WR,HOU,4,50,0
Keke Coutee,WR,HOU,3,45,0
Christian Kirk,WR,ARI,4,45,0
Brandon LaFell,WR,OAK,4,45,0
Chester Rogers,WR,IND,4,45,0
Tajae Sharpe,WR,TEN,3,45,0
Sterling Shepard,WR,NYG,4,45,0
Golden Tate,WR,PHI,4,40,0
Chris Conley,WR,KC,3,40,0
Taylor Gabriel,WR,CHI,3,40,0
Michael Gallup,WR,DAL,3,40,0
Adam Humphries,WR,TB,3,40,0
D.J. Moore,WR,CAR,3,35,0
John Ross,WR,CIN,3,40,0
Sammy Watkins,WR,KC,3,40,0
Cole Beasley,WR,DAL,3,35,0
Dontrelle Inman,WR,IND,3,35,0
Josh Reynolds,WR,LAR,2,35,0
Seth Roberts,WR,OAK,3,35,0
Curtis Samuel,WR,CAR,2,30,0
Tre'Quan Smith,WR,NO,3,35,0
Willie Snead,WR,BAL,2,35,0
Mike Williams,WR,LAC,3,35,0
D.J. Chark,WR,JAX,2,30,0
Dwayne Harris,WR,OAK,2,30,0
T.J. Jones,WR,DET,3,30,0
Laquon Treadwell,WR,MIN,3,30,0
Alex Erickson,WR,CIN,2,25,0
Chris Godwin,WR,TB,2,25,0
Ryan Switzer,WR,PIT,1,20,0
DaeSean Hamilton,WR,DEN,1,20,0
J.J. Nelson,WR,ARI,2,20,0
Equanimeous St. Brown,WR,GB,2,20,0
Allen Hurns,WR,DAL,1,15,0
Travis Benjamin,WR,LAC,1,10,0
Keelan Cole,WR,JAX,1,10,0
Jordan Matthews,WR,PHI,1,10,0
Jarius Wright,WR,CAR,1,10,0
