Player,FG,FGA,FGLg,XP,XPAtt,XPB,FPTS,POS
"Wil Lutz, NO",2.5,2.8,0,3.6,3.6,0.0,11,K
"Greg Zuerlein, LAR",2.4,2.6,0,3.6,3.6,0.0,11,K
"Harrison Butker, KC",2.1,2.2,0,3.5,3.5,0.0,9,K
"Adam Vinatieri, IND",2.1,2.5,0,2.9,2.9,0.0,9,K
"Matt Bryant, ATL",1.9,2.0,0,2.8,2.8,0.0,8,K
"Mike Badgley, LAC",1.9,2.2,0,3.1,3.1,0.0,8,K
"Justin Tucker, BAL",1.9,2.1,0,2.8,2.8,0.0,8,K
"Matt Prater, DET",1.9,2.2,0,2.6,2.6,0.0,8,K
"Graham Gano, CAR",1.8,2.0,0,2.8,2.8,0.0,8,K
"Sebastian Janikowski, SEA",1.7,2.3,0,3.0,3.0,0.0,8,K
"Jake Elliott, PHI",1.8,2.2,0,2.7,2.7,0.0,8,K
"Chris Boswell, PIT",1.8,2.1,0,2.7,2.7,0.0,8,K
"Aldrick Rosas, NYG",1.8,2.0,0,2.7,2.7,0.0,8,K
"Ryan Succop, TEN",1.9,2.2,0,2.2,2.2,0.0,8,K
"Dustin Hopkins, WAS",1.8,2.0,0,2.3,2.3,0.0,7,K
"Ka'imi Fairbairn, HOU",1.8,2.2,0,2.4,2.4,0.0,7,K
"Brett Maher, DAL",1.6,2.0,0,2.7,2.7,0.0,7,K
"Cody Parkey, CHI",1.7,2.2,0,2.5,2.5,0.0,7,K
"Mason Crosby, GB",1.6,2.0,0,2.5,2.5,0.0,7,K
"Cairo Santos, TB",1.6,1.9,0,2.6,2.6,0.0,7,K
"Matt McCrane, PIT",1.5,2.1,0,2.6,2.6,0.0,7,K
"Josh Lambo, JAC",1.6,1.8,0,2.0,2.0,0.0,7,K
"Brandon McManus, DEN",1.4,1.7,0,2.1,2.1,0.0,6,K
"Dan Bailey, MIN",1.4,1.8,0,2.1,2.1,0.0,6,K
"Daniel Carlson, OAK",1.2,1.7,0,1.9,1.9,0.0,5,K
"Randy Bullock, CIN",1.1,1.4,0,2.1,2.1,0.0,5,K
"Trevor Moore, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Caleb Sturgis, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Folk, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Connor Barth, CHI",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Rose, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Chandler Catanzaro, CAR",0.0,0.0,0,0.0,0.0,0.0,0,K
"Kai Forbath, JAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Novak, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Younghoe Koo, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Travis Coons, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Patrick Murray, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Marshall Koehn, NYG",0.0,0.0,0,0.0,0.0,0.0,0,K
"Sam Ficken, LAR",0.0,0.0,0,0.0,0.0,0.0,0,K
"Blair Walsh, SEA",0.0,0.0,0,0.0,0.0,0.0,0,K
