Player,Team,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,2PT
Adam Shaheen,CHI,1.3,7.994076491519564,0.10063040222215497,0,0,0,0,0,0.0
Alan Cross,TB,0.1,0.6,0.08423980552711305,0,0,0,0,0,0.0
Anthony Firkser,TEN,1.8254703018495235,19.855546758516276,0.09641767637296919,0,0,0,0,0,0.0
Antonio Gates,LAC,1.4,17.276833002526235,0.08597738595804126,0,0,0,0,0,0.0
Antony Auclair,TB,0.18,2.6,0.0,0,0,0,0,0,0.0
Austin Hooper,ATL,3.9711218273850806,45.31902770663356,0.1725183692873961,0,0,0,0,0,0.0
Ben Braunecker,CHI,0.0,0.0,0.0,0,0,0,0,0,0.0
Ben Koyack,JAX,0.0,0.0,0.0,0,0,0,0,0,0.0
Benjamin Watson,NO,1.19,14.851046438137978,0.2022145306853204,0,0,0,0,0,0.0
Blake Bell,JAX,0.3,8.120924815570515,0.0,0,0,0,0,0,0.0
Blake Jarwin,DAL,0.97,12.720289199039836,0.09298103450631112,0,0,0,0,0,0.0
Brian Parker,DEN,0.43848171369429756,4.88,0.08729759085729069,0,0,0,0,0,0.0
C.J. Uzomah,CIN,3.495061429316473,29.7,0.11378322409700325,0,0,0,0,0,0.0
Cameron Brate,TB,3.111546565442939,37.053909993617644,0.21046935764051197,0,0,0,0,0,0.0
Charles Clay,BUF,2.0,20.0,0.09985168604764044,0,0,0,0,0,0.0
Chris Herndon,NYJ,3.0200166131927366,32.1,0.11551471568906325,0,0,0,0,0,0.0
Chris Manhertz,CAR,0.0,0.0,0.0,0,0,0,0,0,0.0
Clark Harris,CIN,0.0,0.0,0.0,0,0,0,0,0,0.0
Dallas Goedert,PHI,1.0356365663753122,10.824135565474172,0.09556830549005041,0,0,0,0,0,0.0
Dalton Schultz,DAL,0.3,7.156615470348875,0.040184206742303163,0,0,0,0,0,0.0
Daniel Brown,CHI,0.0,0.0,0.0,0,0,0,0,0,0.0
Darren Fells,CLE,0.23,3.41,0.08603186973109367,0,0,0,0,0,0.0
