Player,FG,FGA,FGLg,XP,XPAtt,XPB,FPTS,POS
"Wil Lutz, NO",2.2,2.6,0,3.3,3.3,0.0,10,K
"Harrison Butker, KC",2.2,2.5,0,2.6,2.6,0.0,9,K
"Jake Elliott, PHI",2.1,2.5,0,2.3,2.3,0.0,9,K
"Blair Walsh, SEA",2.0,2.3,0,2.8,2.8,0.0,8,K
"Ka'imi Fairbairn, HOU",2.1,2.2,0,2.3,2.3,0.0,8,K
"Graham Gano, CAR",2.1,2.4,0,2.2,2.2,0.0,8,K
"Matt Bryant, ATL",1.9,2.3,0,2.4,2.4,0.0,8,K
"Ryan Succop, TEN",1.9,2.1,0,2.4,2.4,0.0,8,K
"Josh Lambo, JAC",2.0,2.4,0,2.0,2.0,0.0,8,K
"Greg Zuerlein, LAR",1.9,2.1,0,2.1,2.1,0.0,8,K
"Justin Tucker, BAL",1.8,2.1,0,1.9,1.9,0.0,7,K
"Adam Vinatieri, IND",1.7,1.9,0,2.2,2.2,0.0,7,K
"Mike Nugent, OAK",1.6,2.0,0,2.5,2.5,0.0,7,K
"Patrick Murray, TB",1.6,1.8,0,2.1,2.1,0.0,7,K
"Matt Prater, DET",1.6,1.9,0,2.1,2.1,0.0,7,K
"Giorgio Tavecchio, ATL",1.6,1.9,0,2.2,2.2,0.0,7,K
"Stephen Hauschka, BUF",1.6,1.8,0,1.9,1.9,0.0,7,K
"Robbie Gould, SF",1.4,1.5,0,2.0,2.0,0.0,6,K
"Nick Rose, LAC",1.4,1.8,0,1.8,1.8,0.0,6,K
"Chandler Catanzaro, CAR",1.3,1.7,0,1.6,1.6,0.0,5,K
"Phil Dawson, ARI",1.2,1.6,0,1.9,1.9,0.0,5,K
"Cody Parkey, CHI",1.2,1.4,0,1.9,1.9,0.0,5,K
"Mason Crosby, GB",1.2,1.4,0,1.9,1.9,0.0,5,K
"Aldrick Rosas, NYG",1.1,1.6,0,1.8,1.8,0.0,5,K
"Brandon McManus, DEN",1.2,1.5,0,1.5,1.5,0.0,5,K
"Mike Meyer, JAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Folk, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Andrew Franks, MIA",0.0,0.0,0,0.0,0.0,0.0,0,K
"Zach Hocker, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Jason Myers, NYJ",0.0,0.0,0,0.0,0.0,0.0,0,K
"Jon Brown, CIN",0.0,0.0,0,0.0,0.0,0.0,0,K
"Marshall Koehn, NYG",0.0,0.0,0,0.0,0.0,0.0,0,K
"Roberto Aguayo, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
