Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Patrick Mahomes,QB,KC,297.0,2.2,0.9,17.6,0.1,0.0,0.0,0.0
Drew Brees,QB,NO,310.0,2.2,0.8,0.9,0.1,0.0,0.0,0.0
Matt Ryan,QB,ATL,300.0,2.0,0.9,7.8,0.1,0.0,0.0,0.0
Russell Wilson,QB,SEA,294.0,2.0,0.7,15.3,0.1,0.0,0.0,0.0
Ben Roethlisberger,QB,PIT,309.0,2.1,0.9,2.4,0.0,0.0,0.0,0.0
Andrew Luck,QB,IND,296.0,2.1,0.8,12.7,0.1,0.0,0.0,0.0
Deshaun Watson,QB,HOU,243.0,1.8,0.9,34.3,0.3,0.0,0.0,0.0
Aaron Rodgers,QB,GB,259.0,2.0,0.5,14.7,0.1,0.0,0.0,0.0
Mitchell Trubisky,QB,CHI,243.0,1.7,1.0,33.0,0.3,0.0,0.0,0.0
Dak Prescott,QB,DAL,256.0,1.5,0.7,30.0,0.3,0.0,0.0,0.0
Baker Mayfield,QB,CLE,273.0,1.8,0.9,16.8,0.2,0.0,0.0,0.0
Jared Goff,QB,LAR,284.0,2.0,0.7,7.0,0.1,0.0,0.0,0.0
Kirk Cousins,QB,MIN,285.0,1.9,0.8,11.2,0.1,0.0,0.0,0.0
Tom Brady,QB,NE,280.0,2.0,0.5,1.4,0.1,0.0,0.0,0.0
Philip Rivers,QB,LAC,297.0,2.0,0.7,0.3,0.0,0.0,0.0,0.0
Jameis Winston,QB,TB,275.0,1.9,0.9,8.9,0.1,0.0,0.0,0.0
Josh Allen,QB,BUF,203.0,1.1,1.1,51.5,0.4,0.0,0.0,0.0
Lamar Jackson,QB,BAL,147.0,0.7,0.8,74.7,0.6,0.0,0.0,0.0
Nick Foles,QB,PHI,284.0,1.6,0.5,5.6,0.2,0.0,0.0,0.0
Marcus Mariota,QB,TEN,216.0,1.3,0.8,31.1,0.3,0.0,0.0,0.0
Sam Darnold,QB,NYJ,270.0,1.7,1.5,13.0,0.1,0.0,0.0,0.0
Case Keenum,QB,DEN,265.0,1.7,0.9,8.6,0.1,0.0,0.0,0.0
Derek Carr,QB,OAK,266.0,1.8,0.9,3.6,0.0,0.0,0.0,0.0
Nick Mullens,QB,SF,281.0,1.7,1.9,1.9,0.0,0.0,0.0,0.0
Taylor Heinicke,QB,CAR,192.0,1.3,1.0,21.8,0.3,0.0,0.0,0.0
Eli Manning,QB,NYG,252.0,1.8,0.7,1.5,0.0,0.0,0.0,0.0
Ryan Tannehill,QB,MIA,243.0,1.5,0.9,9.6,0.1,0.0,0.0,0.0
Matthew Stafford,QB,DET,246.0,1.5,0.7,5.0,0.1,0.0,0.0,0.0
