Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Patrick Mahomes,QB,KC,327.0,2.2,0.8,17.7,0.1,0.0,0.0,0.0
Andrew Luck,QB,IND,301.0,2.2,1.0,11.3,0.0,0.0,0.0,0.0
Matt Ryan,QB,ATL,325.0,1.9,0.7,8.1,0.2,0.0,0.0,0.0
Dak Prescott,QB,DAL,274.0,1.8,0.7,22.9,0.4,0.0,0.0,0.0
Tom Brady,QB,NE,288.0,2.1,0.7,2.7,0.1,0.0,0.0,0.0
Drew Brees,QB,NO,274.0,2.1,0.6,2.3,0.2,0.0,0.0,0.0
Kirk Cousins,QB,MIN,327.0,1.7,0.8,8.7,0.2,0.0,0.0,0.0
Aaron Rodgers,QB,GB,299.0,1.9,0.5,16.1,0.0,0.0,0.0,0.0
Ben Roethlisberger,QB,PIT,361.0,1.7,1.2,4.7,0.1,0.0,0.0,0.0
Russell Wilson,QB,SEA,232.0,2.1,0.7,28.8,0.0,0.0,0.0,0.0
Baker Mayfield,QB,CLE,296.0,1.9,0.9,10.2,0.0,0.0,0.0,0.0
Mitchell Trubisky,QB,CHI,244.0,1.7,0.9,27.2,0.3,0.0,0.0,0.0
Deshaun Watson,QB,HOU,264.0,1.5,1.3,34.9,0.2,0.0,0.0,0.0
Jared Goff,QB,LAR,270.0,1.9,0.8,5.8,0.1,0.0,0.0,0.0
Jameis Winston,QB,TB,321.0,1.5,1.3,17.6,0.1,0.0,0.0,0.0
Nick Foles,QB,PHI,282.0,1.8,0.8,3.4,0.0,0.0,0.0,0.0
Eli Manning,QB,NYG,304.0,1.5,0.7,1.8,0.0,0.0,0.0,0.0
Case Keenum,QB,DEN,281.0,1.6,0.8,3.5,0.1,0.0,0.0,0.0
Philip Rivers,QB,LAC,259.0,1.7,0.7,1.9,0.0,0.0,0.0,0.0
Josh Allen,QB,BUF,193.0,0.9,1.3,61.0,0.5,0.0,0.0,0.0
Lamar Jackson,QB,BAL,155.0,1.1,1.0,77.5,0.2,0.0,0.0,0.0
Ryan Tannehill,QB,MIA,237.0,1.8,1.1,14.0,0.0,0.0,0.0,0.0
Marcus Mariota,QB,TEN,222.0,1.5,0.9,26.6,0.2,0.0,0.0,0.0
Derek Carr,QB,OAK,263.0,1.4,0.7,3.7,0.1,0.0,0.0,0.0
Sam Darnold,QB,NYJ,249.0,1.6,1.5,6.6,0.1,0.0,0.0,0.0
Nick Mullens,QB,SF,258.0,1.4,1.2,4.2,0.0,0.0,0.0,0.0
Jeff Driskel,QB,CIN,189.0,1.2,0.9,19.4,0.4,0.0,0.0,0.0
Taylor Heinicke,QB,CAR,202.0,1.3,1.3,10.2,0.1,0.0,0.0,0.0
Matthew Stafford,QB,DET,242.0,1.3,1.0,5.9,0.0,0.0,0.0,0.0
Cody Kessler,QB,JAX,194.0,0.9,0.9,26.9,0.0,0.0,0.0,0.0
Josh Rosen,QB,ARI,213.0,1.1,1.8,8.6,0.0,0.0,0.0,0.0
Josh Johnson,QB,WAS,190.0,0.8,1.4,18.5,0.1,0.0,0.0,0.0
Taysom Hill,QB,NO,5.0,0.0,0.0,18.7,0.1,0.0,0.0,0.0
Joe Flacco,QB,BAL,12.0,0.1,0.1,0.6,0.0,0.0,0.0,0.0
Blake Bortles,QB,JAX,10.9,0.1,0.1,1.6,0.0,0.0,0.0,0.0
Alex Tanney,QB,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,QB,CHI,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,QB,LAC,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Rush,QB,DAL,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Beathard,QB,SF,5.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Josh McCown,QB,NYJ,2.4,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Kyle Allen,QB,CAR,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,QB,DEN,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Trevor Siemian,QB,MIN,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Tyrod Taylor,QB,CLE,2.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Mike Glennon,QB,ARI,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,QB,BUF,1.9,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,QB,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,QB,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Savage,QB,CIN,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,QB,LAR,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Dobbs,QB,PIT,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
