Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,7.61,0.03,0.05,0.25544047406389614,0.0,0.0,0.0,0.0,0.03
Aaron Rodgers,GB,280.0,2.2,0.61,20.2,0.13,0.0,0.0,0.0,0.13
Alex Smith,WAS,275.0,2.0,0.6,19.46,0.11,0.0,0.0,0.0,0.06
Andrew Luck,IND,275.0,2.0,1.4,16.0,0.11,0.0,0.0,0.0,0.09
Andy Dalton,CIN,260.0,2.0,1.0,9.2,0.1,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,19.95,0.10128894829934362,0.09,0.5,0.01,0.0,0.0,0.0,0.04
Ben Roethlisberger,PIT,356.0,2.0,1.03,6.51,0.12,0.0,0.0,0.0,0.22
Blaine Gabbert,TEN,227.5,1.1,1.3,13.8,0.1,0.0,0.0,0.0,0.03
Blake Bortles,JAX,265.0,2.0,2.0,30.0,0.2,0.0,0.0,0.0,0.16
Brandon Weeden,HOU,17.01,0.06,0.09,0.2554404740638937,0.01,0.0,0.0,0.0,0.06
Brett Hundley,SEA,10.07,0.04,0.06,0.3905541279879257,0.02,0.0,0.0,0.0,0.03
Brian Hoyer,NE,8.45328486793635,0.02,0.03,0.25913718250993584,0.01,0.0,0.0,0.0,0.01
Brock Osweiler,MIA,4.39,0.02,0.03,0.12304847546386743,0.01,0.0,0.0,0.0,0.06
C.J. Beathard,SF,17.99,0.05,0.06,0.49070448268014544,0.01,0.0,0.0,0.0,0.03
Cam Newton,CAR,245.0,2.0,1.0,48.35,0.4,0.0,0.0,0.0,0.13
Carson Wentz,PHI,255.0,2.0,1.0,23.63,0.2,0.0,0.0,0.0,0.23
Case Keenum,DEN,260.6,2.0,1.5,10.0,0.1,0.0,0.0,0.0,0.03
Chad Henne,KC,11.88,0.04,0.04,0.75,0.01,0.0,0.0,0.0,0.02
Chad Kelly,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Chase Daniel,CHI,10.02,0.04,0.05,0.25913718250991835,0.01,0.0,0.0,0.0,0.02
Cody Kessler,JAX,7.29,0.02,0.04,0.25544047406387604,0.01,0.0,0.0,0.0,0.03
Colt McCoy,WAS,9.52,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.03
Cooper Rush,DAL,9.38,0.03,0.05,0.5170421288711557,0.0,0.0,0.0,0.0,0.03
Dak Prescott,DAL,228.1,1.3,0.9,30.0,0.2,0.0,0.0,0.0,0.07
DeShone Kizer,GB,31.56,0.08,0.19,1.024740734606159,0.01,0.0,0.0,0.0,0.03
Derek Carr,OAK,270.0,1.8,1.0,5.8,0.1,0.0,0.0,0.0,0.22
Deshaun Watson,HOU,285.0,2.0,1.5,38.0,0.3,0.0,0.0,0.0,0.13
Drew Brees,NO,312.0,3.0,1.0,3.6,0.1,0.0,0.0,0.0,0.06
Eli Manning,NYG,260.0,1.7,1.0,5.0,0.1,0.0,0.0,0.0,0.0
Geno Smith,LAC,11.34,0.04,0.08,0.2603694186585944,0.0,0.0,0.0,0.0,0.03
Jacoby Brissett,IND,9.46,0.03,0.05,0.55,0.0,0.0,0.0,0.0,0.03
Jared Goff,LAR,273.0,2.0,1.0,6.3,0.1,0.0,0.0,0.0,0.05
Jeff Driskel,CIN,21.68,0.06,0.11,0.0,0.01,0.0,0.0,0.0,0.04
Jimmy Garoppolo,SF,298.9,2.0,1.0,9.15,0.1,0.0,0.0,0.0,0.06
Joe Flacco,BAL,240.08,2.0,1.0,6.92,0.1,0.0,0.0,0.0,0.13
Joe Webb,HOU,3.25,0.02,0.03,0.03,0.01,0.0,0.0,0.0,0.0
Josh Allen,BUF,222.4,1.0,1.4,27.58,0.18,0.0,0.0,0.0,0.08
Josh McCown,NYJ,17.26,0.06,0.12,0.34519529922988357,0.01,0.0,0.0,0.0,0.02
Josh Rosen,ARI,33.48,0.11,0.13,0.6371654449689134,0.02,0.0,0.0,0.0,0.04
Joshua Dobbs,PIT,19.57,0.1805315911796989,0.1,0.2,0.01,0.0,0.0,0.0,0.04
Kirk Cousins,MIN,283.0,2.01,1.0,12.9,0.4,0.0,0.0,0.0,0.03
Lamar Jackson,BAL,33.93,0.2,0.15,9.8,0.1,0.0,0.0,0.0,0.03
Marcus Mariota,TEN,208.21,1.07,1.0,28.45,0.18,0.0,0.0,0.0,0.03
Matt Cassel,DET,12.42,0.02,0.06,0.12772023703191282,0.0,0.0,0.0,0.0,0.05
Matt Ryan,ATL,291.0,2.0,1.0,13.3,0.2,0.0,0.0,0.0,0.0
Matt Schaub,ATL,6.994866614688732,0.02,0.07,0.25790494636118755,0.0,0.0,0.0,0.0,0.11
Matthew Stafford,DET,308.0,2.0,1.0,9.4,0.1,0.0,0.0,0.0,0.06
Mitchell Trubisky,CHI,240.3,2.0,1.0,25.0,0.3,0.0,0.0,0.0,0.08
Nathan Peterman,OAK,7.74,0.02,0.15,0.2566727102125055,0.0,0.0,0.0,0.0,0.03
Nick Foles,PHI,17.24,0.08,0.09,0.13018470932927434,0.01,0.0,0.0,0.0,0.03
Patrick Mahomes,KC,298.0,2.2,1.0,28.0,0.3,0.0,0.0,0.0,0.08
Philip Rivers,LAC,281.0,2.0,1.1,2.6,0.03,0.0,0.0,0.0,0.03
Russell Wilson,SEA,245.0,2.0,1.1,31.6,0.2,0.0,0.0,0.0,0.09
Ryan Fitzpatrick,TB,321.0,2.0,1.3,18.43,0.2,0.0,0.0,0.0,0.0
Ryan Griffin,TB,20.42,0.06,0.09,0.0,0.01,0.0,0.0,0.0,0.04
Ryan Tannehill,MIA,252.0,2.0,1.1,20.0,0.16,0.0,0.0,0.0,0.09
Sam Bradford,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Darnold,NYJ,245.8,1.34,1.3,14.1,0.13,0.0,0.0,0.0,0.08
Sean Mannion,LAR,8.12,0.02,0.04,0.26036941865854835,0.01,0.0,0.0,0.0,0.03
Taylor Heinicke,CAR,17.31,0.06,0.11,0.03,0.01,0.0,0.0,0.0,0.03
Taysom Hill,NO,0.12,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.04
Teddy Bridgewater,NO,12.36,0.04,0.04,0.13757812622136067,0.0,0.0,0.0,0.0,0.03
Tom Brady,NE,332.0,2.4,0.54,5.0,0.1,0.0,0.0,0.0,0.16
Trevor Siemian,MIN,18.66,0.04,0.1,0.5037447142622188,0.01,0.0,0.0,0.0,0.03
Tyrod Taylor,CLE,225.0,1.3,0.8,35.0,0.2,0.0,0.0,0.0,0.06
