Player,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,2PT
Aaron Jones,GB,34.91,0.27,0.5,4.3,0.0,0.0,0.0,0.0,0.0
Adrian Peterson,WAS,49.02,0.31,1.0,6.5,0.0,0.0,0.0,0.0,0.0
Alex Armah,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Collins,BAL,35.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
Alfred Blue,HOU,20.0,0.0,0.6,2.8,0.0,0.0,0.0,0.0,0.0
Alfred Morris,SF,38.8,0.1,0.7,5.6,0.0,0.0,0.0,0.0,0.0
Andy Janovich,DEN,0.4,-0.009303059732226676,0.1,1.7,0.0,0.0,0.0,0.0,0.0
Anthony Sherman,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Ekeler,LAC,25.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0
Benny Cunningham,CHI,0.0,0.0,0.2,1.6,0.0,0.0,0.0,0.0,0.0
Bilal Powell,NYJ,44.1,0.2,2.09,18.31,0.0,0.0,0.0,0.0,0.0
Brandon Bolden,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Wilson,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Anderson,LAR,9.3,0.1,0.4,3.7,0.0,0.0,0.0,0.0,0.0
C.J. Ham,MIN,0.26,-0.11948741848977451,0.5,5.937855587593893,-0.07932402407867159,0.0,0.0,0.0,0.0
Carlos Hyde,JAX,56.5,0.4,1.3,8.6,0.0,0.0,0.0,0.0,0.03
Chase Edmonds,ARI,4.3,0.0,0.3,1.7,0.0,0.0,0.0,0.0,0.0
Chris Carson,SEA,55.7,0.4,1.7,15.0,0.0,0.0,0.0,0.0,0.01
Chris Ivory,BUF,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian McCaffrey,CAR,58.4,0.0,4.9,37.3,0.2,0.0,0.0,0.0,0.01
