Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Todd Gurley,RB,LAR,0.0,0.0,0.0,91.0,0.7,4.1,39.1,0.2, 
Melvin Gordon,RB,LAC,0.0,0.0,0.0,65.2,0.3,5.6,49.3,0.3, 
Saquon Barkley,RB,NYG,0.0,0.0,0.0,64.0,0.5,5.6,45.3,0.1, 
James Conner,RB,PIT,0.0,0.0,0.0,78.6,0.6,4.0,33.1,0.1, 
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,77.0,0.4,4.7,39.5,0.1, 
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,63.3,0.4,4.9,37.3,0.2, 
Joe Mixon,RB,CIN,0.0,0.0,0.0,66.7,0.6,3.9,31.8,0.2, 
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,61.4,0.4,4.0,31.7,0.1, 
David Johnson,RB,ARI,0.0,0.0,0.0,59.2,0.4,3.7,35.8,0.1, 
Tevin Coleman,RB,ATL,0.0,0.0,0.0,57.2,0.6,2.8,28.5,0.1, 
Marshawn Lynch,RB,OAK,0.0,0.0,0.0,71.4,0.5,2.3,17.5,0.1,IR
Sony Michel,RB,NE,0.0,0.0,0.0,72.4,0.7,1.5,11.4,0.1, 
Chris Carson,RB,SEA,0.0,0.0,0.0,69.1,0.4,2.1,18.3,0.1, 
James White,RB,NE,0.0,0.0,0.0,23.2,0.2,4.7,37.7,0.3, 
Adrian Peterson,RB,WAS,0.0,0.0,0.0,66.5,0.5,2.0,17.3,0.1, 
Kareem Hunt,RB,FA,0.0,0.0,14.8,0.5,2.0,15.9,0.1,, 
Carlos Hyde,RB,JAX,0.0,0.0,0.0,63.4,0.7,1.3,9.4,0.0, 
Bilal Powell,RB,NYJ,0.0,0.0,0.0,45.1,0.4,3.3,26.7,0.1,IR
Latavius Murray,RB,MIN,0.0,0.0,0.0,58.8,0.5,2.0,15.1,0.1, 
Dion Lewis,RB,TEN,0.0,0.0,0.0,45.9,0.2,3.7,23.9,0.1, 
Jordan Howard,RB,CHI,0.0,0.0,0.0,61.4,0.4,2.1,16.8,0.1, 
LeSean McCoy,RB,BUF,0.0,0.0,0.0,48.5,0.3,3.1,23.9,0.1, 
Lamar Miller,RB,HOU,0.0,0.0,0.0,61.3,0.3,2.0,16.0,0.1, 
Nyheim Hines,RB,IND,0.0,0.0,0.0,26.7,0.1,4.1,29.8,0.2, 
Tarik Cohen,RB,CHI,0.0,0.0,0.0,31.0,0.2,3.4,30.3,0.1, 
Corey Clement,RB,PHI,0.0,0.0,0.0,52.7,0.3,1.8,15.0,0.1,IR
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,54.2,0.3,1.9,15.1,0.0,IR
Javorius Allen,RB,BAL,0.0,0.0,0.0,29.3,0.2,3.3,26.0,0.1, 
Alex Collins,RB,BAL,0.0,0.0,0.0,52.8,0.3,1.8,14.3,0.0,IR
Austin Ekeler,RB,LAC,0.0,0.0,0.0,34.7,0.1,2.8,25.2,0.1, 
Kenyan Drake,RB,MIA,0.0,0.0,0.0,32.5,0.2,3.2,24.0,0.1, 
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,52.1,0.4,1.3,10.2,0.0,IR
Ito Smith,RB,ATL,0.0,0.0,0.0,30.1,0.4,2.1,18.6,0.1,IR
Wendell Smallwood,RB,PHI,0.0,0.0,0.0,29.6,0.2,2.6,21.5,0.1, 
Derrick Henry,RB,TEN,0.0,0.0,0.0,53.7,0.3,1.0,7.2,0.0, 
Jalen Richard,RB,OAK,0.0,0.0,0.0,7.7,0.0,4.1,33.0,0.1, 
Mike Davis,RB,SEA,0.0,0.0,0.0,32.7,0.3,1.7,14.2,0.1, 
Ty Montgomery,RB,BAL,0.0,0.0,0.0,17.4,0.1,2.7,24.9,0.1, 
Peyton Barber,RB,TB,0.0,0.0,0.0,47.0,0.3,1.1,8.7,0.0, 
Aaron Jones,RB,GB,0.0,0.0,0.0,54.8,0.3,0.5,4.3,0.0,IR
Kapri Bibbs,RB,GB,0.0,0.0,0.0,15.9,0.1,2.7,22.1,0.1, 
Alfred Morris,RB,SF,0.0,0.0,0.0,39.6,0.2,1.3,10.5,0.0, 
Chris Ivory,RB,BUF,0.0,0.0,0.0,25.7,0.3,1.8,15.9,0.0, 
Alfred Blue,RB,HOU,0.0,0.0,0.0,35.2,0.3,1.0,8.1,0.0, 
Royce Freeman,RB,DEN,0.0,0.0,0.0,37.9,0.3,0.8,6.4,0.0, 
Marlon Mack,RB,IND,0.0,0.0,0.0,32.2,0.2,1.2,8.9,0.0,Q
Duke Johnson,RB,CLE,0.0,0.0,0.0,11.9,0.1,2.3,21.9,0.1, 
Ronald Jones,RB,TB,0.0,0.0,0.0,30.8,0.1,1.4,10.7,0.1, 
Frank Gore,RB,MIA,0.0,0.0,0.0,37.4,0.1,1.0,7.4,0.0,IR
Kyle Juszczyk,RB,SF,0.0,0.0,0.0,1.3,0.0,2.9,27.5,0.1, 
Mark Walton,RB,CIN,0.0,0.0,0.0,13.7,0.1,1.7,13.6,0.1, 
