Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,245.0,1.4694851297386773,0.5,18.057146490638324,0.1,0,0,0,0.06
Andrew Luck,IND,282.7114912045189,2.1,0.99,13.111638337736538,0.1,0,0,0,0.13
Baker Mayfield,CLE,245.51575809073782,1.7291424170353906,0.8835795441195023,8.785990470965288,0.1170376997645648,0,0,0,0.15
Ben Roethlisberger,PIT,318.567942280835,2.4174787167157437,0.8619180969915813,6.29,0.1,0,0,0,0.19
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Blake Bortles,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brandon Weeden,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cam Newton,CAR,263.0305158112906,1.7950885274609099,0.9533911108855988,30.0,0.22591560474221847,0,0,0,0.13
Case Keenum,DEN,235.42315492843161,1.5317572721722699,0.7,10.0,0.1,0,0,0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,204.29157273790312,1.1085512444732855,0.7469309373461932,18.064226671594966,0.12,0,0,0,0.09
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,238.3872575151385,1.6942325228229747,0.6725471599802753,21.50046070007432,0.16184466664731575,0,0,0,0.06
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,247.25668913030697,1.605468661055402,0.759392936620617,5.7,0.1,0,0,0,0.13
Deshaun Watson,HOU,225.1,1.9186905295079293,0.8377288639056877,32.15323881661912,0.16117607328636027,0,0,0,0.13
Drew Brees,NO,281.1340728743964,2.2,0.785358103680658,4.41140236657943,0.14787355359898416,0,0,0,0.03
Eli Manning,NYG,235.0,1.4529675325760762,0.7515584115965085,0.0,0.0,0,0,0,0.06
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,257.5044857481082,1.5563888705844113,1.0025039155766768,23.79687329846677,0.2,0,0,0,0.13
Jared Goff,LAR,284.37387339356144,2.3,0.7,9.61382642841706,0.18867097075915254,0,0,0,0.09
Jeff Driskel,CIN,209.00295345787177,1.5567407928092858,1.0885409446535903,13.940100512500836,0.05949889603476029,0,0,0,0.11
Joe Flacco,BAL,5.3,0.0,0.0,0.0,0.0,0,0,0,0.04
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Josh Allen,BUF,181.49909168953278,1.1210535236799006,1.0871625004720178,55.73817029834464,0.34,0,0,0,0.1
Josh Johnson,WAS,185.42970280540337,0.7519753794549832,1.1530708868743311,42.41872755521193,0.2221297084228378,0,0,0,0.07
Josh McCown,NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Josh Rosen,ARI,190.68,1.1752670102237421,1.3028525121295502,14.327174135557021,0.0542301683598508,0,0,0,0.09
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kevin Hogan,DEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kirk Cousins,MIN,264.77066174251013,2.1,0.7978741112576607,9.935496362467731,0.1391711682255621,0,0,0,0.09
Lamar Jackson,BAL,160.1,1.259683761402198,0.7580040239193032,59.4,0.4,0,0,0,0.08
Marcus Mariota,TEN,201.99,1.2803655459570584,0.7465219273430272,30.746416446930255,0.22808064656679491,0,0,0,0.03
Mark Sanchez,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Matt Barkley,BUF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Matt Cassel,DET,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Matt Ryan,ATL,264.96,2.1,0.8,7.5,0.1,0,0,0,0.09
Matt Schaub,ATL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
Matthew Stafford,DET,213.11184440602742,1.2585137054278364,0.7492721987965119,6.9,0.1,0,0,0,0.06
Mike Glennon,ARI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Mitchell Trubisky,CHI,248.2789689224666,1.907641987768467,0.8185618424229959,34.03694673720629,0.18798876029010494,0,0,0,0.15
Nate Sudfeld,PHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Nick Foles,PHI,263.2437542694088,1.4901942169911049,0.7418711271610899,9.85820809976495,0.08423713709434014,0,0,0,0.06
Nick Mullens,SF,261.32258316677564,1.409028019405957,1.2938678940309458,3.448171523729547,0.1,0,0,0,0.07
Patrick Mahomes,KC,308.24653439910475,2.79107037028123,0.849995853010803,16.657948317450924,0.2,0,0,0,0.05
Philip Rivers,LAC,303.77148623579114,2.301076846240914,0.7489446724221285,0.0,0.0,0,0,0,0.13
Russell Wilson,SEA,236.06103338417128,2.1,0.6573250075667728,22.423674792738964,0.15,0,0,0,0.09
Ryan Fitzpatrick,TB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Ryan Tannehill,MIA,229.29908669379077,1.4536536760705445,0.8,13.855798156368296,0.11,0,0,0,0.06
Sam Darnold,NYJ,204.37140917877448,1.1933744798915633,1.287811097235077,13.133731518647599,0.14,0,0,0,0.06
Sean Mannion,LAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taylor Heinicke,CAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taysom Hill,NO,0.0,0.0,0.0,9.338801737454824,0.07164014829044241,0,0,0,0.03
Teddy Bridgewater,NO,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Tom Brady,NE,299.8419489331649,2.1870397683876703,0.67,5.694357681579768,0.08699379350755254,0,0,0,0.06
Tom Savage,CIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Trevor Siemian,MIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Tyrod Taylor,CLE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
