Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,11.13,0.04,0.05,0.25,0.0,0,0,0,0.03
Aaron Rodgers,GB,285.8,1.9,1.0,20.0,0.1,0,0,0,0.06
Andrew Luck,IND,292.0,2.1,0.99,13.27,0.1,0,0,0,0.13
Baker Mayfield,CLE,292.0,2.0,1.0,16.7,0.2,0,0,0,0.15
Ben Roethlisberger,PIT,351.0,3.0,1.1,6.29,0.1,0,0,0,0.19
Blaine Gabbert,TEN,12.64,0.04,0.14,0.3,0.01,0,0,0,0.03
Blake Bortles,JAX,26.29,0.11,0.19,1.5,0.02,0,0,0,0.03
Brandon Weeden,HOU,4.3,0.01,0.02,0.1,0.0,0,0,0,0.06
Brett Hundley,SEA,9.81,0.07,0.05,0.1,0.01,0,0,0,0.03
Brian Hoyer,NE,9.51,0.04,0.04,0.3,0.02,0,0,0,0.01
Brock Osweiler,MIA,12.52,0.09,0.11,0.1,0.01,0,0,0,0.06
C.J. Beathard,SF,16.79,0.1,0.1,0.8,0.01,0,0,0,0.03
Cam Newton,CAR,275.0,2.0,1.2,43.6,0.4,0,0,0,0.13
Case Keenum,DEN,257.0,1.6,1.0,10.0,0.1,0,0,0,0.03
Chad Henne,KC,4.1,0.01,0.02,0.1,0.01,0,0,0,0.02
Chase Daniel,CHI,6.88,0.04,0.03,0.1,0.01,0,0,0,0.02
Cody Kessler,JAX,229.0,1.3,1.3,20.0,0.12,0,0,0,0.09
Cooper Rush,DAL,10.23,0.04,0.07,0.1,0.01,0,0,0,0.03
Dak Prescott,DAL,269.0,2.0,1.0,29.9,0.4,0,0,0,0.06
DeShone Kizer,GB,2.2,0.01,0.02,0.2,0.0,0,0,0,0.03
Derek Carr,OAK,276.0,2.0,1.0,5.7,0.1,0,0,0,0.13
Deshaun Watson,HOU,280.0,2.0,1.5,35.0,0.3,0,0,0,0.13
Drew Brees,NO,307.0,2.2,0.8,5.2,0.2,0,0,0,0.03
Eli Manning,NYG,269.0,1.8,1.0,4.1,0.04,0,0,0,0.06
Geno Smith,LAC,2.55,0.01,0.02,0.3,0.0,0,0,0,0.03
Jacoby Brissett,IND,7.79,0.03,0.04,0.13,0.02,0,0,0,0.03
Jameis Winston,TB,295.1,2.0,1.4,26.3,0.2,0,0,0,0.13
Jared Goff,LAR,326.0,2.3,1.0,11.41,0.2,0,0,0,0.09
Jeff Driskel,CIN,277.0,1.8,1.3,18.5,0.3,0,0,0,0.11
Joe Flacco,BAL,35.0,0.1,0.1,0.7,0.01,0,0,0,0.04
Joe Webb,HOU,38.71,0.14,0.26,0.13,0.02,0,0,0,0.0
Josh Allen,BUF,222.0,1.2,1.2,69.1,1.0,0,0,0,0.1
Josh Johnson,WAS,233.4,1.02,1.6,45.0,0.3,0,0,0,0.07
Josh McCown,NYJ,10.49,0.03,0.06,0.3,0.01,0,0,0,0.02
Josh Rosen,ARI,217.0,1.4,1.5,15.0,0.1,0,0,0,0.09
Joshua Dobbs,PIT,14.78,0.07,0.07,0.3,0.02,0,0,0,0.03
Kevin Hogan,DEN,17.54,0.04,0.11,0.3,0.02,0,0,0,0.03
Kirk Cousins,MIN,323.0,2.1,0.8,11.3,0.2,0,0,0,0.09
Lamar Jackson,BAL,182.0,1.5,1.0,74.7,1.0,0,0,0,0.08
Marcus Mariota,TEN,232.0,1.4,1.3,35.0,0.3,0,0,0,0.03
Mark Sanchez,WAS,16.4,0.1,0.2,0.7,0.0,0,0,0,0.03
Matt Barkley,BUF,17.4,0.06,0.15,0.01,0.01,0,0,0,0.03
Matt Cassel,DET,13.22,0.02,0.09,0.1,0.0,0,0,0,0.05
Matt Ryan,ATL,306.4,2.1,0.8,7.5,0.1,0,0,0,0.09
Matt Schaub,ATL,2.6,0.01,0.04,0.03,0.0,0,0,0,0.1
Matthew Stafford,DET,244.7,1.5,1.0,6.9,0.1,0,0,0,0.06
Mike Glennon,ARI,8.78,0.04,0.06,0.0,0.0,0,0,0,0.06
Mitchell Trubisky,CHI,255.0,2.0,1.0,35.0,0.3,0,0,0,0.15
Nate Sudfeld,PHI,20.7,0.05,0.14,0.31,0.01,0,0,0,0.03
Nick Foles,PHI,271.2,2.0,1.0,10.0,0.2,0,0,0,0.06
Nick Mullens,SF,271.0,2.0,1.8,11.9,0.1,0,0,0,0.07
Patrick Mahomes,KC,334.0,3.0,1.0,24.74,0.2,0,0,0,0.05
