Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,245.0,1.0,0.5,11.5,0.0,0,0,0,0.06
Andrew Luck,IND,266.4,2.0,0.0,9.7,0.0,0,0,0,0.13
Baker Mayfield,CLE,245.0,1.4,0.8,5.0,0.0,0,0,0,0.15
Ben Roethlisberger,PIT,309.76,1.9,0.86,2.6,0.0,0,0,0,0.19
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Blake Bortles,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brandon Weeden,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cam Newton,CAR,233.0,1.5,0.7,30.0,0.0,0,0,0,0.13
Case Keenum,DEN,218.0,1.0,0.7,3.7,0.0,0,0,0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,187.43,0.9,0.56,5.7,0.0,0,0,0,0.09
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,237.5,1.3,0.6,20.0,0.0,0,0,0,0.06
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,239.42,1.4,0.7,3.8,0.0,0,0,0,0.13
Deshaun Watson,HOU,225.1,1.62,0.6,29.9,0.0,0,0,0,0.13
Drew Brees,NO,242.7,1.98,0.0,0.0,0.0,0,0,0,0.03
Eli Manning,NYG,235.0,1.0,0.6,0.0,0.0,0,0,0,0.06
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,245.0,1.3,0.94,8.9,0.0,0,0,0,0.13
Jared Goff,LAR,277.77,1.89,0.7,5.0,0.0,0,0,0,0.09
Jeff Driskel,CIN,208.32,1.0,0.6,10.0,0.0,0,0,0,0.11
Joe Flacco,BAL,5.3,0.0,0.0,0.0,0.0,0,0,0,0.04
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Josh Allen,BUF,180.18,0.98,0.8,46.1,0.34,0,0,0,0.1
Josh Johnson,WAS,154.0,0.7,1.0,14.2,0.0,0,0,0,0.07
Josh McCown,NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Josh Rosen,ARI,190.68,0.93,0.9,6.13,0.0,0,0,0,0.09
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kevin Hogan,DEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kirk Cousins,MIN,262.5,1.9,0.0,5.0,0.0,0,0,0,0.09
Lamar Jackson,BAL,160.1,0.8,0.67,59.4,0.4,0,0,0,0.08
Marcus Mariota,TEN,201.99,1.0,0.67,24.45,0.0,0,0,0,0.03
Mark Sanchez,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Matt Barkley,BUF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Matt Cassel,DET,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Matt Ryan,ATL,264.96,1.74,0.0,5.0,0.0,0,0,0,0.09
Matt Schaub,ATL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
Matthew Stafford,DET,205.0,1.0,0.7,4.5,0.0,0,0,0,0.06
Mike Glennon,ARI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Mitchell Trubisky,CHI,230.86,1.64,0.7,22.4,0.0,0,0,0,0.15
Nate Sudfeld,PHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Nick Foles,PHI,237.0,1.4,0.5,3.53,0.0,0,0,0,0.06
Nick Mullens,SF,248.5,1.3,0.9,0.0,0.0,0,0,0,0.07
Patrick Mahomes,KC,293.7,2.01,0.8,10.0,0.0,0,0,0,0.05
Philip Rivers,LAC,278.59,1.74,0.6,0.0,0.0,0,0,0,0.13
Russell Wilson,SEA,210.81,1.47,0.4,14.6,0.0,0,0,0,0.09
Ryan Fitzpatrick,TB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Ryan Tannehill,MIA,211.42,1.0,0.8,9.3,0.0,0,0,0,0.06
Sam Darnold,NYJ,200.0,1.0,1.0,3.8,0.0,0,0,0,0.06
Sean Mannion,LAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taylor Heinicke,CAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taysom Hill,NO,0.0,0.0,0.0,0.1,0.0,0,0,0,0.03
Teddy Bridgewater,NO,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Tom Brady,NE,279.2,1.6,0.0,1.6,0.0,0,0,0,0.06
Tom Savage,CIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Trevor Siemian,MIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Tyrod Taylor,CLE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
