Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Patrick Mahomes,QB,KC,355.0,2.6,0.9,21.0,0.1,0.0,0.0,0.0
Cam Newton,QB,CAR,257.0,2.0,0.7,39.5,0.4,0.0,0.0,0.0
Jared Goff,QB,LAR,312.0,2.2,0.7,7.8,0.1,0.0,0.0,0.0
Drew Brees,QB,NO,309.0,2.2,0.8,0.9,0.1,0.0,0.0,0.0
Ben Roethlisberger,QB,PIT,320.0,2.2,0.9,2.5,0.0,0.0,0.0,0.0
Jameis Winston,QB,TB,304.0,2.1,0.9,9.8,0.1,0.0,0.0,0.0
Kirk Cousins,QB,MIN,303.0,2.1,0.9,11.9,0.1,0.0,0.0,0.0
Philip Rivers,QB,LAC,321.0,2.1,0.8,0.3,0.0,0.0,0.0,0.0
Deshaun Watson,QB,HOU,244.0,1.8,0.8,34.3,0.3,0.0,0.0,0.0
Andrew Luck,QB,IND,295.0,2.1,0.9,12.7,0.1,0.0,0.0,0.0
Aaron Rodgers,QB,GB,263.0,2.1,0.5,14.9,0.1,0.0,0.0,0.0
Lamar Jackson,QB,BAL,166.0,0.8,0.8,73.1,0.6,0.0,0.0,0.0
Russell Wilson,QB,SEA,281.0,1.9,0.7,14.6,0.1,0.0,0.0,0.0
Carson Wentz,QB,PHI,255.0,1.9,0.6,17.5,0.1,0.0,0.0,0.0
Tom Brady,QB,NE,290.0,2.1,0.5,1.5,0.1,0.0,0.0,0.0
Baker Mayfield,QB,CLE,276.0,1.9,1.0,17.0,0.2,0.0,0.0,0.0
Matt Ryan,QB,ATL,290.0,1.9,0.9,7.5,0.1,0.0,0.0,0.0
Dak Prescott,QB,DAL,252.0,1.5,0.7,29.5,0.3,0.0,0.0,0.0
Case Keenum,QB,DEN,280.0,1.8,0.9,9.1,0.1,0.0,0.0,0.0
Marcus Mariota,QB,TEN,221.0,1.4,0.8,31.8,0.3,0.0,0.0,0.0
Matthew Stafford,QB,DET,277.0,1.7,0.8,5.6,0.1,0.0,0.0,0.0
Derek Carr,QB,OAK,268.0,1.8,0.9,3.6,0.0,0.0,0.0,0.0
Ryan Tannehill,QB,MIA,245.0,1.5,0.9,9.7,0.1,0.0,0.0,0.0
Eli Manning,QB,NYG,253.0,1.8,0.7,1.5,0.0,0.0,0.0,0.0
Colt McCoy,QB,WAS,237.0,1.2,1.1,16.1,0.2,0.0,0.0,0.0
Chase Daniel,QB,CHI,233.0,1.4,1.4,20.3,0.0,0.0,0.0,0.0
Jeff Driskel,QB,CIN,221.0,1.3,1.4,17.5,0.3,0.0,0.0,0.0
Josh Allen,QB,BUF,174.0,0.9,0.9,40.1,0.4,0.0,0.0,0.0
Josh McCown,QB,NYJ,211.0,1.3,1.2,7.7,0.3,0.0,0.0,0.0
Cody Kessler,QB,JAX,238.0,1.4,1.3,5.9,0.0,0.0,0.0,0.0
Nick Mullens,QB,SF,214.0,1.3,1.6,1.4,0.0,0.0,0.0,0.0
Josh Rosen,QB,ARI,196.0,1.2,1.4,10.3,0.1,0.0,0.0,0.0
Taysom Hill,QB,NO,3.3,0.0,0.0,14.1,0.0,0.0,0.0,0.0
DeShone Kizer,QB,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Dobbs,QB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Beathard,QB,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Rush,QB,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,QB,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Roethlisberger,QB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
