Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Aaron Rodgers,GB,230.0,2.0,0.0,15.8,0.0,0.0,0.0,0.0,0.12
Alex Smith,WAS,233.0,1.0,0.0,13.6,0.0,0.0,0.0,0.0,0.04
Andrew Luck,IND,252.0,1.7,0.7,10.8,0.0,0.0,0.0,0.0,0.07
Andy Dalton,CIN,226.68871476951358,1.28,0.0,5.0,0.0,0.0,0.0,0.0,0.07
Baker Mayfield,CLE,-22.083749913869227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Ben Roethlisberger,PIT,276.0,1.7,0.0,2.1,0.0,0.0,0.0,0.0,0.06
Blaine Gabbert,TEN,-4.216071638001335,0.0,-0.0005643987832424369,0.0,0.0,0.0,0.0,0.0,0.01
Blake Bortles,JAX,222.33,1.0,0.9,18.6,0.0,0.0,0.0,0.0,0.06
Brandon Weeden,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Brett Hundley,SEA,0.0,0.0,0.0,-0.35442422664392925,0.0,0.0,0.0,0.0,0.01
Brian Hoyer,NE,0.0,0.0,0.0,-0.10550780036758856,0.0,0.0,0.0,0.0,0.01
Brock Osweiler,MIA,0.0,0.0,0.0,-0.25570607343637153,0.0,0.0,0.0,0.0,0.01
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Cam Newton,CAR,186.0,1.39,0.56,30.0,0.0,0.0,0.0,0.0,0.02
Case Keenum,DEN,224.33,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.05
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Chad Kelly,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Cody Kessler,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Colt McCoy,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Cooper Rush,DAL,-16.225111203000203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
