Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Alvin Kamara,RB,NO,0.0,0.0,0.0,67.5,0.7,6.9,65.2,0.3, 
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,94.6,0.8,4.2,31.3,0.1, 
Todd Gurley,RB,LAR,0.0,0.0,0.0,78.8,0.7,4.4,40.1,0.2, 
Saquon Barkley,RB,NYG,0.0,0.0,0.0,67.3,0.6,5.5,45.0,0.1, 
David Johnson,RB,ARI,0.0,0.0,0.0,67.3,0.5,3.7,34.4,0.3, 
Melvin Gordon,RB,LAC,0.0,0.0,0.0,69.8,0.5,3.6,32.2,0.2, 
James Conner,RB,PIT,0.0,0.0,0.0,76.2,0.6,3.2,25.1,0.1, 
Tevin Coleman,RB,ATL,0.0,0.0,0.0,76.1,0.6,2.9,23.6,0.1, 
Giovani Bernard,RB,CIN,0.0,0.0,0.0,64.4,0.4,3.7,29.3,0.1, 
Jordan Howard,RB,CHI,0.0,0.0,0.0,66.1,0.5,3.0,23.9,0.1, 
Leonard Fournette,RB,JAX,0.0,0.0,0.0,75.6,0.6,2.4,19.1,0.0,Q
James White,RB,NE,0.0,0.0,0.0,20.7,0.2,5.1,42.8,0.3, 
Lamar Miller,RB,HOU,0.0,0.0,0.0,65.9,0.3,2.7,21.3,0.1, 
Dalvin Cook,RB,MIN,0.0,0.0,0.0,53.6,0.2,3.7,30.8,0.1, 
Sony Michel,RB,NE,0.0,0.0,0.0,62.2,0.6,1.9,15.1,0.1, 
Carlos Hyde,RB,JAX,0.0,0.0,0.0,67.3,0.6,1.5,10.4,0.1, 
Kenyan Drake,RB,MIA,0.0,0.0,0.0,41.4,0.3,4.0,30.2,0.1, 
Kareem Hunt,RB,FA,0.0,0.0,15.7,0.6,1.7,14.5,0.0,, 
LeSean McCoy,RB,BUF,0.0,0.0,0.0,53.7,0.3,2.9,22.4,0.1, 
Alex Collins,RB,BAL,0.0,0.0,0.0,61.6,0.4,2.1,16.5,0.0,IR
Marshawn Lynch,RB,OAK,0.0,0.0,0.0,60.5,0.5,1.9,14.7,0.0,IR
Dion Lewis,RB,TEN,0.0,0.0,0.0,45.2,0.2,3.3,23.0,0.1, 
Phillip Lindsay,RB,DEN,0.0,0.0,0.0,56.7,0.4,1.9,15.9,0.0,IR
Jay Ajayi,RB,PHI,0.0,0.0,0.0,66.8,0.3,1.6,12.6,0.0,IR
Matt Breida,RB,SF,0.0,0.0,0.0,43.0,0.2,3.0,25.3,0.1,IR
Javorius Allen,RB,BAL,0.0,0.0,0.0,26.9,0.2,3.6,27.8,0.1, 
Jordan Wilkins,RB,IND,0.0,0.0,0.0,49.5,0.4,1.7,12.9,0.0, 
Nyheim Hines,RB,IND,0.0,0.0,0.0,30.0,0.2,3.4,25.2,0.1, 
Bilal Powell,RB,NYJ,0.0,0.0,0.0,39.6,0.2,2.7,20.9,0.1,IR
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,48.4,0.3,1.9,14.2,0.0,IR
Austin Ekeler,RB,LAC,0.0,0.0,0.0,32.5,0.2,2.6,23.2,0.1, 
Kerryon Johnson,RB,DET,0.0,0.0,0.0,41.7,0.2,2.0,15.4,0.0,IR
Royce Freeman,RB,DEN,0.0,0.0,0.0,46.6,0.4,1.1,9.0,0.0, 
Alfred Morris,RB,SF,0.0,0.0,0.0,48.6,0.3,1.3,10.7,0.0, 
Ty Montgomery,RB,BAL,0.0,0.0,0.0,17.3,0.1,3.0,24.7,0.1, 
Wendell Smallwood,RB,PHI,0.0,0.0,0.0,23.0,0.1,2.8,24.1,0.1, 
Peyton Barber,RB,TB,0.0,0.0,0.0,53.1,0.2,1.1,8.6,0.0, 
Derrick Henry,RB,TEN,0.0,0.0,0.0,50.0,0.3,0.9,7.7,0.0, 
Theo Riddick,RB,DET,0.0,0.0,0.0,8.0,0.0,3.7,27.5,0.2,Q
Duke Johnson,RB,CLE,0.0,0.0,0.0,14.6,0.1,2.9,27.1,0.1, 
Ito Smith,RB,ATL,0.0,0.0,0.0,25.7,0.3,2.1,17.2,0.0,IR
Chris Ivory,RB,BUF,0.0,0.0,0.0,29.5,0.2,1.9,16.0,0.0, 
Jalen Richard,RB,OAK,0.0,0.0,0.0,10.6,0.1,3.2,26.6,0.1, 
Tarik Cohen,RB,CHI,0.0,0.0,0.0,20.2,0.2,2.1,17.7,0.0, 
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,23.5,0.2,1.9,13.9,0.1, 
Chase Edmonds,RB,ARI,0.0,0.0,0.0,22.4,0.2,2.0,15.6,0.0, 
Aaron Jones,RB,GB,0.0,0.0,0.0,44.0,0.3,0.5,4.1,0.0,IR
Jamaal Williams,RB,GB,0.0,0.0,0.0,33.8,0.2,1.0,8.2,0.0, 
LeGarrette Blount,RB,DET,0.0,0.0,0.0,33.2,0.2,0.9,6.7,0.0, 
Rashaad Penny,RB,SEA,0.0,0.0,0.0,19.4,0.2,1.3,11.2,0.0, 
Latavius Murray,RB,MIN,0.0,0.0,0.0,24.6,0.2,1.2,8.9,0.0, 
Jacquizz Rodgers,RB,TB,0.0,0.0,0.0,13.7,0.1,1.9,15.2,0.0, 
Kyle Juszczyk,RB,SF,0.0,0.0,0.0,0.9,0.0,2.4,23.1,0.1, 
Frank Gore,RB,MIA,0.0,0.0,0.0,32.9,0.1,0.6,4.4,0.0,IR
Wayne Gallman,RB,NYG,0.0,0.0,0.0,18.3,0.2,1.2,10.3,0.0, 
Devontae Booker,RB,DEN,0.0,0.0,0.0,8.7,0.1,1.9,16.1,0.0, 
Alfred Blue,RB,HOU,0.0,0.0,0.0,27.2,0.2,0.5,4.2,0.0, 
Mark Walton,RB,CIN,0.0,0.0,0.0,19.3,0.1,1.0,8.2,0.0, 
Doug Martin,RB,OAK,0.0,0.0,0.0,20.4,0.1,0.8,6.2,0.0, 
Corey Grant,RB,JAX,0.0,0.0,0.0,6.2,0.0,1.5,11.7,0.0,IR
Stevan Ridley,RB,PIT,0.0,0.0,0.0,12.9,0.1,0.8,6.7,0.0, 
Malcolm Brown,RB,LAR,0.0,0.0,0.0,18.1,0.1,0.5,4.2,0.0,IR
Kenjon Barner,RB,CAR,0.0,0.0,3.9,0.1,0.5,4.4,0.0,,IR
Spencer Ware,RB,KC,0.0,0.0,0.0,8.2,0.1,1.0,8.7,0.0, 
C.J. Ham,RB,MIN,0.0,0.0,0.0,0.7,0.0,1.4,11.9,0.0,Q
Mike Davis,RB,SEA,0.0,0.0,0.0,5.8,0.0,0.9,7.4,0.0, 
Keith Smith,RB,OAK,0.0,0.0,0.0,0.8,0.0,1.1,8.7,0.0, 
Nick Chubb,RB,CLE,0.0,0.0,0.0,9.7,0.1,0.3,2.0,0.0, 
Damien Williams,RB,KC,0.0,0.0,0.0,1.3,0.0,0.8,6.3,0.0, 
Zach Line,RB,NO,0.0,0.0,0.0,0.0,0.0,0.8,6.9,0.0, 
Rod Smith,RB,DAL,0.0,0.0,0.0,6.6,0.1,0.2,1.9,0.0, 
Taiwan Jones,RB,BUF,0.0,0.0,0.0,2.9,0.0,0.4,3.7,0.0,IR
James Develin,RB,NE,0.0,0.0,0.0,0.0,0.0,0.5,4.5,0.0, 
Anthony Sherman,RB,KC,0.0,0.0,0.0,0.4,0.0,0.5,4.4,0.0, 
Dwayne Washington,RB,NO,0.0,0.0,0.0,5.9,0.1,0.0,0.0,0.0, 
Roosevelt Nix,RB,PIT,0.0,0.0,0.0,0.8,0.0,0.3,2.3,0.0, 
Tommy Bohanon,RB,JAX,0.0,0.0,0.0,1.1,0.0,0.2,2.0,0.0, 
Benny Cunningham,RB,CHI,0.0,0.0,0.0,0.0,0.0,0.3,2.2,0.0, 
Michael Burton,RB,CHI,0.0,0.0,0.0,0.0,0.0,0.3,2.2,0.0, 
Andy Janovich,RB,DEN,0.0,0.0,0.0,0.9,0.0,0.1,1.2,0.0, 
Tre Madden,RB,SEA,0.0,0.0,0.0,0.9,0.0,0.1,1.0,0.0,Q
Derrick Coleman,RB,ARI,0.0,0.0,0.0,0.8,0.0,0.1,1.0,0.0, 
Mike Boone,RB,MIN,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0, 
Elijhaa Penny,RB,NYG,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0, 
Trenton Cannon,RB,NYJ,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0, 
Derek Watt,RB,LAC,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0, 
Raheem Mostert,RB,SF,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,IR
Patrick DiMarco,RB,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Brandon Bolden,RB,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Jamize Olawale,RB,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Senorise Perry,RB,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Brian Hill,RB,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Justin Davis,RB,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Jaylen Samuels,RB,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Justin Jackson,RB,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Roc Thomas,RB,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Ricky Ortiz,RB,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
De'Lance Turner,RB,BAL,,,,,,,,,IR
