Player,Team,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,2PT
Antonio Gates,LAC,2.0,20.0,0.0,0,0,0,0,0,0.0
Austin Hooper,ATL,2.6,28.51,0.0,0,0,0,0,0,0.0
Austin Seferian-Jenkins,JAX,2.0,25.0,0.0,0,0,0,0,0,0.0
Benjamin Watson,NO,2.0,28.6,0.0,0,0,0,0,0,0.0
Blake Jarwin,DAL,0.1,0.6,0.0,0,0,0,0,0,0.0
Brian Parker,DEN,0.0,0.0,0.0,0,0,0,0,0,0.0
C.J. Uzomah,CIN,2.25,22.23,0.0,0,0,0,0,0,0.0
Charles Clay,BUF,2.1,23.7,0.0,0,0,0,0,0,0.0
Chris Herndon,NYJ,1.0,10.0,0.0,0,0,0,0,0,0.0
Chris Manhertz,CAR,0.0,0.0,0.0,0,0,0,0,0,0.0
Clark Harris,CIN,0.0,0.0,0.0,0,0,0,0,0,0.0
Cole Wick,TEN,0.0,0.0,0.0,0,0,0,0,0,0.0
Dallas Goedert,PHI,1.5,16.7,0.0,0,0,0,0,0,0.0
Darrell Daniels,ARI,0.0,0.0,0.0,0,0,0,0,0,0.0
Darren Fells,CLE,0.89,9.67,0.07,0,0,0,0,0,0.0
David Morgan,MIN,0.3,2.2,0.0,0,0,0,0,0,0.0
David Njoku,CLE,2.8,30.74,0.16,0,0,0,0,0,0.0
Demetrius Harris,KC,0.9,8.2,0.0,0,0,0,0,0,0.0
Derek Carrier,OAK,0.5,4.89,0.0,0,0,0,0,0,0.0
Durham Smythe,MIA,0.0,0.0,0.0,0,0,0,0,0,0.0
Dwayne Allen,NE,0.0,0.0,0.0,0,0,0,0,0,0.0
Eric Ebron,IND,4.0,46.4,0.3,0,0,0,0,0,0.0
Eric Saubert,ATL,0.0,0.0,0.0,0,0,0,0,0,0.0
Eric Tomlinson,NYJ,0.2,3.3,0.0,0,0,0,0,0,0.0
Erik Swoope,IND,0.0,0.0,0.0,0,0,0,0,0,0.0
Gabe Holmes,ARI,0.0,0.0,0.0,0,0,0,0,0,0.0
Garrett Celek,SF,0.6,7.3,0.0,0,0,0,0,0,0.0
Garrett Dickerson,NYG,0.0,0.0,0.0,0,0,0,0,0,0.0
Geoff Swaim,DAL,1.0,15.0,0.0,0,0,0,0,0,0.0
George Kittle,SF,3.8,40.4,0.3,0,0,0,0,0,0.0
