Player,POS,Team,Receptions,Rec Yds,Rec TD
Antonio Brown,WR,PIT,7,110,1
A.J. Green,WR,CIN,8,95,1
Stefon Diggs,WR,MIN,7,90,1
Julio Jones,WR,ATL,7,90,1
Michael Thomas,WR,NO,7,90,1
Tyreek Hill,WR,KC,6,85,1
T.Y. Hilton,WR,IND,5,85,1
Chris Hogan,WR,NE,7,85,1
Doug Baldwin,WR,SEA,6,80,1
Brandin Cooks,WR,LAR,6,75,1
Larry Fitzgerald,WR,ARI,7,80,1
DeAndre Hopkins,WR,HOU,6,80,1
Odell Beckham,WR,NYG,5,75,1
Marvin Jones,WR,DET,5,75,1
Emmanuel Sanders,WR,DEN,6,75,1
Davante Adams,WR,GB,4,70,1
Mike Evans,WR,TB,6,70,1
JuJu Smith-Schuster,WR,PIT,5,70,1
Tyrell Williams,WR,LAC,4,70,1
Nelson Agholor,WR,PHI,6,65,1
Michael Crabtree,WR,BAL,6,65,1
Devin Funchess,WR,CAR,4,65,1
Tyler Lockett,WR,SEA,4,65,1
Kenny Stills,WR,MIA,4,65,1
Randall Cobb,WR,GB,5,60,1
Marquise Goodwin,WR,SF,4,60,1
DeSean Jackson,WR,TB,4,60,1
Sterling Shepard,WR,NYG,5,55,1
Dede Westbrook,WR,JAX,3,55,1
Cooper Kupp,WR,LAR,4,50,1
Allen Robinson,WR,CHI,5,75,0
Keenan Allen,WR,LAC,6,70,0
Robby Anderson,WR,NYJ,5,70,0
Jarvis Landry,WR,CLE,6,70,0
Danny Amendola,WR,MIA,7,65,0
Jamison Crowder,WR,WAS,5,65,0
Corey Davis,WR,TEN,4,65,0
Adam Thielen,WR,MIN,4,65,0
Pierre Garcon,WR,SF,5,60,0
Jordy Nelson,WR,OAK,4,55,0
Robert Woods,WR,LAR,4,55,0
Keelan Cole,WR,JAX,4,50,0
Kenny Golladay,WR,DET,3,50,0
Quincy Enunwa,WR,NYJ,4,45,0
Ted Ginn,WR,NO,3,45,0
Allen Hurns,WR,DAL,3,45,0
Donte Moncrief,WR,JAX,4,45,0
Mohamed Sanu,WR,ATL,4,45,0
Courtland Sutton,WR,DEN,3,45,0
Mike Wallace,WR,PHI,3,45,0
Mike Williams,WR,LAC,4,45,0
Geronimo Allison,WR,GB,3,40,0
Cole Beasley,WR,DAL,4,40,0
John Brown,WR,BAL,3,40,0
Josh Doctson,WR,WAS,3,40,0
Cameron Meredith,WR,NO,3,40,0
J.J. Nelson,WR,ARI,3,40,0
John Ross,WR,CIN,3,40,0
Torrey Smith,WR,CAR,3,40,0
Willie Snead,WR,BAL,3,40,0
Sammy Watkins,WR,KC,3,40,0
Travis Benjamin,WR,LAC,2,35,0
Antonio Callaway,WR,CLE,3,35,0
Ryan Grant,WR,IND,3,35,0
Tre'Quan Smith,WR,NO,3,35,0
Trent Taylor,WR,SF,3,35,0
James Washington,WR,PIT,3,35,0
Chad Williams,WR,ARI,2,35,0
Terrance Williams,WR,DAL,3,35,0
Albert Wilson,WR,MIA,2,35,0
Tyler Boyd,WR,CIN,2,30,0
Phillip Dorsett,WR,NE,2,30,0
Taylor Gabriel,WR,CHI,3,30,0
Zay Jones,WR,BUF,3,30,0
Cody Latimer,WR,NYG,3,30,0
Anthony Miller,WR,CHI,2,30,0
Paul Richardson,WR,WAS,2,30,0
Calvin Ridley,WR,ATL,3,30,0
Chester Rogers,WR,IND,2,30,0
Taywan Taylor,WR,TEN,2,30,0
Michael Gallup,WR,DAL,2,25,0
Adam Humphries,WR,TB,2,25,0
Christian Kirk,WR,ARI,2,25,0
D.J. Moore,WR,CAR,2,25,0
Seth Roberts,WR,OAK,2,25,0
Laquon Treadwell,WR,MIN,2,25,0
Tavon Austin,WR,DAL,1,10,0
Chris Godwin,WR,TB,2,20,0
Cordarrelle Patterson,WR,NE,1,20,0
Demarcus Robinson,WR,KC,2,20,0
Jarius Wright,WR,CAR,2,20,0
D.J. Chark,WR,JAX,1,10,0
Chris Conley,WR,KC,1,10,0
Justin Hardy,WR,ATL,1,10,0
Kevin White,WR,CHI,1,10,0
