Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,6.0,76.6,0.6
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,6.7,69.8,0.4
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,4.7,61.4,0.3
Greg Olsen,TE,CAR,0.0,0.0,0.0,0.0,0.0,5.0,60.6,0.3
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,0.0,3.4,50.7,0.4
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,4.0,49.8,0.3
Trey Burton,TE,CHI,0.0,0.0,0.0,0.0,0.0,4.4,47.0,0.3
Jack Doyle,TE,IND,0.0,0.0,0.0,0.0,0.0,4.9,44.3,0.3
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,4.2,44.9,0.3
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.6,41.8,0.4
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.8,39.6,0.3
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,3.9,43.2,0.3
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,3.6,40.0,0.3
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,3.9,40.0,0.3
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.4,42.5,0.2
Evan Engram,TE,NYG,0.0,0.0,0.0,0.0,0.0,3.4,35.6,0.3
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,3.6,35.7,0.3
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.8,30.3,0.3
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,2.2,23.6,0.4
Jason Croom,TE,BUF,0.0,0.0,0.0,0.0,0.0,3.0,26.1,0.2
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,2.2,23.8,0.3
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.5,28.5,0.2
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,2.1,27.3,0.2
Geoff Swaim,TE,DAL,0.0,0.0,0.0,0.0,0.0,2.6,24.3,0.2
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,2.3,25.0,0.1
Ed Dickson,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.1,25.5,0.1
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,2.0,22.8,0.1
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,1.9,21.0,0.1
Michael Roberts,TE,DET,0.0,0.0,0.0,0.0,0.0,1.9,16.4,0.2
Logan Thomas,TE,BUF,0.0,0.0,0.0,0.0,0.0,2.0,20.2,0.1
James O'Shaughnessy,TE,JAX,0.0,0.0,0.0,0.0,0.0,1.7,17.4,0.1
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.5,15.4,0.2
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.3,15.2,0.1
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,1.3,14.3,0.1
A.J. Derby,TE,MIA,0.0,0.0,0.0,0.0,0.0,1.2,13.1,0.1
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,1.1,13.2,0.1
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,1.3,12.5,0.1
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.0,12.6,0.1
Jonnu Smith,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.1,12.3,0.1
Josh Hill,TE,NO,0.0,0.0,0.0,0.0,0.0,1.2,12.0,0.1
Nick O'Leary,TE,MIA,0.0,0.0,0.0,0.0,0.0,0.8,11.2,0.1
Dwayne Allen,TE,NE,0.0,0.0,0.0,0.0,0.0,1.0,10.6,0.0
Rico Gathers,TE,DAL,0.0,0.0,0.0,0.0,0.0,1.2,9.3,0.0
Lance Kendricks,TE,GB,0.0,0.0,0.0,0.0,0.0,0.8,9.3,0.0
Jermaine Gresham,TE,ARI,0.0,0.0,0.0,0.0,0.0,0.9,8.2,0.0
Jacob Hollister,TE,NE,0.0,0.0,0.0,0.0,0.0,0.7,7.6,0.1
Eric Tomlinson,TE,NYJ,0.0,0.0,0.0,0.0,0.0,0.7,7.5,0.1
Jordan Leggett,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.1,5.6,0.0
Luke Stocker,TE,TEN,0.0,0.0,0.0,0.0,0.0,0.9,6.5,0.0
Garrett Celek,TE,SF,0.0,0.0,0.0,0.0,0.0,0.6,7.1,0.0
Darren Fells,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.6,5.6,0.1
Derek Carrier,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.5,4.9,0.0
Seth DeValve,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.4,5.1,0.0
Scott Simonson,TE,NYG,0.0,0.0,0.0,0.0,0.0,0.5,2.9,0.1
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,0.4,4.8,0.0
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,0.0,0.4,3.9,0.0
Mo Alie-Cox,TE,IND,0.0,0.0,0.0,0.0,0.0,0.4,4.7,0.0
Antony Auclair,TE,TB,0.0,0.0,0.0,0.0,0.0,0.5,3.9,0.0
Dan Arnold,TE,NO,0.0,0.0,0.0,0.0,0.0,0.4,3.7,0.0
Blake Bell,TE,JAX,0.0,0.0,0.0,0.0,0.0,0.4,3.3,0.0
Blake Jarwin,TE,DAL,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0
Jeremy Sprinkle,TE,WAS,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.0
Xavier Grimble,TE,PIT,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.0
Marcedes Lewis,TE,GB,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0
Logan Paulsen,TE,ATL,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0
