Player,Team,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,2PT
Alan Cross,TB,0.0,0.0,0.0,0,0,0,0,0,0.0
Antonio Gates,LAC,2.332020077142809,28.089215797143332,0.3,0,0,0,0,0,0.0
Antony Auclair,TB,0.3,2.6,0.0,0,0,0,0,0,0.0
Austin Hooper,ATL,3.9052826565532746,42.48526195836166,0.3165134792402442,0,0,0,0,0,0.0
Ben Braunecker,CHI,0.0,0.0,0.0,0,0,0,0,0,0.0
Ben Koyack,JAX,0.0,0.0,0.0,0,0,0,0,0,0.0
Benjamin Watson,NO,2.3803685449088916,27.356174336836112,0.26425307854046476,0,0,0,0,0,0.0
Blake Bell,JAX,0.3,10.503829881159152,0.0,0,0,0,0,0,0.0
Blake Jarwin,DAL,1.614869486816498,14.109864891160067,0.1,0,0,0,0,0,0.0
Brian Parker,DEN,0.0,0.0,0.0,0,0,0,0,0,0.0
C.J. Uzomah,CIN,2.861632340303423,31.729218703159255,0.35314817563296164,0,0,0,0,0,0.0
Cameron Brate,TB,3.2239947859046123,38.37012489840441,0.25,0,0,0,0,0,0.0
Chris Herndon,NYJ,2.8227130879574434,30.7475323562775,0.09206258435789638,0,0,0,0,0,0.0
Chris Manhertz,CAR,0.0,0.0,0.0,0,0,0,0,0,0.0
Clark Harris,CIN,0.0,0.0,0.0,0,0,0,0,0,0.0
Dallas Goedert,PHI,1.3307638450823376,15.569705347320275,0.03425640253154868,0,0,0,0,0,0.0
Dalton Schultz,DAL,0.2,13.11678781867215,0.1,0,0,0,0,0,0.0
Dan Arnold,NO,0.8178924963676968,9.988241027254482,0.15229782901477412,0,0,0,0,0,0.0
Daniel Brown,CHI,0.0,0.0,0.0,0,0,0,0,0,0.0
Darren Fells,CLE,0.3,6.786057331797112,0.03308685859148679,0,0,0,0,0,0.0
David Njoku,CLE,3.04117804962131,35.68309374455076,0.19,0,0,0,0,0,0.0
Derek Carrier,OAK,0.3,6.103615407489582,0.0,0,0,0,0,0,0.0
Ed Dickson,SEA,1.2929458828537224,15.78190479821692,0.21260882023991787,0,0,0,0,0,0.0
Eric Ebron,IND,2.9719618766902407,34.56308522206629,0.25,0,0,0,0,0,0.0
Eric Saubert,ATL,0.2,2.2,0.0,0,0,0,0,0,0.0
Eric Tomlinson,NYJ,0.3,8.229702347965606,0.0,0,0,0,0,0,0.0
Evan Engram,NYG,3.3246135491913575,32.48743605502123,0.16379752526073466,0,0,0,0,0,0.0
Garrett Celek,SF,0.2,7.197487887213157,0.04189779954089943,0,0,0,0,0,0.0
George Kittle,SF,5.686480313369448,70.39262932531096,0.4375092746347887,0,0,0,0,0,0.0
Greg Olsen,CAR,3.911062410679178,50.12288574240074,0.4,0,0,0,0,0,0.0
Hayden Hurst,BAL,1.1660441360123404,14.296507044892417,0.1371735882898149,0,0,0,0,0,0.0
Ian Thomas,CAR,0.1,1.1,0.0,0,0,0,0,0,0.0
Jack Doyle,IND,4.552908736265198,43.97194633186484,0.39972268987149806,0,0,0,0,0,0.0
Jacob Hollister,NE,0.2,7.9,0.0,0,0,0,0,0,0.0
James O'Shaughnessy,JAX,2.6514318340849083,26.64203139106464,0.1302691886992191,0,0,0,0,0,0.0
Jared Cook,OAK,3.674562507118514,47.89019708993126,0.2580049685558463,0,0,0,0,0,0.0
Jason Croom,BUF,1.866898533026609,22.640896429992694,0.1,0,0,0,0,0,0.0
Jeff Heuerman,DEN,3.4582147138327053,35.369724893539654,0.3,0,0,0,0,0,0.0
Jeremy Sprinkle,WAS,0.1,0.6729206556242477,0.0,0,0,0,0,0,0.0
Jermaine Gresham,ARI,1.3092445098611127,14.772131932996894,0.1,0,0,0,0,0,0.0
Jesse James,PIT,1.3873888184903127,16.7003849517847,0.19550895669637985,0,0,0,0,0,0.0
Jimmy Graham,GB,2.818178450523949,38.408413951100385,0.2667147110190009,0,0,0,0,0,0.0
John Phillips,ARI,0.0,0.0,0.0,0,0,0,0,0,0.0
Jonnu Smith,TEN,2.7339203160076044,24.24335311968216,0.22886415098006244,0,0,0,0,0,0.0
Jordan Akins,HOU,1.1,12.1,0.1,0,0,0,0,0,0.0
Jordan Franks,CIN,0.0,0.0,0.0,0,0,0,0,0,0.0
Jordan Leggett,NYJ,0.6,10.080400766648374,0.1,0,0,0,0,0,0.0
Jordan Reed,WAS,4.184046465797768,42.57,0.27394156709635964,0,0,0,0,0,0.0
Jordan Thomas,HOU,1.2204567503612702,13.04441081543953,0.11705406521709796,0,0,0,0,0,0.0
Josh Hill,NO,1.9607762109090605,21.803768709128768,0.2,0,0,0,0,0,0.0
Kyle Rudolph,MIN,3.482483530073173,35.18812889184335,0.2744485424934071,0,0,0,0,0,0.0
Lance Kendricks,GB,1.4293563163727303,13.550581198190292,0.1,0,0,0,0,0,0.0
Lee Smith,OAK,0.0,0.0,0.0,0,0,0,0,0,0.0
