Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Julio Jones,WR,ATL,0.0,0.0,0.0,0.6,0.0,7.0,105.2,0.6, 
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.3,0.0,7.9,96.2,0.6, 
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,6.9,89.9,0.8, 
Odell Beckham,WR,NYG,0.0,0.0,0.0,2.4,0.0,7.0,94.5,0.5,Q
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,6.2,84.2,0.6, 
Stefon Diggs,WR,MIN,0.0,0.0,0.0,3.3,0.0,6.7,74.8,0.5, 
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,1.7,0.0,6.1,84.5,0.5,Q
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,6.3,86.0,0.5,Q
Keenan Allen,WR,LAC,0.0,0.0,0.0,5.2,0.0,6.0,75.0,0.6, 
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,0.0,5.2,73.4,0.7,Q
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,5.8,76.9,0.5, 
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,5.0,75.0,0.6, 
Tyler Boyd,WR,CIN,0.0,0.0,0.0,1.4,0.0,5.5,70.4,0.4,IR
Kenny Golladay,WR,DET,0.0,0.0,0.0,1.3,0.0,5.2,74.2,0.4,Q
Julian Edelman,WR,NE,0.0,0.0,0.0,5.2,0.0,5.7,60.9,0.4, 
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,3.0,0.0,5.4,68.3,0.3,IR
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.0,0.0,5.3,61.3,0.4, 
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,4.7,57.4,0.4,Q
Amari Cooper,WR,DAL,0.0,0.0,0.0,0.0,0.0,4.5,58.8,0.4, 
Josh Gordon,WR,NE,0.0,0.0,0.0,0.0,0.0,4.0,61.1,0.4,SSPD
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,4.6,57.2,0.4, 
Golden Tate,WR,PHI,0.0,0.0,0.0,1.4,0.0,4.7,55.7,0.3, 
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,4.1,50.9,0.4, 
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,4.7,52.5,0.3, 
D.J. Moore,WR,CAR,0.0,0.0,0.0,6.2,0.0,3.9,49.9,0.3, 
DeSean Jackson,WR,TB,0.0,0.0,0.0,4.1,0.0,3.2,54.2,0.4,Q
Doug Baldwin,WR,SEA,0.0,0.0,0.0,0.0,0.0,3.8,47.0,0.5, 
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,0.0,3.5,54.6,0.4, 
Danny Amendola,WR,MIA,0.0,0.0,0.0,0.0,0.0,4.6,49.8,0.2, 
Tyler Lockett,WR,SEA,0.0,0.0,0.0,4.2,0.0,3.4,48.2,0.4, 
Christian Kirk,WR,ARI,0.0,0.0,0.0,1.3,0.0,4.2,54.7,0.2,IR
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,0.0,0.0,3.7,54.9,0.3, 
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,0.5,0.0,4.0,49.0,0.3, 
John Ross,WR,CIN,0.0,0.0,0.0,1.4,0.0,3.3,45.1,0.4, 
Calvin Ridley,WR,ATL,0.0,0.0,0.0,3.6,0.0,3.5,47.1,0.3, 
Dontrelle Inman,WR,IND,0.0,0.0,0.0,0.0,0.0,3.5,41.8,0.4, 
Adam Humphries,WR,TB,0.0,0.0,0.0,1.4,0.0,3.8,43.5,0.3, 
Mike Williams,WR,LAC,0.0,0.0,0.0,5.1,0.0,2.6,42.5,0.4, 
Keke Coutee,WR,HOU,0.0,0.0,0.0,3.4,0.0,3.8,43.2,0.3, 
Dede Westbrook,WR,JAX,0.0,0.0,0.0,3.4,0.0,3.9,45.3,0.2, 
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,3.5,45.8,0.3,IR
Kendrick Bourne,WR,SF,0.0,0.0,0.0,0.0,0.0,3.7,43.5,0.3, 
Sterling Shepard,WR,NYG,0.0,0.0,0.0,1.3,0.0,3.6,46.0,0.2, 
Anthony Miller,WR,CHI,0.0,0.0,0.0,3.0,0.0,3.2,41.7,0.3,Q
DeVante Parker,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.3,46.5,0.3, 
Bruce Ellington,WR,DET,0.0,0.0,0.0,0.0,0.0,3.9,43.3,0.2,IR
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,4.5,0.0,3.3,40.3,0.3, 
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,3.2,40.6,0.4, 
Curtis Samuel,WR,CAR,0.0,0.0,0.0,6.2,0.0,3.1,37.8,0.3, 
Cole Beasley,WR,DAL,0.0,0.0,0.0,0.0,0.0,3.8,40.7,0.2, 
Donte Moncrief,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.2,43.9,0.2, 
Dante Pettis,WR,SF,0.0,0.0,0.0,0.0,0.0,3.0,41.1,0.3,IR
Quincy Enunwa,WR,NYJ,0.0,0.0,0.0,0.0,0.0,3.4,39.6,0.2,IR
T.J. Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,3.1,39.8,0.2, 
Jermaine Kearse,WR,NYJ,0.0,0.0,0.0,0.0,0.0,3.3,36.1,0.2,Q
Kenny Stills,WR,MIA,0.0,0.0,0.0,0.0,0.0,2.6,40.7,0.3, 
Willie Snead,WR,BAL,0.0,0.0,0.0,2.2,0.0,3.1,36.4,0.2, 
Zay Jones,WR,BUF,0.0,0.0,0.0,1.6,0.0,3.3,37.4,0.2, 
Antonio Callaway,WR,CLE,0.0,0.0,0.0,1.6,0.0,2.6,36.8,0.3, 
Seth Roberts,WR,OAK,0.0,0.0,0.0,0.0,0.0,3.5,36.3,0.1, 
Marcell Ateman,WR,OAK,0.0,0.0,0.0,0.0,0.0,3.1,39.0,0.1, 
Keith Kirkwood,WR,NO,0.0,0.0,0.0,0.0,0.0,2.4,32.5,0.3,O
Trey Quinn,WR,WAS,0.0,0.0,0.0,0.0,0.0,3.0,39.4,0.1,IR
John Brown,WR,BAL,0.0,0.0,0.0,2.1,0.0,2.1,34.4,0.3, 
Kelvin Benjamin,WR,KC,0.0,0.0,0.0,0.0,2.6,38.8,0.2,, 
Keelan Cole,WR,JAX,0.0,0.0,0.0,0.0,0.0,2.9,38.1,0.1, 
Maurice Harris,WR,WAS,0.0,0.0,0.0,2.9,0.0,2.9,35.8,0.1,IR
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,2.6,33.0,0.3, 
Tajae Sharpe,WR,TEN,0.0,0.0,0.0,1.7,0.0,2.7,31.9,0.2,Q
Michael Gallup,WR,DAL,0.0,0.0,0.0,0.0,0.0,2.4,35.5,0.2, 
Josh Doctson,WR,WAS,0.0,0.0,0.0,0.0,0.0,2.7,34.5,0.2, 
Austin Carr,WR,NO,0.0,0.0,0.0,0.0,0.0,2.2,29.1,0.3, 
Robby Anderson,WR,NYJ,0.0,0.0,0.0,1.5,0.0,2.2,33.5,0.2, 
Torrey Smith,WR,CAR,0.0,0.0,0.0,0.0,0.0,2.3,28.8,0.3, 
Nelson Agholor,WR,PHI,0.0,0.0,0.0,1.5,0.0,2.5,29.1,0.2, 
Laquon Treadwell,WR,MIN,0.0,0.0,0.0,0.0,0.0,2.6,28.1,0.2, 
Rashard Higgins,WR,CLE,0.0,0.0,0.0,0.0,0.0,2.3,31.6,0.2, 
Cody Core,WR,CIN,0.0,0.0,0.0,0.0,0.0,2.2,28.5,0.2,Q
David Moore,WR,SEA,0.0,0.0,0.0,0.0,0.0,1.9,27.9,0.3, 
Richie James,WR,SF,0.0,0.0,0.0,0.0,0.0,2.1,28.9,0.2, 
Travis Benjamin,WR,LAC,0.0,0.0,0.0,3.7,0.0,1.7,26.2,0.2, 
Jarius Wright,WR,CAR,0.0,0.0,0.0,0.0,0.0,2.4,25.7,0.2, 
Ryan Grant,WR,IND,0.0,0.0,0.0,0.0,0.0,2.2,25.8,0.2,Q
Trent Taylor,WR,SF,0.0,0.0,0.0,0.0,0.0,2.1,22.9,0.1, 
Trent Sherfield,WR,ARI,0.0,0.0,0.0,0.0,0.0,2.0,25.6,0.1, 
Equanimeous St. Brown,WR,GB,0.0,0.0,0.0,0.0,0.0,1.7,24.0,0.1,Q
Breshad Perriman,WR,CLE,0.0,0.0,0.0,0.8,0.0,1.6,22.8,0.2, 
Ryan Switzer,WR,PIT,0.0,0.0,0.0,4.3,0.0,1.6,17.7,0.1,Q
Chester Rogers,WR,IND,0.0,0.0,0.0,0.0,0.0,1.8,17.9,0.2, 
James Washington,WR,PIT,0.0,0.0,0.0,0.0,0.0,1.5,20.9,0.1, 
Robert Foster,WR,BUF,0.0,0.0,0.0,0.0,0.0,1.6,24.1,0.1, 
Leonte Carroo,WR,MIA,0.0,0.0,0.0,0.0,0.0,1.5,20.5,0.1, 
Bennie Fowler,WR,NYG,0.0,0.0,0.0,0.0,0.0,1.6,19.9,0.1, 
