Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Todd Gurley,RB,LAR,0,0,0,89.9,1.0,4.0,38.2,0.2, 
Saquon Barkley,RB,NYG,0,0,0,83.5,0.6,5.1,41.2,0.2, 
Ezekiel Elliott,RB,DAL,0,0,0,80.4,0.6,5.3,42.9,0.2, 
Christian McCaffrey,RB,CAR,0,0,0,55.6,0.6,6.6,54.1,0.2, 
Alvin Kamara,RB,NO,0,0,0,59.7,0.8,4.5,39.0,0.3, 
Nick Chubb,RB,CLE,0,0,0,92.7,0.7,3.1,26.4,0.1, 
Leonard Fournette,RB,JAX,0,0,0,86.7,0.6,2.9,22.8,0.1,Q
Joe Mixon,RB,CIN,0,0,0,75.3,0.6,3.4,26.6,0.1, 
Jaylen Samuels,RB,PIT,0,0,0,44.1,0.6,4.6,36.7,0.2, 
Phillip Lindsay,RB,DEN,0,0,0,76.0,0.7,2.6,19.4,0.1,IR
Dalvin Cook,RB,MIN,0,0,0,68.9,0.5,3.9,29.0,0.1, 
David Johnson,RB,ARI,0,0,0,69.3,0.4,3.5,28.2,0.2, 
Justin Jackson,RB,LAC,0,0,0,58.5,0.3,3.3,27.9,0.2, 
Aaron Jones,RB,GB,0,0,0,62.6,0.3,3.5,27.1,0.1,IR
Tarik Cohen,RB,CHI,0,0,0,27.7,0.2,4.5,44.7,0.3, 
Lamar Miller,RB,HOU,0,0,0,78.7,0.4,2.2,17.4,0.1, 
Chris Carson,RB,SEA,0,0,0,71.4,0.6,1.7,13.8,0.1, 
Mark Ingram,RB,NO,0,0,0,54.4,0.6,2.2,17.7,0.1, 
Doug Martin,RB,OAK,0,0,0,59.3,0.7,1.6,13.2,0.0, 
Elijah McGuire,RB,NYJ,0,0,0,50.0,0.3,3.0,25.4,0.1, 
James White,RB,NE,0,0,0,13.7,0.2,4.8,41.1,0.2, 
Sony Michel,RB,NE,0,0,0,64.9,0.7,0.8,6.6,0.0, 
Marlon Mack,RB,IND,0,0,0,64.0,0.5,1.4,10.3,0.1,Q
Tevin Coleman,RB,ATL,0,0,0,46.2,0.3,2.6,23.9,0.2, 
Derrick Henry,RB,TEN,0,0,0,60.6,0.5,1.6,12.0,0.0, 
Damien Williams,RB,KC,0,0,0,35.3,0.4,2.8,22.4,0.2, 
Kenyan Drake,RB,MIA,0,0,0,26.9,0.1,3.9,31.4,0.2, 
Theo Riddick,RB,DET,0,0,0,17.8,0.1,5.0,35.5,0.1,Q
Marcus Murphy,RB,BUF,0,0,0,52.1,0.4,2.0,16.8,0.1,IR
Dion Lewis,RB,TEN,0,0,0,37.8,0.3,3.1,21.5,0.1, 
