Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,7.0,102.4,0.5, 
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,7.3,86.8,0.6, 
Julio Jones,WR,ATL,0.0,0.0,0.0,1.5,0.0,6.1,94.2,0.5, 
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.9,0.0,6.0,85.0,0.6,Q
Odell Beckham,WR,NYG,0.0,0.0,0.0,2.8,0.0,6.4,82.3,0.5,Q
A.J. Green,WR,CIN,0.0,0.0,0.0,0.0,0.0,5.6,82.7,0.6,IR
Keenan Allen,WR,LAC,0.0,0.0,0.0,0.7,0.0,6.7,82.0,0.4, 
Tyreek Hill,WR,KC,0.0,0.0,0.0,9.6,0.1,5.4,71.4,0.4, 
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,0.0,5.2,81.0,0.4,Q
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,5.0,70.4,0.6, 
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,5.3,65.5,0.6,Q
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.8,0.0,5.2,73.0,0.4, 
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,5.0,69.0,0.4, 
Golden Tate,WR,PHI,0.0,0.0,0.0,2.2,0.0,5.9,65.5,0.3, 
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,6.2,60.9,0.3, 
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,4.2,64.2,0.6,IR
Amari Cooper,WR,DAL,0.0,0.0,0.0,1.5,0.0,5.0,67.0,0.3, 
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,4.5,63.2,0.5, 
Stefon Diggs,WR,MIN,0.0,0.0,0.0,3.4,0.0,4.8,60.4,0.4, 
Nelson Agholor,WR,PHI,0.0,0.0,0.0,3.4,0.0,4.7,57.3,0.5, 
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,0.0,0.0,5.1,65.7,0.3,IR
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,5.4,59.8,0.3,IR
Jarvis Landry,WR,CLE,0.0,0.0,0.0,1.4,0.0,5.5,57.3,0.3, 
Brandin Cooks,WR,LAR,0.0,0.0,0.0,2.9,0.0,4.2,63.1,0.4, 
Kenny Golladay,WR,DET,0.0,0.0,0.0,0.0,0.0,4.3,60.5,0.4,Q
Will Fuller,WR,HOU,0.0,0.0,0.0,1.8,0.0,3.9,57.2,0.4,IR
Cooper Kupp,WR,LAR,0.0,0.0,0.0,3.1,0.0,4.4,53.2,0.4,IR
Robert Woods,WR,LAR,0.0,0.0,0.0,1.6,0.0,4.6,57.0,0.3, 
Quincy Enunwa,WR,NYJ,0.0,0.0,0.0,0.0,0.0,4.7,61.7,0.2,IR
Randall Cobb,WR,GB,0.0,0.0,0.0,2.8,0.0,4.7,51.0,0.3, 
Chris Hogan,WR,NE,0.0,0.0,0.0,1.7,0.0,3.6,54.2,0.5, 
Tyler Lockett,WR,SEA,0.0,0.0,0.0,3.6,0.0,3.8,52.6,0.3, 
Sammy Watkins,WR,KC,0.0,0.0,0.0,0.0,0.0,3.6,57.2,0.4, 
Pierre Garcon,WR,SF,0.0,0.0,0.0,0.0,0.0,4.2,55.5,0.3,IR
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,4.4,51.2,0.3, 
Devin Funchess,WR,CAR,0.0,0.0,0.0,0.0,0.0,3.7,51.3,0.4, 
Keelan Cole,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.7,54.6,0.2, 
Geronimo Allison,WR,GB,0.0,0.0,0.0,0.0,0.0,3.7,46.7,0.4,IR
Kenny Stills,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.4,52.6,0.3, 
Jordy Nelson,WR,OAK,0.0,0.0,0.0,0.0,0.0,3.9,46.9,0.3, 
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,4.0,48.0,0.3,IR
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,1.4,0.0,3.9,44.0,0.3, 
Sterling Shepard,WR,NYG,0.0,0.0,0.0,1.4,0.0,4.0,44.6,0.3, 
Marquise Goodwin,WR,SF,0.0,0.0,0.0,1.5,0.0,3.1,51.3,0.3,Q
Kelvin Benjamin,WR,KC,0.0,0.0,0.0,0.0,0.0,3.9,52.5,0.2, 
Cole Beasley,WR,DAL,0.0,0.0,0.0,0.0,0.0,4.3,45.9,0.2, 
Ryan Grant,WR,IND,0.0,0.0,0.0,0.0,0.0,3.9,46.1,0.3,Q
Jamison Crowder,WR,WAS,0.0,0.0,0.0,2.6,0.0,3.7,45.7,0.2, 
Paul Richardson,WR,WAS,0.0,0.0,0.0,0.0,0.0,3.5,50.5,0.3,IR
DeSean Jackson,WR,TB,0.0,0.0,0.0,1.5,0.0,3.0,51.0,0.3,Q
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,3.9,41.2,0.3, 
Ted Ginn,WR,NO,0.0,0.0,0.0,3.4,0.0,3.2,47.6,0.2, 
John Brown,WR,BAL,0.0,0.0,0.0,2.3,0.0,3.3,46.8,0.3, 
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,3.1,0.0,3.6,45.4,0.2, 
Danny Amendola,WR,MIA,0.0,0.0,0.0,0.0,0.0,4.1,43.3,0.2, 
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,3.2,44.0,0.3, 
Robby Anderson,WR,NYJ,0.0,0.0,0.0,1.5,0.0,3.3,47.2,0.2, 
Josh Doctson,WR,WAS,0.0,0.0,0.0,0.0,0.0,2.9,41.9,0.4, 
DeVante Parker,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.2,42.1,0.3, 
Phillip Dorsett,WR,NE,0.0,0.0,0.0,0.0,0.0,3.0,43.4,0.3, 
Martavis Bryant,WR,OAK,0.0,0.0,0.0,1.6,0.0,2.9,40.5,0.2,IR
Dante Pettis,WR,SF,0.0,0.0,0.0,0.0,0.0,2.8,41.3,0.2,IR
Calvin Ridley,WR,ATL,0.0,0.0,0.0,0.0,0.0,3.1,39.1,0.2, 
Dede Westbrook,WR,JAX,0.0,0.0,0.0,1.7,0.0,3.1,40.3,0.2, 
