Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Matthew Stafford, DET",39.2,26.3,291.0,2.0,0.5,100.6,2.2,9.7,4.41,0.1,0.0,0.0,0.0,0.00,0.0,0.2,22,QB
"Ben Roethlisberger, PIT",36.7,23.4,330.0,1.7,1.0,96.8,1.7,2.4,1.41,0.0,0.0,0.0,0.0,0.00,0.0,0.2,20,QB
"Cam Newton, CAR",34.1,20.3,232.0,1.5,1.2,80.0,6.5,30.9,4.75,0.4,0.0,0.0,0.0,0.00,0.0,0.2,20,QB
"Tom Brady, NE",40.0,24.5,273.0,1.8,0.4,92.4,2.3,4.1,1.78,0.1,0.0,0.0,0.0,0.00,0.0,0.2,20,QB
"Dak Prescott, DAL",31.6,20.7,217.0,1.5,0.4,95.8,3.3,21.8,6.61,0.3,0.0,0.0,0.0,0.00,0.0,0.1,19,QB
"Tyrod Taylor, CLE",29.6,18.4,200.0,1.4,0.6,89.4,6.6,37.1,5.62,0.3,0.0,0.0,0.0,0.00,0.0,0.2,19,QB
"Russell Wilson, SEA",38.4,23.5,276.0,1.4,1.3,81.1,5.7,24.7,4.33,0.1,0.0,0.0,0.0,0.00,0.0,0.2,19,QB
"Matt Ryan, ATL",34.5,24.3,281.0,1.6,0.6,102.9,2.1,7.9,3.76,0.0,0.0,0.0,0.0,0.00,0.0,0.3,18,QB
"Drew Brees, NO",40.5,28.1,298.0,1.5,0.8,94.7,2.0,2.3,1.15,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18,QB
"Jared Goff, LAR",33.3,19.0,249.0,1.8,1.2,83.8,1.5,4.4,2.93,0.1,0.0,0.0,0.0,0.00,0.0,0.2,17,QB
"Eli Manning, NYG",38.4,23.8,255.0,1.4,0.9,83.8,1.0,2.5,2.50,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16,QB
"Marcus Mariota, TEN",32.0,19.2,208.0,1.4,1.2,78.1,3.7,20.3,5.49,0.2,0.0,0.0,0.0,0.00,0.0,0.2,16,QB
"Kirk Cousins, MIN",36.6,23.9,261.0,1.3,0.9,87.8,2.6,9.8,3.77,0.2,0.0,0.0,0.0,0.00,0.0,0.4,16,QB
"Josh McCown, NYJ",34.2,23.1,251.0,1.4,1.0,90.4,2.9,8.9,3.07,0.1,0.0,0.0,0.0,0.00,0.0,0.3,16,QB
