Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,285.0,1.98,0.0,11.63,0.0,0,0,0,0.1
Alex Smith,WAS,232.0,1.0,0.0,15.2,0.0,0,0,0,0.03
Andrew Luck,IND,244.0,1.94,0.8,7.46,0.0,0,0,0,0.16
Andy Dalton,CIN,240.0,1.0,0.8,6.8,0.0,0,0,0,0.0
Baker Mayfield,CLE,254.58,1.5,0.8,10.0,0.0,0,0,0,0.13
Ben Roethlisberger,PIT,275.0,2.0,0.9,2.5,0.0,0,0,0,0.19
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Blake Bortles,JAX,228.0,1.2,0.7,18.7,0.0,0,0,0,0.09
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,220.72,1.0,0.5,0.6,0.0,0,0,0,0.07
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cam Newton,CAR,243.47,1.0,0.5,40.0,0.28,0,0,0,0.13
Carson Wentz,PHI,255.0,1.6,0.0,14.5,0.0,0,0,0,0.22
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Colt McCoy,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,220.0,1.0,0.0,20.0,0.0,0,0,0,0.06
David Fales,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Davis Webb,NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0.04
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,234.57,1.0,0.8,3.3,0.0,0,0,0,0.16
Drew Brees,NO,270.0,1.91,0.0,0.0,0.0,0,0,0,0.03
Eli Manning,NYG,259.0,1.0,0.6,0.0,0.0,0,0,0,0.06
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jared Goff,LAR,262.09,1.8,0.7,6.8,0.0,0,0,0,0.09
Jeff Driskel,CIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Josh McCown,NYJ,206.3,1.0,0.8,5.0,0.0,0,0,0,0.09
Josh Rosen,ARI,216.3,1.19,0.9,6.8,0.0,0,0,0,0.1
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Marcus Mariota,TEN,210.0,1.0,0.8,25.0,0.0,0,0,0,0.03
Matt Barkley,BUF,154.0,0.7,0.9,1.8,0.0,0,0,0,0.07
Matt Cassel,DET,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Matt Ryan,ATL,296.96,1.87,0.6,5.0,0.0,0,0,0,0.09
Matt Schaub,ATL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
Matthew Stafford,DET,255.0,1.4,0.0,5.0,0.0,0,0,0,0.03
Mike Glennon,ARI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Mitchell Trubisky,CHI,231.22,1.5,0.6,22.8,0.0,0,0,0,0.07
Nathan Peterman,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Nick Foles,PHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Nick Mullens,SF,233.4,1.3,0.8,1.7,0.0,0,0,0,0.08
Patrick Mahomes,KC,271.9,1.98,0.0,10.0,0.0,0,0,0,0.06
Philip Rivers,LAC,265.7,1.81,0.4,0.0,0.0,0,0,0,0.06
Russell Wilson,SEA,228.0,1.54,0.7,13.6,0.0,0,0,0,0.09
Ryan Fitzpatrick,TB,252.0,1.5,0.9,14.4,0.0,0,0,0,0.0
Sean Mannion,LAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taylor Heinicke,CAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taysom Hill,NO,0.0,0.0,0.0,8.54,0.06,0,0,0,0.03
Teddy Bridgewater,NO,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Tom Brady,NE,263.1,1.4,0.0,0.0,0.0,0,0,0,0.13
Tyrod Taylor,CLE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
