Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Patrick Mahomes,QB,KC,317.0,2.5,0.7,19.2,0.2,0.0,0.0,0.0
Cam Newton,QB,CAR,284.0,1.9,1.0,41.9,0.4,0.0,0.0,0.0
Drew Brees,QB,NO,308.0,2.2,0.5,2.7,0.2,0.0,0.0,0.0
Jared Goff,QB,LAR,319.0,2.3,0.8,7.4,0.0,0.0,0.0,0.0
Carson Wentz,QB,PHI,317.0,1.9,0.8,15.6,0.1,0.0,0.0,0.0
Matt Ryan,QB,ATL,306.0,1.9,0.5,8.2,0.1,0.0,0.0,0.0
Dak Prescott,QB,DAL,271.0,1.7,0.6,26.9,0.3,0.0,0.0,0.0
Aaron Rodgers,QB,GB,294.0,1.8,0.4,19.7,0.1,0.0,0.0,0.0
Philip Rivers,QB,LAC,276.0,2.1,0.9,2.1,0.0,0.0,0.0,0.0
Russell Wilson,QB,SEA,235.0,2.0,0.8,27.8,0.1,0.0,0.0,0.0
Mitchell Trubisky,QB,CHI,236.0,1.6,0.8,30.9,0.3,0.0,0.0,0.0
Deshaun Watson,QB,HOU,262.0,1.7,1.2,35.2,0.2,0.0,0.0,0.0
Eli Manning,QB,NYG,319.0,1.9,0.8,2.0,0.0,0.0,0.0,0.0
Andrew Luck,QB,IND,264.0,2.0,1.0,11.1,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,QB,TB,279.0,1.6,1.3,15.9,0.2,0.0,0.0,0.0
Ben Roethlisberger,QB,PIT,297.0,1.8,1.1,6.2,0.1,0.0,0.0,0.0
Matthew Stafford,QB,DET,264.0,1.7,0.7,7.6,0.0,0.0,0.0,0.0
Marcus Mariota,QB,TEN,229.0,1.4,0.9,25.9,0.2,0.0,0.0,0.0
Josh Rosen,QB,ARI,278.0,1.6,1.4,8.1,0.0,0.0,0.0,0.0
Kirk Cousins,QB,MIN,273.0,1.3,0.9,8.8,0.2,0.0,0.0,0.0
Blake Bortles,QB,JAX,225.0,1.2,0.8,28.7,0.1,0.0,0.0,0.0
Lamar Jackson,QB,BAL,155.0,1.2,0.7,49.2,0.2,0.0,0.0,0.0
Case Keenum,QB,DEN,295.0,1.3,1.1,3.4,0.0,0.0,0.0,0.0
Alex Smith,QB,WAS,217.0,1.3,0.5,12.2,0.1,0.0,0.0,0.0
Derek Carr,QB,OAK,265.0,1.2,0.9,4.2,0.1,0.0,0.0,0.0
Andy Dalton,QB,CIN,236.0,1.5,1.1,6.7,0.0,0.0,0.0,0.0
Taysom Hill,QB,NO,5.6,0.0,0.0,21.7,0.1,0.0,0.0,0.0
Jameis Winston,QB,TB,33.8,0.2,0.2,1.7,0.0,0.0,0.0,0.0
Robert Griffin III,QB,BAL,19.4,0.2,0.1,2.7,0.0,0.0,0.0,0.0
Cody Kessler,QB,JAX,12.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0
Alex Tanney,QB,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,QB,CHI,0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Geno Smith,QB,LAC,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cooper Rush,QB,DAL,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,QB,DEN,1.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Trevor Siemian,QB,MIN,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Mike Glennon,QB,ARI,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,QB,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,QB,LAR,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Dobbs,QB,PIT,0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Matt Schaub,QB,ATL,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,QB,CIN,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Chad Henne,QB,KC,0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Joe Webb,QB,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShone Kizer,QB,GB,1.9,0.0,0.0,0.3,0.0,0.0,0.0,0.0
Nick Foles,QB,PHI,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,QB,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,QB,IND,1.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Taylor Heinicke,QB,CAR,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,QB,NO,0.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Colt McCoy,QB,WAS,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,QB,OAK,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine Gabbert,QB,TEN,1.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Matt Cassel,QB,DET,0.5,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
