Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Julio Jones,WR,ATL,0.0,0.0,0.0,1.3,0.0,6.6,96.1,0.7, 
Tyreek Hill,WR,KC,0.0,0.0,0.0,9.3,0.1,5.1,82.4,0.7, 
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,6.5,84.6,0.7, 
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,1.6,0.0,6.6,88.8,0.6,Q
Keenan Allen,WR,LAC,0.0,0.0,0.0,4.4,0.0,6.5,79.4,0.5, 
Robert Woods,WR,LAR,0.0,0.0,0.0,8.0,0.1,5.8,79.1,0.5, 
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,0.0,5.9,86.4,0.4,Q
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,4.9,77.3,0.5, 
Julian Edelman,WR,NE,0.0,0.0,0.0,0.0,0.0,5.7,65.8,0.4, 
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.7,0.0,5.7,67.8,0.3, 
Stefon Diggs,WR,MIN,0.0,0.0,0.0,3.9,0.0,5.4,60.5,0.4, 
Brandin Cooks,WR,LAR,0.0,0.0,0.0,4.2,0.0,4.4,65.0,0.4, 
Robby Anderson,WR,NYJ,0.0,0.0,0.0,1.4,0.0,4.4,64.5,0.4, 
Adam Humphries,WR,TB,0.0,0.0,0.0,1.3,0.0,5.1,55.7,0.3, 
Jarvis Landry,WR,CLE,0.0,0.0,0.0,2.9,0.0,4.7,55.1,0.3, 
Randall Cobb,WR,GB,0.0,0.0,0.0,2.6,0.0,4.5,51.4,0.3, 
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,4.3,56.8,0.3,Q
Jordy Nelson,WR,OAK,0.0,0.0,0.0,1.4,0.0,4.5,55.3,0.3, 
Sterling Shepard,WR,NYG,0.0,0.0,0.0,1.5,0.0,4.2,54.6,0.3, 
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,1.3,0.0,3.7,56.2,0.4, 
Doug Baldwin,WR,SEA,0.0,0.0,0.0,0.0,0.0,3.7,46.9,0.5, 
Tyler Lockett,WR,SEA,0.0,0.0,0.0,9.0,0.0,3.2,48.6,0.3, 
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,2.4,0.0,4.0,50.8,0.3, 
Josh Reynolds,WR,LAR,0.0,0.0,0.0,1.5,0.0,3.6,49.0,0.4, 
DaeSean Hamilton,WR,DEN,0.0,0.0,0.0,0.0,0.0,4.6,51.7,0.2, 
Dede Westbrook,WR,JAX,0.0,0.0,0.0,4.6,0.0,4.3,50.9,0.2, 
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,3.8,51.0,0.4, 
Corey Davis,WR,TEN,0.0,0.0,0.0,3.4,0.0,3.9,51.4,0.3, 
Calvin Ridley,WR,ATL,0.0,0.0,0.0,2.5,0.0,3.6,47.9,0.3, 
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,4.2,47.6,0.3, 
Jamison Crowder,WR,WAS,0.0,0.0,0.0,2.6,0.0,4.0,52.5,0.2, 
Jake Kumerow,WR,GB,0.0,0.0,0.0,0.0,0.0,3.5,48.5,0.3, 
Curtis Samuel,WR,CAR,0.0,0.0,0.0,5.4,0.0,3.6,47.7,0.2, 
Zay Jones,WR,BUF,0.0,0.0,0.0,0.0,0.0,3.5,46.3,0.3, 
Tim Patrick,WR,DEN,0.0,0.0,0.0,1.5,0.0,3.7,48.8,0.2, 
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,4.6,0.0,3.8,43.6,0.2, 
D.J. Moore,WR,CAR,0.0,0.0,0.0,5.5,0.0,3.6,47.7,0.1, 
Robert Foster,WR,BUF,0.0,0.0,0.0,0.0,0.0,3.5,47.4,0.2, 
Courtland Sutton,WR,DEN,0.0,0.0,0.0,1.5,0.0,3.2,47.5,0.3, 
T.J. Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,3.7,46.0,0.2, 
Chris Conley,WR,KC,0.0,0.0,0.0,0.0,0.0,3.1,36.5,0.4, 
Kendrick Bourne,WR,SF,0.0,0.0,0.0,0.0,0.0,3.6,44.0,0.2, 
Danny Amendola,WR,MIA,0.0,0.0,0.0,1.3,0.0,3.7,39.4,0.2, 
Donte Moncrief,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.3,46.8,0.2, 
Anthony Miller,WR,CHI,0.0,0.0,0.0,3.0,0.0,3.1,40.1,0.3,Q
Kenny Stills,WR,MIA,0.0,0.0,0.0,0.0,0.0,2.7,40.4,0.3, 
Brandon Powell,WR,DET,0.0,0.0,0.0,0.0,0.0,3.5,42.9,0.2, 
Josh Doctson,WR,WAS,0.0,0.0,0.0,0.0,0.0,3.2,41.2,0.2, 
Andy Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,3.3,42.7,0.2, 
Mike Williams,WR,LAC,0.0,0.0,0.0,4.5,0.0,2.5,37.5,0.3, 
Keith Kirkwood,WR,NO,0.0,0.0,0.0,0.0,0.0,3.0,40.8,0.3,O
Jarius Wright,WR,CAR,0.0,0.0,0.0,1.4,0.0,3.6,40.3,0.1, 
Tyrell Williams,WR,LAC,0.0,0.0,0.0,1.5,0.0,2.6,41.1,0.3, 
Taywan Taylor,WR,TEN,0.0,0.0,0.0,0.0,0.0,3.1,42.9,0.2, 
Tre'Quan Smith,WR,NO,0.0,0.0,0.0,0.0,0.0,2.9,40.1,0.3, 
John Ross,WR,CIN,0.0,0.0,0.0,1.4,0.0,3.0,39.3,0.2, 
DeAndre Carter,WR,HOU,0.0,0.0,0.0,3.2,0.0,3.1,35.8,0.2, 
Chris Hogan,WR,NE,0.0,0.0,0.0,3.7,0.0,2.6,38.3,0.2, 
Antonio Callaway,WR,CLE,0.0,0.0,0.0,0.7,0.0,2.9,38.1,0.2, 
Seth Roberts,WR,OAK,0.0,0.0,0.0,1.4,0.0,3.3,37.4,0.2, 
Isaiah McKenzie,WR,BUF,0.0,0.0,0.0,3.3,0.0,2.8,36.6,0.2, 
Trent Taylor,WR,SF,0.0,0.0,0.0,0.0,0.0,3.2,35.9,0.2, 
David Moore,WR,SEA,0.0,0.0,0.0,0.0,0.0,2.2,34.1,0.4, 
Amari Cooper,WR,DAL,0.0,0.0,0.0,0.0,0.0,2.9,39.3,0.2, 
Phillip Dorsett,WR,NE,0.0,0.0,0.0,0.0,0.0,2.8,35.7,0.2, 
Nelson Agholor,WR,PHI,0.0,0.0,0.0,0.7,0.0,2.8,36.0,0.2, 
John Brown,WR,BAL,0.0,0.0,0.0,2.2,0.0,2.2,33.1,0.3, 
Willie Snead,WR,BAL,0.0,0.0,0.0,2.4,0.0,3.1,33.3,0.2, 
Cody Core,WR,CIN,0.0,0.0,0.0,0.0,0.0,2.8,37.1,0.2,Q
Andre Roberts,WR,NYJ,0.0,0.0,0.0,0.0,0.0,2.7,33.2,0.2, 
Alex Erickson,WR,CIN,0.0,0.0,0.0,1.4,0.0,2.8,33.9,0.1, 
Marcell Ateman,WR,OAK,0.0,0.0,0.0,0.0,0.0,2.7,34.6,0.2, 
Rashard Higgins,WR,CLE,0.0,0.0,0.0,0.0,0.0,2.7,35.4,0.2, 
Deontay Burnett,WR,NYJ,0.0,0.0,0.0,0.0,0.0,2.7,34.6,0.2, 
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,2.6,30.8,0.2, 
J'Mon Moore,WR,GB,0.0,0.0,0.0,0.0,0.0,2.4,32.4,0.2, 
DeVante Parker,WR,MIA,0.0,0.0,0.0,0.0,0.0,2.4,30.7,0.3, 
Trent Sherfield,WR,ARI,0.0,0.0,0.0,0.0,0.0,2.7,33.9,0.1, 
Michael Gallup,WR,DAL,0.0,0.0,0.0,0.0,0.0,2.4,35.0,0.2, 
Chester Rogers,WR,IND,0.0,0.0,0.0,0.0,0.0,2.8,26.9,0.2, 
Golden Tate,WR,PHI,0.0,0.0,0.0,0.7,0.0,2.6,29.4,0.1, 
Josh Bellamy,WR,CHI,0.0,0.0,0.0,0.0,0.0,2.4,29.9,0.2, 
Vyncint Smith,WR,HOU,0.0,0.0,0.0,0.0,0.0,2.1,29.7,0.2, 
Cole Beasley,WR,DAL,0.0,0.0,0.0,0.0,0.0,2.6,28.1,0.1, 
Richie James,WR,SF,0.0,0.0,0.0,0.0,0.0,2.2,29.0,0.1, 
Michael Floyd,WR,WAS,0.0,0.0,0.0,0.0,0.0,2.2,27.7,0.2, 
Bennie Fowler,WR,NYG,0.0,0.0,0.0,0.0,0.0,2.0,26.8,0.2, 
Brice Butler,WR,MIA,0.0,0.0,0.0,0.0,0.0,1.9,27.4,0.2, 
Eli Rogers,WR,PIT,0.0,0.0,0.0,1.5,0.0,2.2,23.7,0.2, 
Demarcus Robinson,WR,KC,0.0,0.0,0.0,0.0,0.0,1.8,22.6,0.3, 
Dontrelle Inman,WR,IND,0.0,0.0,0.0,0.0,0.0,2.1,23.6,0.2, 
Tommylee Lewis,WR,NO,0.0,0.0,0.0,5.3,0.0,1.6,21.4,0.1, 
Chad Williams,WR,ARI,0.0,0.0,0.0,1.4,0.0,1.9,24.6,0.1, 
Aldrick Robinson,WR,MIN,0.0,0.0,0.0,0.0,0.0,1.8,24.6,0.2, 
Cody Latimer,WR,NYG,0.0,0.0,0.0,0.0,0.0,1.7,25.1,0.1, 
Noah Brown,WR,DAL,0.0,0.0,0.0,0.0,0.0,1.9,24.7,0.1, 
Charone Peake,WR,NYJ,0.0,0.0,0.0,0.0,0.0,1.9,24.1,0.1, 
Ryan Switzer,WR,PIT,0.0,0.0,0.0,2.7,0.0,1.8,17.4,0.1,Q
Allen Hurns,WR,DAL,0.0,0.0,0.0,0.0,0.0,1.9,24.2,0.1,IR
James Washington,WR,PIT,0.0,0.0,0.0,0.0,0.0,1.5,21.4,0.2, 
Tavon Austin,WR,DAL,0.0,0.0,0.0,10.9,0.0,1.2,14.4,0.1, 
Breshad Perriman,WR,CLE,0.0,0.0,0.0,1.5,0.0,1.4,21.9,0.1, 
Zach Pascal,WR,IND,0.0,0.0,0.0,1.4,0.0,1.5,16.7,0.1, 
Auden Tate,WR,CIN,0.0,0.0,0.0,0.0,0.0,1.6,19.7,0.1, 
Torrey Smith,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.4,19.4,0.1, 
Ryan Grant,WR,IND,0.0,0.0,0.0,0.0,0.0,1.6,17.1,0.1,Q
Jordan Matthews,WR,PHI,0.0,0.0,0.0,0.0,0.0,1.4,18.1,0.1, 
Bobo Wilson,WR,TB,0.0,0.0,0.0,0.0,0.0,1.3,17.1,0.1, 
Tajae Sharpe,WR,TEN,0.0,0.0,0.0,0.0,0.0,1.4,17.0,0.1,Q
Keelan Cole,WR,JAX,0.0,0.0,0.0,0.0,0.0,1.3,17.7,0.0, 
Corey Coleman,WR,NYG,0.0,0.0,0.0,0.0,0.0,1.0,13.8,0.1,Q
Chris Moore,WR,BAL,0.0,0.0,0.0,2.2,0.0,1.1,13.3,0.1, 
Travis Benjamin,WR,LAC,0.0,0.0,0.0,3.1,0.0,0.9,13.8,0.1, 
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,1.1,13.2,0.1, 
Jaron Brown,WR,SEA,0.0,0.0,0.0,0.0,0.0,0.8,11.2,0.1, 
Jehu Chesson,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.9,12.6,0.1, 
Darius Jennings,WR,TEN,0.0,0.0,0.0,0.0,0.0,0.8,10.8,0.0, 
Justin Hardy,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.7,8.3,0.1, 
Josh Malone,WR,CIN,0.0,0.0,0.0,0.0,0.0,0.8,10.2,0.0, 
Kelvin Benjamin,WR,KC,0.0,0.0,0.0,0.0,0.0,0.5,7.4,0.1, 
Ray-Ray McCloud,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.7,9.6,0.0, 
KhaDarel Hodge,WR,LAR,0.0,0.0,0.0,0.0,0.0,0.7,8.7,0.1, 
River Cracraft,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.6,7.4,0.0, 
Marvin Hall,WR,ATL,0.0,0.0,0.0,1.3,0.0,0.4,5.9,0.0, 
Dwayne Harris,WR,OAK,0.0,0.0,0.0,0.0,0.0,0.4,5.5,0.0, 
Matthew Slater,WR,NE,0.0,0.0,0.0,0.0,0.0,0.4,5.4,0.0, 
Damion Ratley,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.4,5.3,0.0, 
Cameron Batson,WR,TEN,0.0,0.0,0.0,0.0,0.0,0.3,4.3,0.0, 
Darrius Heyward-Bey,WR,PIT,0.0,0.0,0.0,0.0,0.0,0.2,3.3,0.0, 
Russell Gage,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.2,2.9,0.0, 
Brandon Zylstra,WR,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
JoJo Natson,WR,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Andy Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR
Geremy Davis,WR,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Leonte Carroo,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Victor Bolden,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Justin Watson,WR,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
J.J. Jones,WR,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Marcus Kemp,WR,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Gehrig Dieter,WR,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Darvin Kidsy,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
