Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,-0.019149668597769676,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Aaron Rodgers,GB,265.0,1.7,0.0,13.45,0.0,0.0,0.0,0.0,0.1
Alex Tanney,NYG,0.0,-0.03191611432961619,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Andrew Luck,IND,270.0,2.01,0.8,5.0,0.0,0.0,0.0,0.0,0.16
Andy Dalton,CIN,245.0,1.8,0.8,6.95,0.0,0.0,0.0,0.0,0.0
Baker Mayfield,CLE,240.0,1.53,0.9,12.6,0.0,0.0,0.0,0.0,0.13
Ben Roethlisberger,PIT,285.0,1.9,0.9,2.4,0.0,0.0,0.0,0.0,0.19
Blaine Gabbert,TEN,0.0,-0.038299337195539684,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Blake Bortles,JAX,202.0,1.0,0.8,16.1,0.0,0.0,0.0,0.0,0.09
Brett Hundley,SEA,0.0,-0.02553289146369317,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Brian Hoyer,NE,0.0,-0.03191611432961622,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Brock Osweiler,MIA,0.0,-0.04468256006146293,0.0,0.0,0.0,0.0,0.0,0.0,0.06
C.J. Beathard,SF,0.0,-0.05744900579330936,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Cam Newton,CAR,222.0,1.6,0.0,35.0,0.0,0.0,0.0,0.0,0.13
Carson Wentz,PHI,262.6,1.8,0.6,10.0,0.0,0.0,0.0,0.0,0.22
Case Keenum,DEN,242.11,1.0,0.7,2.35,0.0,0.0,0.0,0.0,0.03
Chase Daniel,CHI,182.0,1.1,0.8,8.4,0.0,0.0,0.0,0.0,0.08
Cody Kessler,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Colt McCoy,WAS,215.0,0.9,0.7,5.0,0.0,0.0,0.0,0.0,0.02
Cooper Rush,DAL,0.0,-0.019149668597769703,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Dak Prescott,DAL,222.9,1.28,0.0,20.0,0.0,0.0,0.0,0.0,0.06
Davis Webb,NYJ,0.0,-0.04468256006146293,0.0,0.0,0.0,0.0,0.0,0.0,0.04
DeShone Kizer,GB,0.0,-0.012766445731846543,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Derek Carr,OAK,205.0,0.9,0.7,3.1,0.0,0.0,0.0,0.0,0.16
Deshaun Watson,HOU,236.0,1.5,0.8,24.9,0.0,0.0,0.0,0.0,0.14
Drew Brees,NO,268.3,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Eli Manning,NYG,245.0,1.4,0.6,0.0,0.0,0.0,0.0,0.0,0.06
Geno Smith,LAC,0.0,-0.02553289146369317,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Jacoby Brissett,IND,0.0,-0.02553289146369317,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Jameis Winston,TB,277.0,1.8,0.83,9.7,0.0,0.0,0.0,0.0,0.13
Jeff Driskel,CIN,0.0,-0.019149668597769703,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Joe Webb,HOU,0.0,-0.006383222865923258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Allen,BUF,145.0,0.8,0.6,20.0,0.0,0.0,0.0,0.0,0.07
Josh McCown,NYJ,205.0,1.0,0.76,5.0,0.0,0.0,0.0,0.0,0.09
Josh Rosen,ARI,200.0,1.0,0.9,5.0,0.0,0.0,0.0,0.0,0.1
Joshua Dobbs,PIT,0.0,-0.038299337195539684,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Kevin Hogan,DEN,0.0,-0.02553289146369317,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Kirk Cousins,MIN,272.95,1.7,0.0,7.8,0.0,0.0,0.0,0.0,0.09
Lamar Jackson,BAL,160.0,0.9,0.67,57.7,0.2,0.0,0.0,0.0,0.08
Marcus Mariota,TEN,191.0,1.03,0.69,23.5,0.0,0.0,0.0,0.0,0.03
Mark Sanchez,WAS,0.0,-0.04452324741759628,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Matt Barkley,BUF,0.0,-0.04468256006146287,0.0,0.0,0.0,0.0,0.0,0.0,0.03
