Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,306.9279908063778,2.2541788430962373,0.7506361955613655,17.93962701132663,0.1,0,0,0,0.1
Alex Smith,WAS,243.31294768543557,1.4807591328167782,0.5,18.952062653136426,0.19638388640295784,0,0,0,0.06
Baker Mayfield,CLE,258.8882967274036,1.6476178457037298,0.9,15.245117201926396,0.13,0,0,0,0.1
Ben Roethlisberger,PIT,288.2830161125558,1.7598210541134367,0.9142734991456661,6.02,0.1,0,0,0,0.22
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,238.72698384676346,1.5454868281644978,0.907996522604716,7.964677709313653,0.1,0,0,0,0.07
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cam Newton,CAR,261.38390395449284,2.3687853187533503,0.7828140790108449,40.0,0.3712281292588255,0,0,0,0.13
Case Keenum,DEN,252.39234110324026,1.6255187179872337,0.7565110864581278,8.064059771638021,0.09972475734999478,0,0,0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Colt McCoy,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,215.02029179280515,1.3653791371363633,0.8454006953166839,25.39766947129189,0.18830672313195157,0,0,0,0.07
David Fales,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,268.8557373555544,1.7887270900598171,0.8227007156347215,7.0,0.1,0,0,0,0.16
Deshaun Watson,HOU,247.2436521658678,1.8760616191021955,0.8762134472062006,24.41174484695486,0.18507127126223086,0,0,0,0.14
Drew Brees,NO,303.0231537214023,2.0999925247870426,0.8,5.595997135542378,0.09740521371513508,0,0,0,0.03
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jared Goff,LAR,310.6965541390349,2.2271026869289807,0.8189445422630072,11.626059465763314,0.2,0,0,0,0.07
Joe Flacco,BAL,262.39880834010694,1.7245418258410208,0.7551552995216125,7.8,0.2,0,0,0,0.09
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Josh McCown,NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0.04
Kevin Hogan,DEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kirk Cousins,MIN,297.6583356015217,2.1837410767648846,0.7868374088779552,12.133790189018375,0.09000420820950769,0,0,0,0.06
Lamar Jackson,BAL,0.0,0.0,0.0,10.518755387512956,0.07752174083311257,0,0,0,0.03
Marcus Mariota,TEN,211.43810338577816,1.050078902074611,0.7255596078780506,28.734219306070557,0.10022403742615242,0,0,0,0.03
Matt Barkley,BUF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Matt Cassel,DET,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Matt Ryan,ATL,291.6527964578875,1.7950977261413272,0.7021455074235414,8.9,0.1,0,0,0,0.09
Matt Schaub,ATL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
Matthew Stafford,DET,274.9583140803345,1.749407948963824,0.8,8.0,0.062039698328078804,0,0,0,0.03
Mitchell Trubisky,CHI,242.47014983919368,1.7480092288440237,0.7185099121704648,33.77253304391945,0.17350471212069676,0,0,0,0.07
Nathan Peterman,OAK,177.8814845022998,0.6999583981980229,1.3166164179335405,9.679897723971788,0.1,0,0,0,0.08
Nick Mullens,SF,218.7407770716395,1.0450942048902743,1.0531812037765074,12.030578624677066,0.13,0,0,0,0.09
Patrick Mahomes,KC,303.0361484435255,2.7979254078009808,0.9994628715961651,15.278953507968929,0.17350471212069676,0,0,0,0.06
Philip Rivers,LAC,274.0778578071948,1.8724807545267097,0.7405415065664668,0.0,0.0,0,0,0,0.06
Russell Wilson,SEA,231.1876235273286,1.9420944267107818,0.7188072510350094,17.298036331103265,0.13,0,0,0,0.09
Ryan Fitzpatrick,TB,303.0175546465154,1.9141280626361101,0.9332511517255773,15.725576502004595,0.12,0,0,0,0.0
Sam Darnold,NYJ,219.25412206995645,1.4238101864768868,1.0880449401131056,12.461149792467133,0.16,0,0,0,0.06
Sean Mannion,LAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taylor Heinicke,CAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taysom Hill,NO,0.0,0.0,0.0,15.112891641582209,0.17126340199337906,0,0,0,0.03
Teddy Bridgewater,NO,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Tom Brady,NE,306.02135016784615,2.603362142555131,0.6192959560165866,4.7,0.1549679691635636,0,0,0,0.13
Trevor Siemian,MIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Tyrod Taylor,CLE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
