Player,Team,Rush Yds,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush TD,2PT
A.J. Green,CIN,0.16,8.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0
Adam Humphries,TB,1.4,4.1,39.5,0.2,0.0,0.0,0.0,0.01,0.0
Adam Thielen,MIN,1.7,8.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0
Albert Wilson,MIA,5.0,3.18,35.5,0.23,0.0,0.0,0.0,0.01,0.0
Aldrick Robinson,MIN,0.02,1.8,21.3,0.2,0.0,0.0,0.0,0.0,0.0
Alex Erickson,CIN,2.8,2.5,31.5,0.2,0.0,0.0,0.0,0.01,0.0
Allen Hurns,DAL,0.06,2.6,35.0,0.2,0.0,0.0,0.0,0.0,0.0
Allen Robinson,CHI,0.07,5.0,65.0,0.5,0.0,0.0,0.0,0.0,0.0
Alshon Jeffery,PHI,0.15,5.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0
Amari Cooper,DAL,1.6,4.853725428827391,63.913855600459,0.4,0.0,0.0,0.0,0.0,0.0
Andre Holmes,DEN,0.03,2.1,28.0,0.1,0.0,0.0,0.0,0.0,0.0
Andre Roberts,NYJ,0.54,0.29332414908640286,4.87,0.02,0.0,0.0,0.0,0.0,0.0
Anthony Miller,CHI,0.6,3.2,38.5,0.4,0.0,0.0,0.0,0.0,0.0
Antonio Brown,PIT,0.2,7.19,102.0,1.0,0.0,0.0,0.0,0.0,0.0
Antonio Callaway,CLE,2.9,4.0,49.0,0.3,0.0,0.0,0.0,0.02,0.0
Brandin Cooks,LAR,5.1,6.0,78.6,1.0,0.0,0.0,0.0,0.01,0.0
Brandon Marshall,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Zylstra,MIN,0.08,0.21898690966681422,4.4,0.02,0.0,0.0,0.0,0.0,0.0
Brian Quick,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Goodwin,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Ridley,ATL,4.4,6.0,75.4,1.0,0.0,0.0,0.0,0.06,0.0
Chad Williams,ARI,1.1,2.6,37.2,0.2,0.0,0.0,0.0,0.0,0.0
Chester Rogers,IND,1.2,7.0,60.0,0.3,0.0,0.0,0.0,0.0,0.0
Chris Conley,KC,0.05,2.7,33.4,0.2,0.0,0.0,0.0,0.0,0.0
Chris Godwin,TB,0.04,3.9,50.3,0.4,0.0,0.0,0.0,0.0,0.0
Chris Hogan,NE,1.7,3.7,49.5,0.4,0.0,0.0,0.0,0.0,0.0
Chris Moore,BAL,3.2,1.1,13.36,0.1,0.0,0.0,0.0,0.0,0.0
Christian Kirk,ARI,3.9,4.0,55.0,1.0,0.0,0.0,0.0,0.01,0.0
Cody Core,CIN,0.08,0.477806905613825,6.556734661133241,0.02,0.0,0.0,0.0,0.0,0.0
