Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Russell Wilson, SEA",37.7,24.3,294.0,1.8,1.0,93.2,5.6,31.7,5.66,0.2,0.0,0.0,0.0,0.00,0.0,0.2,23,QB
"Tom Brady, NE",37.9,25.8,299.0,2.0,0.4,104.9,2.0,3.8,1.90,0.1,0.0,0.0,0.0,0.00,0.0,0.2,22,QB
"Ben Roethlisberger, PIT",38.3,25.3,314.0,2.1,1.0,98.7,1.8,2.1,1.17,0.0,0.0,0.0,0.0,0.00,0.0,0.2,22,QB
"Carson Wentz, PHI",36.3,22.7,255.0,2.2,0.8,94.5,4.8,19.8,4.12,0.0,0.0,0.0,0.0,0.00,0.0,0.3,22,QB
"Matt Ryan, ATL",35.1,25.0,322.0,1.9,0.7,109.4,2.1,7.9,3.76,0.0,0.0,0.0,0.0,0.00,0.0,0.3,21,QB
"Kirk Cousins, MIN",37.4,24.0,297.0,1.5,0.9,92.0,2.7,9.1,3.37,0.3,0.0,0.0,0.0,0.00,0.0,0.3,19,QB
"Marcus Mariota, TEN",33.0,20.2,262.0,1.5,1.4,83.6,3.8,21.0,5.53,0.3,0.0,0.0,0.0,0.00,0.0,0.3,19,QB
"Alex Smith, WAS",34.1,22.4,238.0,1.6,0.7,93.0,4.3,19.0,4.42,0.2,0.0,0.0,0.0,0.00,0.0,0.2,19,QB
"Drew Brees, NO",39.1,27.2,276.0,1.5,0.8,93.7,1.9,2.5,1.32,0.1,0.0,0.0,0.0,0.00,0.0,0.2,18,QB
"Cam Newton, CAR",34.2,20.0,247.0,1.4,1.1,81.2,6.3,28.5,4.52,0.3,0.0,0.0,0.0,0.00,0.0,0.2,18,QB
"Andy Dalton, CIN",32.5,21.2,249.0,1.7,0.9,94.3,3.3,8.0,2.42,0.1,0.0,0.0,0.0,0.00,0.0,0.3,17,QB
"Dak Prescott, DAL",32.0,19.3,197.0,1.4,0.7,83.5,3.5,24.4,6.97,0.3,0.0,0.0,0.0,0.00,0.0,0.2,17,QB
"Philip Rivers, LAC",37.6,24.7,269.0,1.6,0.9,90.8,0.9,2.0,2.22,0.0,0.0,0.0,0.0,0.00,0.0,0.3,17,QB
"Derek Carr, OAK",36.5,21.6,217.0,1.8,0.8,83.5,1.7,3.7,2.18,0.0,0.0,0.0,0.0,0.00,0.0,0.1,17,QB
"Jared Goff, LAR",33.7,20.1,246.0,1.6,1.0,85.7,1.8,5.6,3.11,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16,QB
"Ryan Fitzpatrick, TB",38.5,23.6,261.0,1.4,1.1,81.6,2.7,11.7,4.33,0.0,0.0,0.0,0.0,0.00,0.0,0.2,16,QB
"Jacoby Brissett, IND",32.4,18.4,220.0,1.4,1.1,78.0,3.8,14.1,3.71,0.3,0.0,0.0,0.0,0.00,0.0,0.2,16,QB
"Eli Manning, NYG",36.8,23.6,248.0,1.4,0.8,87.2,1.0,2.5,2.50,0.1,0.0,0.0,0.0,0.00,0.0,0.2,16,QB
"Case Keenum, DEN",32.8,23.9,245.0,1.4,0.6,100.5,0.9,3.7,4.11,0.0,0.0,0.0,0.0,0.00,0.0,0.2,15,QB
"Matthew Stafford, DET",36.1,22.4,237.0,1.4,0.7,86.0,2.3,9.0,3.91,0.0,0.0,0.0,0.0,0.00,0.0,0.2,15,QB
"Joe Flacco, BAL",37.8,23.0,221.0,1.6,1.5,74.7,1.1,2.1,1.91,0.1,0.0,0.0,0.0,0.00,0.0,0.1,15,QB
"Blaine Gabbert, TEN",34.0,19.3,215.0,1.0,1.4,68.4,5.5,24.2,4.40,0.2,0.0,0.0,0.0,0.00,0.0,0.2,14,QB
"Blake Bortles, JAC",31.5,17.9,197.0,1.2,1.1,73.6,3.9,20.0,5.13,0.1,0.0,0.0,0.0,0.00,0.0,0.3,14,QB
"Matt Moore, MIA",35.6,22.9,244.0,1.1,1.3,79.3,0.8,3.5,4.38,0.0,0.0,0.0,0.0,0.00,0.0,0.1,12,QB
"Tyrod Taylor, CLE",30.5,17.0,190.0,1.0,0.8,74.5,3.0,17.2,5.73,0.1,0.0,0.0,0.0,0.00,0.0,0.2,12,QB
"Josh McCown, NYJ",30.7,19.4,196.0,1.2,0.9,82.2,2.6,7.0,2.69,0.1,0.0,0.0,0.0,0.00,0.0,0.3,12,QB
"C.J. Beathard, SF",28.6,16.4,184.0,0.8,1.0,71.4,3.1,14.9,4.81,0.1,0.0,0.0,0.0,0.00,0.0,0.3,10,QB
"DeShone Kizer, GB",30.4,16.6,158.0,0.6,1.6,53.9,4.4,22.7,5.16,0.2,0.0,0.0,0.0,0.00,0.0,0.2,9,QB
"Mitchell Trubisky, CHI",26.9,14.5,157.0,0.7,0.8,67.6,3.1,19.2,6.19,0.0,0.0,0.0,0.0,0.00,0.0,0.3,9,QB
"Tom Savage, CIN",28.4,15.0,154.0,0.8,1.5,56.1,1.2,4.7,3.92,0.0,0.0,0.0,0.0,0.00,0.0,0.3,7,QB
"Brett Hundley, SEA",28.7,16.8,155.0,0.7,2.4,46.7,2.5,16.8,6.72,0.2,0.0,0.0,0.0,0.00,0.0,0.2,7,QB
"Trevor Siemian, MIN",5.4,3.4,38.4,0.2,0.2,81.1,0.3,1.0,3.33,0.0,0.0,0.0,0.0,0.00,0.0,0.0,1,QB
"Teddy Bridgewater, NO",1.8,1.3,13.1,0.1,0.0,111.1,0.0,0.2,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0,QB
"Jimmy Garoppolo, SF",3.0,1.7,19.3,0.1,0.1,73.3,0.1,0.2,2.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0,QB
"Bryce Petty, MIA",0.2,0.1,1.1,0.0,0.0,66.7,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0,QB
"Davis Webb, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0,QB
"Alex Tanney, NYG",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0,QB
"Chase Daniel, CHI",0.0,0.0,0.1,0.0,0.0,90.7,0.0,-0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0,QB
"T.J. Yates, HOU",0.1,0.0,0.5,0.0,0.0,47.9,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0,QB
