Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,9.0,108.0,0.9
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.1,0.0,7.9,95.9,1.0
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,8.3,107.0,0.6
Julio Jones,WR,ATL,0.0,0.0,0.0,1.2,0.0,7.0,107.0,0.4
Odell Beckham,WR,NYG,0.0,0.0,0.0,1.0,0.0,7.6,106.0,0.4
Keenan Allen,WR,LAC,0.0,0.0,0.0,7.5,0.0,6.5,98.1,0.5
Tyreek Hill,WR,KC,0.0,0.0,0.0,8.2,0.0,6.0,85.0,0.6
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,0.1,0.0,4.6,81.8,0.5
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,6.9,86.2,0.4
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,5.5,82.8,0.4
Tyler Boyd,WR,CIN,0.0,0.0,0.0,1.1,0.0,5.7,79.6,0.5
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,5.2,75.2,0.5
Kenny Golladay,WR,DET,0.0,0.0,0.0,0.9,0.0,5.4,79.1,0.4
Julian Edelman,WR,NE,0.0,0.0,0.0,6.6,0.0,6.6,75.8,0.4
Tyrell Williams,WR,LAC,0.0,0.0,0.0,1.2,0.0,3.3,68.4,0.5
Josh Gordon,WR,NE,0.0,0.0,0.0,0.0,0.0,4.4,65.2,0.5
Cooper Kupp,WR,LAR,0.0,0.0,0.0,2.3,0.0,4.4,61.7,0.5
Brandin Cooks,WR,LAR,0.0,0.0,0.0,3.2,0.0,4.4,70.9,0.3
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.1,0.0,6.7,70.3,0.3
Robert Woods,WR,LAR,0.0,0.0,0.0,6.2,0.0,5.0,70.7,0.3
Mike Williams,WR,LAC,0.0,0.0,0.0,1.8,0.0,2.8,53.6,0.6
Amari Cooper,WR,DAL,0.0,0.0,0.0,1.0,0.0,4.9,62.2,0.4
Marquise Goodwin,WR,SF,0.0,0.0,0.0,1.3,0.0,3.6,55.7,0.5
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,4.7,55.9,0.5
