Player,POS,Team,Receptions,Rec Yds,Rec TD
Julio Jones,WR,ATL,8,110,1
Odell Beckham,WR,NYG,7,105,1
Tyreek Hill,WR,KC,6,100,1
Antonio Brown,WR,PIT,7,90,1
Michael Thomas,WR,NO,8,90,1
Davante Adams,WR,GB,6,85,1
Keenan Allen,WR,LAC,7,85,1
Mike Evans,WR,TB,7,85,1
Josh Gordon,WR,NE,6,85,1
Julian Edelman,WR,NE,6,80,1
Robert Woods,WR,LAR,6,80,1
Tyler Boyd,WR,CIN,6,75,1
Larry Fitzgerald,WR,ARI,7,75,1
Marquez Valdes-Scantling,WR,GB,6,75,1
Amari Cooper,WR,DAL,6,70,1
Corey Davis,WR,TEN,5,70,1
Alshon Jeffery,WR,PHI,5,70,1
Marvin Jones,WR,DET,5,70,1
Cooper Kupp,WR,LAR,6,70,1
DeVante Parker,WR,MIA,6,70,1
Kenny Golladay,WR,DET,4,65,1
Calvin Ridley,WR,ATL,6,65,1
Christian Kirk,WR,ARI,4,55,1
Allen Robinson,WR,CHI,4,55,1
Mike Williams,WR,LAC,4,45,1
Jarvis Landry,WR,CLE,6,70,0
Brandin Cooks,WR,LAR,5,60,0
Maurice Harris,WR,WAS,6,65,0
T.Y. Hilton,WR,IND,4,65,0
JuJu Smith-Schuster,WR,PIT,5,65,0
Doug Baldwin,WR,SEA,5,60,0
Chris Conley,WR,KC,4,55,0
Quincy Enunwa,WR,NYJ,5,55,0
Devin Funchess,WR,CAR,4,55,0
Donte Moncrief,WR,JAX,5,55,0
D.J. Moore,WR,CAR,4,45,0
Dede Westbrook,WR,JAX,3,55,0
Danny Amendola,WR,MIA,5,50,0
Marquise Goodwin,WR,SF,4,50,0
DeSean Jackson,WR,TB,2,40,0
Tyrell Williams,WR,LAC,3,50,0
Taylor Gabriel,WR,CHI,4,45,0
Michael Gallup,WR,DAL,3,45,0
Adam Humphries,WR,TB,4,45,0
Jermaine Kearse,WR,NYJ,4,45,0
Tyler Lockett,WR,SEA,3,45,0
Chester Rogers,WR,IND,4,45,0
Tajae Sharpe,WR,TEN,3,45,0
Sterling Shepard,WR,NYG,4,45,0
Tre'Quan Smith,WR,NO,4,45,0
Cole Beasley,WR,DAL,4,40,0
Josh Doctson,WR,WAS,3,40,0
Brandon LaFell,WR,OAK,3,40,0
Seth Roberts,WR,OAK,3,40,0
Mohamed Sanu,WR,ATL,3,40,0
Kenny Stills,WR,MIA,3,40,0
Golden Tate,WR,PHI,4,40,0
Nelson Agholor,WR,PHI,3,35,0
Chris Godwin,WR,TB,3,35,0
Jakeem Grant,WR,MIA,2,25,0
Jordy Nelson,WR,OAK,3,35,0
Antonio Callaway,WR,CLE,2,30,0
D.J. Chark,WR,JAX,2,30,0
Zay Jones,WR,BUF,3,30,0
John Ross,WR,CIN,3,30,0
Curtis Samuel,WR,CAR,2,30,0
Keelan Cole,WR,JAX,2,25,0
Alex Erickson,WR,CIN,2,25,0
Chris Hogan,WR,NE,2,25,0
Cordarrelle Patterson,WR,NE,1,10,0
Ryan Switzer,WR,PIT,1,20,0
Martavis Bryant,WR,OAK,1,20,0
Rashard Higgins,WR,CLE,1,20,0
T.J. Jones,WR,DET,2,20,0
Jordan Matthews,WR,PHI,1,20,0
Anthony Miller,WR,CHI,2,20,0
J.J. Nelson,WR,ARI,2,20,0
Dante Pettis,WR,SF,2,20,0
Brandon Powell,WR,DET,2,20,0
Damion Ratley,WR,CLE,1,20,0
Travis Benjamin,WR,LAC,1,10,0
Allen Hurns,WR,DAL,1,10,0
Andre Roberts,WR,NYJ,1,10,0
Jarius Wright,WR,CAR,1,10,0
