Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,5.8,72.0,0.5
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,4.6,70.5,0.6
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,5.2,60.4,0.5
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,4.1,49.8,0.5
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.9,39.6,0.5
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,4.6,46.7,0.3
Trey Burton,TE,CHI,0.0,0.0,0.0,0.0,0.0,4.2,45.1,0.3
Tyler Eifert,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.5,38.9,0.4
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,3.7,39.8,0.3
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,0.0,3.5,40.7,0.3
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,3.8,43.0,0.2
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,3.3,37.5,0.3
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,3.4,37.5,0.3
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.1,36.5,0.3
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.6,31.0,0.3
Will Dissly,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.9,30.2,0.3
Austin Seferian-Jenkins,TE,JAX,0.0,0.0,0.0,0.0,0.0,3.1,30.8,0.2
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.0,32.9,0.2
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.6,28.3,0.3
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,2.9,31.9,0.2
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,2.7,31.3,0.2
Ryan Griffin,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.7,29.8,0.2
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,2.5,27.9,0.2
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,2.7,29.6,0.1
Jonnu Smith,TE,TEN,0.0,0.0,0.0,0.0,0.0,2.2,25.4,0.2
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,2.2,22.3,0.2
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,2.1,24.7,0.2
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,2.0,22.0,0.1
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.3,14.3,0.2
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.7,18.3,0.1
Jordan Thomas,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.2,20.1,0.0
Maxx Williams,TE,BAL,0.0,0.0,0.0,0.0,0.0,1.6,17.8,0.1
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.5,16.0,0.1
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,1.6,17.2,0.0
Jason Croom,TE,BUF,0.0,0.0,0.0,0.0,0.0,1.5,13.2,0.1
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,1.6,14.6,0.0
Eric Tomlinson,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.2,12.8,0.1
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.1,12.9,0.1
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.1
Luke Stocker,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.4,10.2,0.1
Geoff Swaim,TE,DAL,0.0,0.0,0.0,0.0,0.0,1.1,10.6,0.1
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,1.0,11.4,0.1
Jeff Heuerman,TE,DEN,0.0,0.0,0.0,0.0,0.0,1.0,11.4,0.1
David Morgan,TE,MIN,0.0,0.0,0.0,0.0,0.0,1.0,8.7,0.1
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.0,10.3,0.1
Luke Willson,TE,DET,0.0,0.0,0.0,0.0,0.0,0.9,9.5,0.1
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,0.8,8.9,0.0
Josh Hill,TE,NO,0.0,0.0,0.0,0.0,0.0,0.9,8.7,0.0
Garrett Celek,TE,SF,0.0,0.0,0.0,0.0,0.0,0.7,8.5,0.0
Jermaine Gresham,TE,ARI,0.0,0.0,0.0,0.0,0.0,0.9,8.5,0.0
James O'Shaughnessy,TE,JAX,0.0,0.0,0.0,0.0,0.0,0.7,7.5,0.0
Tyler Kroft,TE,CIN,0.0,0.0,0.0,0.0,0.0,0.6,6.5,0.1
Tyler Conklin,TE,MIN,0.0,0.0,0.0,0.0,0.0,0.7,5.6,0.1
Logan Paulsen,TE,ATL,0.0,0.0,0.0,0.0,0.0,0.6,6.0,0.0
Darren Fells,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.5,4.9,0.1
Lance Kendricks,TE,GB,0.0,0.0,0.0,0.0,0.0,0.6,6.1,0.0
Derek Carrier,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.5,5.2,0.0
Dion Sims,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.4,4.6,0.0
Rico Gathers,TE,DAL,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0
Marcedes Lewis,TE,GB,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0
Blake Jarwin,TE,DAL,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0
Ryan Hewitt,TE,IND,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0
Hakeem Valles,TE,NYG,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0
Clark Harris,TE,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Culkin,TE,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony Auclair,TE,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Mundt,TE,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Leggett,TE,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,TE,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Dickerson,TE,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Durham Smythe,TE,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,TE,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabe Holmes,TE,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Grimble,TE,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Braunecker,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Wick,TE,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Smith,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Perkins,TE,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,TE,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Brown,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Cross,TE,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Heuerman,TE,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
