Player,Team,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,2PT
Alan Cross,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Gates,LAC,1.3,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antony Auclair,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Hooper,ATL,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Seferian-Jenkins,JAX,3.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Braunecker,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Watson,NO,2.8,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake Jarwin,DAL,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C.J. Uzomah,CIN,0.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Brate,TB,1.7,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charles Clay,BUF,2.4,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Herndon,NYJ,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clark Harris,CIN,-0.005380572764070452,-0.07314961076699364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cole Wick,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dallas Goedert,PHI,1.19,13.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Brown,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren Fells,CLE,0.5,4.9,0.07,0.0,0.0,0.0,0.0,0.0,0.0
David Morgan,MIN,0.57,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Njoku,CLE,2.51,26.03,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Demetrius Harris,KC,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Carrier,OAK,0.5,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Sims,CHI,0.2,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Durham Smythe,MIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Allen,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Ebron,IND,4.0,43.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Eric Saubert,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Tomlinson,NYJ,0.73,7.84,-0.02799306448996164,0.0,0.0,0.0,0.0,0.0,0.0
Gabe Holmes,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Celek,SF,0.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Dickerson,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geoff Swaim,DAL,1.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Kittle,SF,2.8,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerald Everett,LAR,0.3,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakeem Valles,NYG,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James O'Shaughnessy,JAX,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Cook,OAK,3.6,42.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Jason Croom,BUF,1.06,9.88,-0.027127395069678095,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Heuerman,DEN,1.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jermaine Gresham,ARI,0.9,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse James,PIT,1.5,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Graham,GB,3.8,43.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Mundt,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonnu Smith,TEN,1.6,17.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Akins,HOU,0.79,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Leggett,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Thomas,HOU,0.74,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hill,NO,0.5,4.8,0.0,0.0,0.0,0.0,-0.4,0.0,0.0
Josh Perkins,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Rudolph,MIN,3.57,36.3,0.31,0.0,0.0,0.0,0.0,0.0,0.0
Lance Kendricks,GB,0.6,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Smith,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Levine Toilolo,DET,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Paulsen,ATL,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Stocker,TEN,0.95,10.2,0.07,0.0,0.0,0.0,0.0,0.0,0.0
Luke Willson,DET,0.9,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcedes Lewis,GB,0.0,0.0,-0.12463564957373416,0.0,0.0,0.0,0.0,0.0,0.0
Mark Andrews,BAL,1.88,17.345332564073715,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Matt LaCosse,DEN,1.0,5.907553220309225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxx Williams,BAL,0.94,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Gesicki,MIA,1.9,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MyCole Pruitt,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Boyle,BAL,1.1,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Vannett,SEA,0.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O.J. Howard,TB,2.7,37.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Rhett Ellison,NYG,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Seals-Jones,ARI,2.1,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rico Gathers,DAL,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob Gronkowski,NE,4.6,70.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,HOU,1.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Hewitt,IND,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Culkin,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Kelce,KC,5.3,70.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Trey Burton,CHI,3.21,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Conklin,MIN,0.2,2.7,-0.02694503042401688,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Eifert,CIN,3.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Higbee,LAR,0.7,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Kroft,CIN,0.6,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vance McDonald,PIT,2.6,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virgil Green,LAC,1.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Dissly,SEA,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
