Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,5.0,74.4,0.7, 
Travis Kelce,TE,KC,0.0,0.0,0.0,0.4,0.0,5.4,71.6,0.6, 
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,5.5,60.0,0.5, 
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.8,44.6,0.5, 
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,4.0,43.4,0.5, 
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,3.6,42.9,0.3, 
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.6,36.3,0.4, 
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,3.6,43.5,0.2, 
Trey Burton,TE,CHI,0.0,0.0,0.0,0.5,0.0,3.3,34.8,0.4,Q
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,3.3,34.5,0.3, 
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.2,38.0,0.2, 
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,2.8,30.5,0.3,Q
Tyler Eifert,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.2,IR
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,0.0,2.7,37.0,0.2,IR
Austin Seferian-Jenkins,TE,JAX,0.0,0.0,0.0,0.0,0.0,3.0,26.1,0.3,IR
Will Dissly,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.7,32.7,0.2,IR
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.7,30.8,0.2, 
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.7,29.5,0.2,Q
Rhett Ellison,TE,NYG,0.0,0.0,0.0,0.0,0.0,2.8,27.4,0.1,Q
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,2.1,23.8,0.3, 
Charles Clay,TE,BUF,0.0,0.0,0.0,0.0,0.0,2.4,26.9,0.2, 
Jeff Heuerman,TE,DEN,0.0,0.0,0.0,0.0,0.0,2.4,25.8,0.2,IR
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,2.3,25.6,0.1, 
Ryan Griffin,TE,HOU,0.0,0.0,0.0,0.0,0.0,2.0,23.1,0.2, 
Geoff Swaim,TE,DAL,0.0,0.0,0.0,0.0,0.0,2.3,23.8,0.1,IR
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,2.0,23.4,0.1, 
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,2.0,21.2,0.1, 
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,1.7,18.9,0.2,Q
Nick Boyle,TE,BAL,0.0,0.0,0.0,0.0,0.0,2.2,17.7,0.1, 
Luke Stocker,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.9,21.1,0.1,Q
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,1.5,17.3,0.2, 
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,1.7,18.7,0.1, 
Jonnu Smith,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.6,18.2,0.1,IR
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,1.5,17.2,0.1, 
Maxx Williams,TE,BAL,0.0,0.0,0.0,0.5,0.0,1.6,16.5,0.1, 
Jason Croom,TE,BUF,0.0,0.0,0.0,0.0,0.0,1.6,18.4,0.1, 
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.6,17.0,0.1, 
Chris Herndon,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.6,17.2,0.0, 
Luke Willson,TE,DET,0.0,0.0,0.0,0.0,0.0,1.5,15.7,0.1,Q
Eric Tomlinson,TE,NYJ,0.0,0.0,0.0,0.0,0.0,1.4,14.8,0.0,IR
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.2,12.9,0.1, 
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,1.2,11.6,0.1, 
Jordan Thomas,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.1,12.9,0.1, 
Jordan Akins,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.2,12.6,0.1, 
Josh Perkins,TE,PHI,0.0,0.0,0.0,0.0,0.0,1.1,13.0,0.1,IR
Jermaine Gresham,TE,ARI,0.0,0.0,0.0,0.0,0.0,1.1,10.7,0.1, 
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,1.1,12.0,0.1, 
Lance Kendricks,TE,GB,0.0,0.0,0.0,0.0,0.0,0.9,8.6,0.1, 
Tyler Kroft,TE,CIN,0.0,0.0,0.0,0.0,0.0,1.0,9.6,0.1,IR
Darren Fells,TE,CLE,0.0,0.0,0.0,0.0,0.0,0.9,9.8,0.1, 
Garrett Celek,TE,SF,0.0,0.0,0.0,0.0,0.0,0.9,10.2,0.0,Q
Durham Smythe,TE,MIA,0.0,0.0,0.0,0.0,0.0,0.7,7.6,0.1, 
James O'Shaughnessy,TE,JAX,0.0,0.0,0.0,0.0,0.0,0.8,9.1,0.0, 
David Morgan,TE,MIN,0.0,0.0,0.0,0.0,0.0,0.7,8.2,0.0, 
Logan Paulsen,TE,ATL,0.0,0.0,0.0,0.0,0.0,0.7,7.4,0.0, 
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.0, 
Dion Sims,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.7,7.5,0.0,IR
Derek Carrier,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.7,7.6,0.0,Q
Jordan Leggett,TE,NYJ,0.0,0.0,0.0,0.0,0.0,0.7,7.4,0.0, 
Rico Gathers,TE,DAL,0.0,0.0,0.0,0.0,0.0,0.6,6.7,0.0, 
Dwayne Allen,TE,NE,0.0,0.0,0.0,0.0,0.0,0.5,5.3,0.0, 
Josh Hill,TE,NO,0.0,0.0,0.0,0.0,0.0,0.5,4.8,0.0, 
Blake Jarwin,TE,DAL,0.0,0.0,0.0,0.0,0.0,0.4,4.5,0.0, 
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,0.4,4.0,0.0, 
Tyler Conklin,TE,MIN,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0, 
Xavier Grimble,TE,PIT,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.0, 
Alan Cross,TE,TB,0.0,0.0,0.0,0.0,0.0,0.1,1.3,0.0,IR
Eric Saubert,TE,ATL,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0, 
Gabe Holmes,TE,ARI,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0, 
Marcedes Lewis,TE,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Lee Smith,TE,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
MyCole Pruitt,TE,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Daniel Brown,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Ben Braunecker,TE,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Cole Wick,TE,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR
Antony Auclair,TE,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Sean Culkin,TE,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Johnny Mundt,TE,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Garrett Dickerson,TE,NYG,,,,,,,,, 
