Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
George Kittle,TE,SF,0.0,0.0,0.0,0.0,0.0,4.7,70.3,0.3
Rob Gronkowski,TE,NE,0.0,0.0,0.0,0.0,0.0,4.6,65.8,0.5
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,5.3,66.3,0.4
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,5.5,65.3,0.3
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,4.8,54.5,0.4
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,4.9,55.6,0.4
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,4.0,56.0,0.4
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.4,61.3,0.2
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,4.1,46.9,0.5
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,4.8,44.9,0.3
Geoff Swaim,TE,DAL,0.0,0.0,0.0,0.0,0.0,3.0,31.4,0.3
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.3,34.2,0.3
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,2.5,36.4,0.3
Mike Gesicki,TE,MIA,0.0,0.0,0.0,0.0,0.0,3.3,31.9,0.2
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,2.8,33.6,0.2
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,2.6,30.6,0.2
David Njoku,TE,CLE,0.0,0.0,0.0,0.0,0.0,3.3,31.3,0.2
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,2.6,26.7,0.3
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,1.8,32.6,0.1
Hayden Hurst,TE,BAL,0.0,0.0,0.0,0.0,0.0,3.3,29.5,0.2
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,2.4,27.8,0.2
Ian Thomas,TE,CAR,0.0,0.0,0.0,0.0,0.0,2.3,23.5,0.2
Lance Kendricks,TE,GB,0.0,0.0,0.0,0.0,0.0,2.2,23.6,0.2
Tyler Kroft,TE,CIN,0.0,0.0,0.0,0.0,0.0,2.3,23.6,0.2
Austin Seferian-Jenkins,TE,JAX,0.0,0.0,0.0,0.0,0.0,3.0,26.2,0.2
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.6,26.6,0.2
