Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.5,0.0,8.0,96.9,0.6, 
Odell Beckham,WR,NYG,0.0,0.0,0.0,3.7,0.0,7.3,88.5,0.5,Q
Julio Jones,WR,ATL,0.0,0.0,0.0,0.8,0.0,6.3,95.3,0.6, 
A.J. Green,WR,CIN,0.0,0.0,0.0,0.0,0.0,6.1,85.6,0.7,IR
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.7,0.0,6.3,86.7,0.4,Q
Tyreek Hill,WR,KC,0.0,0.0,0.0,8.2,0.0,5.1,81.1,0.5, 
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,6.9,79.2,0.4, 
Robert Woods,WR,LAR,0.0,0.0,0.0,7.1,0.0,5.5,73.7,0.5, 
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,5.5,72.9,0.6, 
Stefon Diggs,WR,MIN,0.0,0.0,0.0,3.8,0.0,6.0,70.4,0.5, 
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.0,0.0,5.9,78.0,0.4, 
Golden Tate,WR,PHI,0.0,0.0,0.0,2.4,0.0,6.2,74.8,0.3, 
Keenan Allen,WR,LAC,0.0,0.0,0.0,0.0,0.0,6.1,72.0,0.4, 
Brandin Cooks,WR,LAR,0.0,0.0,0.0,3.2,0.0,4.9,74.1,0.4, 
Tyler Boyd,WR,CIN,0.0,0.0,0.0,1.4,0.0,5.4,66.0,0.4,IR
Kenny Golladay,WR,DET,0.0,0.0,0.0,0.0,0.0,4.8,68.4,0.4,Q
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,2.7,0.0,5.2,64.6,0.3,IR
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,4.9,61.0,0.4, 
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,0.0,4.7,60.5,0.4,Q
Julian Edelman,WR,NE,0.0,0.0,0.0,1.6,0.0,4.8,57.1,0.3, 
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,4.3,56.9,0.5,Q
Sammy Watkins,WR,KC,0.0,0.0,0.0,4.7,0.0,4.2,53.0,0.4, 
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,4.3,52.1,0.5, 
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,4.8,0.0,4.3,54.8,0.3, 
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,3.6,55.7,0.5,IR
Chester Rogers,WR,IND,0.0,0.0,0.0,0.0,0.0,5.0,49.3,0.3, 
Sterling Shepard,WR,NYG,0.0,0.0,0.0,0.0,0.0,4.5,52.7,0.4, 
Josh Gordon,WR,NE,0.0,0.0,0.0,0.0,0.0,3.8,57.5,0.4,SSPD
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,4.4,55.0,0.3,IR
Devin Funchess,WR,CAR,0.0,0.0,0.0,0.0,0.0,4.3,56.2,0.3, 
John Brown,WR,BAL,0.0,0.0,0.0,2.2,0.0,3.3,56.2,0.4, 
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,4.2,53.7,0.3, 
Willie Snead,WR,BAL,0.0,0.0,0.0,0.0,0.0,4.6,55.4,0.2, 
Jermaine Kearse,WR,NYJ,0.0,0.0,0.0,0.0,0.0,4.1,50.9,0.3,Q
Albert Wilson,WR,MIA,0.0,0.0,0.0,6.1,0.0,3.8,48.9,0.3,IR
DeSean Jackson,WR,TB,0.0,0.0,0.0,1.5,0.0,3.3,56.2,0.3,Q
Keelan Cole,WR,JAX,0.0,0.0,0.0,0.0,0.0,4.0,54.5,0.3, 
Nelson Agholor,WR,PHI,0.0,0.0,0.0,3.3,0.0,4.0,45.6,0.3, 
Dede Westbrook,WR,JAX,0.0,0.0,0.0,2.9,0.0,3.9,50.1,0.2, 
Will Fuller,WR,HOU,0.0,0.0,0.0,0.7,0.0,3.8,52.9,0.2,IR
Marquise Goodwin,WR,SF,0.0,0.0,0.0,4.4,0.0,3.2,50.2,0.3,Q
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,0.7,0.0,3.8,45.7,0.3, 
Cole Beasley,WR,DAL,0.0,0.0,0.0,0.0,0.0,4.2,46.7,0.2, 
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,3.6,43.9,0.4, 
Christian Kirk,WR,ARI,0.0,0.0,0.0,1.5,0.0,3.8,48.6,0.2,IR
Kenny Stills,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.0,48.2,0.4, 
Calvin Ridley,WR,ATL,0.0,0.0,0.0,3.0,0.0,3.2,44.5,0.3, 
Keke Coutee,WR,HOU,0.0,0.0,0.0,3.0,0.0,4.0,45.5,0.2, 
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,4.0,45.3,0.2, 
Antonio Callaway,WR,CLE,0.0,0.0,0.0,2.9,0.0,3.1,46.6,0.3, 
Donte Moncrief,WR,JAX,0.0,0.0,0.0,0.0,0.0,3.2,43.1,0.4, 
Robby Anderson,WR,NYJ,0.0,0.0,0.0,1.6,0.0,3.0,49.0,0.3, 
Mike Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,3.2,44.7,0.3, 
Josh Reynolds,WR,LAR,0.0,0.0,0.0,1.7,0.0,3.2,41.8,0.3, 
Taywan Taylor,WR,TEN,0.0,0.0,0.0,0.0,0.0,3.4,42.9,0.2, 
Tyrell Williams,WR,LAC,0.0,0.0,0.0,2.6,0.0,2.7,43.8,0.3, 
Damion Ratley,WR,CLE,0.0,0.0,0.0,0.0,0.0,3.2,44.4,0.2, 
Danny Amendola,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.7,39.0,0.2, 
Pierre Garcon,WR,SF,0.0,0.0,0.0,0.0,0.0,3.5,40.7,0.2,IR
Kelvin Benjamin,WR,KC,0.0,0.0,0.0,0.0,0.0,3.0,44.3,0.2, 
Cameron Meredith,WR,NO,0.0,0.0,0.0,0.0,0.0,3.2,40.8,0.2,IR
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,0.0,2.8,40.1,0.2, 
Maurice Harris,WR,WAS,0.0,0.0,0.0,3.3,0.0,3.0,37.6,0.2,IR
Anthony Miller,WR,CHI,0.0,0.0,0.0,0.0,0.0,2.9,36.0,0.3,Q
Josh Doctson,WR,WAS,0.0,0.0,0.0,0.0,0.0,3.0,40.1,0.2, 
Zach Pascal,WR,IND,0.0,0.0,0.0,1.3,0.0,2.8,32.8,0.3, 
Chris Hogan,WR,NE,0.0,0.0,0.0,0.0,0.0,2.6,38.7,0.2, 
Laquon Treadwell,WR,MIN,0.0,0.0,0.0,0.0,0.0,3.0,33.2,0.2, 
John Ross,WR,CIN,0.0,0.0,0.0,1.4,0.0,2.6,34.8,0.2, 
Charone Peake,WR,NYJ,0.0,0.0,0.0,0.0,0.0,2.6,35.2,0.2, 
Jakeem Grant,WR,MIA,0.0,0.0,0.0,1.6,0.0,2.4,31.3,0.2,IR
Zay Jones,WR,BUF,0.0,0.0,0.0,0.0,0.0,2.7,34.5,0.2, 
Adam Humphries,WR,TB,0.0,0.0,0.0,1.5,0.0,2.8,29.4,0.2, 
Tajae Sharpe,WR,TEN,0.0,0.0,0.0,1.6,0.0,2.3,32.3,0.2,Q
Tre'Quan Smith,WR,NO,0.0,0.0,0.0,0.0,0.0,2.3,32.5,0.2, 
Allen Hurns,WR,DAL,0.0,0.0,0.0,0.0,0.0,2.2,27.5,0.2,IR
D.J. Moore,WR,CAR,0.0,0.0,0.0,3.4,0.0,2.2,28.0,0.1, 
Andre Holmes,WR,DEN,0.0,0.0,0.0,0.0,0.0,2.3,31.3,0.1,IR
Chad Williams,WR,ARI,0.0,0.0,0.0,0.0,0.0,2.1,28.4,0.2, 
Michael Gallup,WR,DAL,0.0,0.0,0.0,0.0,0.0,2.1,27.6,0.2, 
Trent Taylor,WR,SF,0.0,0.0,0.0,0.0,0.0,2.4,24.6,0.1, 
Andre Roberts,WR,NYJ,0.0,0.0,0.0,0.0,0.0,1.7,22.4,0.1, 
Deonte Thompson,WR,BUF,0.0,0.0,0.0,0.0,0.0,1.8,22.0,0.1,Q
Darius Jennings,WR,TEN,0.0,0.0,0.0,0.0,0.0,1.7,22.6,0.1, 
Torrey Smith,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.7,20.6,0.1, 
Chris Conley,WR,KC,0.0,0.0,0.0,0.0,0.0,1.6,18.7,0.2, 
Jordan Matthews,WR,PHI,0.0,0.0,0.0,0.0,0.0,1.6,19.8,0.1, 
D.J. Chark,WR,JAX,0.0,0.0,0.0,0.0,0.0,1.4,19.7,0.1, 
Chris Moore,WR,BAL,0.0,0.0,0.0,3.2,0.0,1.3,15.9,0.1, 
Jarius Wright,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.5,15.7,0.1, 
Curtis Samuel,WR,CAR,0.0,0.0,0.0,3.4,0.0,1.1,14.8,0.1, 
Michael Floyd,WR,WAS,0.0,0.0,0.0,0.0,0.0,1.2,17.0,0.1, 
Cordarrelle Patterson,WR,NE,0.0,0.0,0.0,5.9,0.0,1.0,10.4,0.1, 
Kendrick Bourne,WR,SF,0.0,0.0,0.0,0.0,0.0,1.2,14.5,0.1, 
JoJo Natson,WR,LAR,0.0,0.0,0.0,0.0,0.0,1.0,13.2,0.1, 
Phillip Dorsett,WR,NE,0.0,0.0,0.0,0.0,0.0,1.1,14.2,0.1, 
Brice Butler,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.9,14.6,0.1, 
Breshad Perriman,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.8,12.8,0.1, 
Alex Erickson,WR,CIN,0.0,0.0,0.0,0.0,0.0,0.7,8.8,0.1, 
Aldrick Robinson,WR,MIN,0.0,0.0,0.0,0.0,0.0,0.7,9.1,0.1, 
Justin Hardy,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1, 
Demarcus Robinson,WR,KC,0.0,0.0,0.0,0.0,0.0,0.6,8.0,0.1, 
T.J. Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,0.7,8.8,0.1, 
Austin Carr,WR,NO,0.0,0.0,0.0,0.0,0.0,0.6,8.3,0.0, 
Dontrelle Inman,WR,IND,0.0,0.0,0.0,0.0,0.0,0.5,6.1,0.0, 
Marvin Hall,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.4,5.5,0.0, 
J.J. Nelson,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.4,6.4,0.0, 
Bennie Fowler,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.5,5.9,0.0, 
Josh Bellamy,WR,CHI,0.0,0.0,0.0,0.0,0.0,0.4,5.4,0.0, 
DeAndre Carter,WR,HOU,0.0,0.0,0.0,0.0,0.0,0.2,2.8,0.0, 
DaeSean Hamilton,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0, 
Shelton Gibson,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.2,2.8,0.0, 
Kevin White,WR,CHI,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0, 
Tim Patrick,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0, 
Geremy Davis,WR,LAC,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0, 
Rashad Greene,WR,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Damiere Byrd,WR,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IR
Matthew Slater,WR,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Cody Core,WR,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Q
Jehu Chesson,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Justin Watson,WR,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Richie James,WR,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Brandon Zylstra,WR,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Cameron Batson,WR,TEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Marcus Kemp,WR,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
KhaDarel Hodge,WR,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, 
Cam Phillips,WR,BUF,,,,,,,,, 
Deontay Burnett,WR,NYJ,,,,,,,,, 
