Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,7.3,81.6,0.7, 
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,6.1,79.1,0.8, 
Jack Doyle,TE,IND,0.0,0.0,0.0,0.0,0.0,4.7,43.8,0.4,IR
Greg Olsen,TE,CAR,0.0,0.0,0.0,0.0,0.0,4.0,47.8,0.5,IR
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.2,49.4,0.3, 
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,4.2,41.5,0.4, 
Evan Engram,TE,NYG,0.0,0.0,0.0,0.0,0.0,3.8,38.5,0.4, 
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,3.3,42.7,0.3, 
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,3.2,40.8,0.3,Q
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,3.9,39.3,0.2,IR
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,0.0,2.9,41.3,0.3,IR
Trey Burton,TE,CHI,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.3,Q
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,3.4,33.6,0.3, 
Eric Ebron,TE,IND,0.0,0.0,0.0,0.0,0.0,2.9,33.7,0.4, 
Jeff Heuerman,TE,DEN,0.0,0.0,0.0,0.0,0.0,3.4,32.4,0.3,IR
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,3.3,32.9,0.3, 
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.1,34.5,0.2, 
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,2.6,28.2,0.3,Q
Nick Vannett,TE,SEA,0.0,0.0,0.0,0.0,0.0,2.3,24.8,0.4, 
James O'Shaughnessy,TE,JAX,0.0,0.0,0.0,0.0,0.0,2.8,27.6,0.2, 
Vernon Davis,TE,WAS,0.0,0.0,0.0,0.0,0.0,2.4,33.0,0.1,Q
Luke Willson,TE,DET,0.0,0.0,0.0,0.0,0.0,2.4,22.9,0.3,Q
Gerald Everett,TE,LAR,0.0,0.0,0.0,0.0,0.0,2.1,21.7,0.3, 
Jesse James,TE,PIT,0.0,0.0,0.0,0.0,0.0,2.2,25.2,0.2, 
Mark Andrews,TE,BAL,0.0,0.0,0.0,0.0,0.0,2.1,24.8,0.2, 
Ed Dickson,TE,SEA,0.0,0.0,0.0,0.0,0.0,1.6,19.7,0.3, 
Jonnu Smith,TE,TEN,0.0,0.0,0.0,0.0,0.0,1.9,20.2,0.2,IR
Tyler Higbee,TE,LAR,0.0,0.0,0.0,0.0,0.0,1.6,18.7,0.2, 
Antonio Gates,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.5,16.6,0.3, 
Ryan Griffin,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.6,19.4,0.2, 
Geoff Swaim,TE,DAL,0.0,0.0,0.0,0.0,0.0,1.8,17.7,0.2,IR
Virgil Green,TE,LAC,0.0,0.0,0.0,0.0,0.0,1.5,15.9,0.2, 
Matt LaCosse,TE,DEN,0.0,0.0,0.0,0.0,0.0,1.7,18.8,0.1, 
Cameron Brate,TE,TB,0.0,0.0,0.0,0.0,0.0,1.5,16.8,0.2,Q
Hayden Hurst,TE,BAL,0.0,0.0,0.0,0.6,0.0,1.4,16.4,0.1, 
Levine Toilolo,TE,DET,0.0,0.0,0.0,0.0,0.0,1.4,15.2,0.2, 
Jordan Thomas,TE,HOU,0.0,0.0,0.0,0.0,0.0,1.3,14.5,0.1, 
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,1.2,13.6,0.1, 
Demetrius Harris,TE,KC,0.0,0.0,0.0,0.0,0.0,0.9,11.0,0.1, 
Dan Arnold,TE,NO,0.0,0.0,0.0,0.0,0.0,0.9,10.0,0.1, 
Josh Hill,TE,NO,0.0,0.0,0.0,0.0,0.0,0.9,9.2,0.1, 
Luke Stocker,TE,TEN,0.0,0.0,0.0,0.0,0.0,0.9,10.1,0.1,Q
