Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Travis Kelce,TE,KC,0.0,0.0,0.0,0.0,0.0,6.4,86.8,0.5
Zach Ertz,TE,PHI,0.0,0.0,0.0,0.0,0.0,6.4,79.8,0.5
O.J. Howard,TE,TB,0.0,0.0,0.0,0.0,0.0,3.3,52.8,0.4
Greg Olsen,TE,CAR,0.0,0.0,0.0,0.0,0.0,4.0,56.1,0.4
Jared Cook,TE,OAK,0.0,0.0,0.0,0.0,0.0,4.7,61.4,0.2
Eric Ebron,TE,IND,0.0,0.0,0.0,0.1,0.0,3.3,41.5,0.5
Jimmy Graham,TE,GB,0.0,0.0,0.0,0.0,0.0,4.4,53.2,0.3
Evan Engram,TE,NYG,0.0,0.0,0.0,1.8,0.0,3.8,41.8,0.4
Benjamin Watson,TE,NO,0.0,0.0,0.0,0.0,0.0,3.9,43.5,0.3
Austin Hooper,TE,ATL,0.0,0.0,0.0,0.0,0.0,4.8,48.8,0.3
Trey Burton,TE,CHI,0.0,0.0,0.0,0.1,0.0,3.2,40.4,0.3
Kyle Rudolph,TE,MIN,0.0,0.0,0.0,0.0,0.0,4.0,40.0,0.2
Ricky Seals-Jones,TE,ARI,0.0,0.0,0.0,0.0,0.0,3.0,42.5,0.2
Vance McDonald,TE,PIT,0.0,0.0,0.0,0.0,0.0,3.6,47.5,0.2
Jordan Reed,TE,WAS,0.0,0.0,0.0,0.0,0.0,4.2,45.4,0.2
Jack Doyle,TE,IND,0.0,0.0,0.0,0.0,0.0,3.7,37.7,0.3
Geoff Swaim,TE,DAL,0.0,0.0,0.0,0.0,0.0,3.9,37.9,0.2
C.J. Uzomah,TE,CIN,0.0,0.0,0.0,0.0,0.0,2.9,30.1,0.2
Jeff Heuerman,TE,DEN,0.0,0.0,0.0,0.0,0.0,3.2,31.0,0.2
Dallas Goedert,TE,PHI,0.0,0.0,0.0,0.0,0.0,2.0,23.6,0.3
