Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Dak Prescott, DAL",31.3,22.4,266.0,2.0,0.3,114.4,3.0,13.9,4.63,0.3,0,0.0,0.0,0.00,0.0,0.3,23,QB
"Russell Wilson, SEA",36.4,24.9,303.0,1.9,0.8,102.0,3.5,16.4,4.69,0.1,0,0.0,0.0,0.00,0.0,0.2,23,QB
"Ben Roethlisberger, PIT",38.1,25.8,296.0,2.1,0.8,100.5,1.2,2.9,2.42,0.1,0,0.0,0.0,0.00,0.0,0.2,22,QB
"Cam Newton, CAR",33.9,20.1,249.0,1.6,1.1,84.3,6.2,30.5,4.92,0.4,0,0.0,0.0,0.00,0.0,0.3,21,QB
"Tyrod Taylor, CLE",29.2,18.7,187.0,1.8,0.5,95.5,5.7,30.8,5.40,0.3,0,0.0,0.0,0.00,0.0,0.2,21,QB
"Tom Brady, NE",35.7,23.3,270.0,1.9,0.4,101.1,2.8,5.8,2.07,0.1,0,0.0,0.0,0.00,0.0,0.1,21,QB
"Derek Carr, OAK",38.6,25.6,254.0,2.1,0.7,95.3,2.2,6.0,2.73,0.0,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Drew Brees, NO",42.3,30.5,292.0,1.9,0.9,97.0,1.5,2.1,1.40,0.1,0,0.0,0.0,0.00,0.0,0.3,20,QB
"Marcus Mariota, TEN",30.6,20.6,236.0,1.8,0.8,99.0,3.5,21.3,6.09,0.1,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Aaron Rodgers, GB",37.3,21.7,238.0,1.6,0.8,82.5,3.7,23.7,6.41,0.3,0,0.0,0.0,0.00,0.0,0.3,20,QB
"Ryan Tannehill, MIA",30.7,20.1,231.0,1.7,0.7,97.0,2.9,13.8,4.76,0.1,0,0.0,0.0,0.00,0.0,0.2,19,QB
"Carson Wentz, PHI",36.9,22.9,263.0,1.9,1.0,89.4,2.9,4.7,1.62,0.0,0,0.0,0.0,0.00,0.0,0.2,19,QB
"Eli Manning, NYG",37.8,24.2,272.0,1.8,0.9,91.4,1.3,1.9,1.46,0.0,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Matt Ryan, ATL",35.8,22.9,272.0,1.8,1.0,92.2,2.1,5.9,2.81,0.0,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Carson Palmer, ARI",38.7,25.0,272.0,1.8,1.0,89.9,1.1,3.5,3.18,0.0,0,0.0,0.0,0.00,0.0,0.3,18,QB
"Kirk Cousins, MIN",37.0,26.5,274.0,1.5,0.9,96.0,1.9,4.8,2.53,0.1,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Joe Flacco, BAL",41.3,26.2,254.0,1.4,1.1,80.8,1.9,3.9,2.05,0.2,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Scott Tolzien, IND",38.4,23.1,256.0,1.4,1.1,80.2,1.8,6.6,3.67,0.1,0,0.0,0.0,0.00,0.0,0.2,16,QB
"Andy Dalton, CIN",33.3,22.2,227.0,1.1,0.6,89.5,3.6,10.5,2.92,0.2,0,0.0,0.0,0.00,0.0,0.2,16,QB
"Philip Rivers, LAC",38.9,24.1,262.0,1.5,1.1,82.8,1.2,2.5,2.08,0.0,0,0.0,0.0,0.00,0.0,0.3,16,QB
