Player,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Pass Yds,Pass TD,Pass Int,2PT
A.J. Green,CIN,0.0,0.0,5.7,82.2,0.53,0.0,0.0,0.0,0.0
Adam Humphries,TB,0.0,0.0,2.1,24.4,0.0,0.0,0.0,0.0,0.0
Adam Thielen,MIN,0.17,0.0,7.61,97.65,0.5,0.0,0.0,0.0,0.0
Aldrick Robinson,MIN,0.0,0.0,0.6,6.4,0.07,0.0,0.0,0.0,0.0
Alex Erickson,CIN,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
Alshon Jeffery,PHI,0.0,0.0,4.2,55.8,0.3,0.0,0.0,0.0,0.0
Andre Holmes,DEN,0.0,0.0,0.9973602017171377,13.1,0.1,0.0,0.0,0.0,0.0
Andre Roberts,NYJ,0.2,0.0,2.2,23.5,0.0,0.0,0.0,0.0,0.0
Anthony Miller,CHI,0.0,0.0,2.36,29.79,0.0,0.0,0.0,0.0,0.0
Antonio Brown,PIT,0.0,0.0,6.3,84.4,0.6,0.0,0.0,0.0,0.0
Antonio Callaway,CLE,0.0,0.0,2.4,33.2,0.0,0.0,0.0,0.0,0.0
Austin Carr,NO,0.0,0.0,0.3,4.0,0.0,0.0,0.0,0.0,0.0
Bennie Fowler,NYG,0.0,0.0,0.4,4.5,0.0,0.0,0.0,0.0,0.0
Brandin Cooks,LAR,2.89,0.0,4.25,70.1,0.39,0.0,0.0,0.0,0.0
Brandon Marshall,FA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Zylstra,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Breshad Perriman,CLE,0.0,0.0,0.72,8.85,0.0,0.0,0.0,0.0,0.0
Cam Phillips,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Meredith,NO,0.0,0.0,1.96,25.0,0.0,0.0,0.0,0.0,0.0
Chad Williams,ARI,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0
Charone Peake,NYJ,0.0,0.0,0.21,2.595926974870121,0.0,0.0,0.0,0.0,0.0
Chester Rogers,IND,0.0,0.0,2.81,34.53,0.0,0.0,0.0,0.0,0.0
Chris Conley,KC,0.0,0.0,1.59,18.4,0.0,0.0,0.0,0.0,0.0
Chris Godwin,TB,0.0,0.0,3.6,47.5,0.33,0.0,0.0,0.0,0.0
Chris Hogan,NE,0.0,0.0,2.5,33.1,0.0,0.0,0.0,0.0,0.0
Chris Moore,BAL,0.3,0.0,0.85,9.1,0.06,0.0,0.0,0.0,0.0
