Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.3,0.0,8.6,118.0,0.6
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,8.1,101.0,0.6
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,7.2,104.0,0.6
Odell Beckham,WR,NYG,0.0,0.0,0.0,3.2,0.0,7.4,97.6,0.6
A.J. Green,WR,CIN,0.0,0.0,0.0,0.0,0.0,7.2,97.4,0.7
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.0,0.0,6.3,92.1,0.7
Tyreek Hill,WR,KC,0.0,0.0,0.0,8.4,0.0,5.8,90.0,0.5
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,6.4,81.9,0.7
Stefon Diggs,WR,MIN,0.0,0.0,0.0,1.2,0.0,6.5,85.0,0.5
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,0.0,6.3,93.8,0.4
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,5.7,78.5,0.6
Robert Woods,WR,LAR,0.0,0.0,0.0,7.1,0.0,5.8,76.5,0.5
Brandin Cooks,WR,LAR,0.0,0.0,0.0,5.8,0.0,5.2,81.3,0.5
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,5.5,76.5,0.6
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,0.0,0.0,5.9,83.4,0.4
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.4,0.0,7.1,73.2,0.4
Golden Tate,WR,PHI,0.0,0.0,0.0,1.9,0.0,6.2,73.0,0.4
Julian Edelman,WR,NE,0.0,0.0,0.0,0.0,0.0,6.5,70.9,0.3
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,4.2,60.0,0.6
Doug Baldwin,WR,SEA,0.0,0.0,0.0,0.7,0.0,4.8,61.0,0.5
Tyler Boyd,WR,CIN,0.0,0.0,0.0,0.0,0.0,5.8,66.7,0.3
Kenny Golladay,WR,DET,0.0,0.0,0.0,1.1,0.0,4.4,64.3,0.4
Sterling Shepard,WR,NYG,0.0,0.0,0.0,1.0,0.0,5.1,65.2,0.3
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,4.9,59.2,0.4
Danny Amendola,WR,MIA,0.0,0.0,0.0,0.0,0.0,5.9,60.9,0.3
Will Fuller,WR,HOU,0.0,0.0,0.0,2.3,0.0,4.0,59.8,0.4
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,5.0,54.7,0.4
Sammy Watkins,WR,KC,0.0,0.0,0.0,1.7,0.0,4.0,57.6,0.4
Tyler Lockett,WR,SEA,0.0,0.0,0.0,3.6,0.0,3.9,55.7,0.2
Devin Funchess,WR,CAR,0.0,0.0,0.0,0.0,0.0,3.9,54.9,0.5
Randall Cobb,WR,GB,0.0,0.0,0.0,1.8,0.0,4.9,53.4,0.4
John Brown,WR,BAL,0.0,0.0,0.0,0.0,0.0,3.7,59.1,0.4
Geronimo Allison,WR,GB,0.0,0.0,0.0,0.0,0.0,4.2,58.8,0.3
Jordy Nelson,WR,OAK,0.0,0.0,0.0,0.0,0.0,4.5,52.0,0.4
