Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.3,0.0,8.2,103.3,0.7, 
Odell Beckham,WR,NYG,0.0,0.0,0.0,3.7,0.0,7.1,88.2,0.5,Q
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,6.7,84.9,0.6, 
A.J. Green,WR,CIN,0.0,0.0,0.0,0.0,0.0,5.7,82.2,0.8,IR
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,1.8,0.0,6.1,87.1,0.6,Q
Tyreek Hill,WR,KC,0.0,0.0,0.0,10.3,0.1,5.1,78.6,0.6, 
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,6.8,81.9,0.5, 
Robert Woods,WR,LAR,0.0,0.0,0.0,7.1,0.0,5.8,78.7,0.5, 
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,6.3,80.4,0.5,Q
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,6.0,79.3,0.5, 
Stefon Diggs,WR,MIN,0.0,0.0,0.0,4.3,0.0,6.0,69.1,0.5, 
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.0,0.0,6.2,75.1,0.4, 
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,0.0,5.2,70.0,0.6,Q
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,5.5,73.8,0.5, 
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,2.4,0.0,5.8,74.2,0.3,IR
Brandin Cooks,WR,LAR,0.0,0.0,0.0,4.1,0.0,4.5,70.1,0.5, 
Golden Tate,WR,PHI,0.0,0.0,0.0,2.8,0.0,5.6,63.9,0.3, 
Tyler Boyd,WR,CIN,0.0,0.0,0.0,1.4,0.0,5.0,61.2,0.4,IR
Kenny Golladay,WR,DET,0.0,0.0,0.0,0.0,0.0,4.5,62.2,0.5,Q
Will Fuller,WR,HOU,0.0,0.0,0.0,1.8,0.0,4.3,63.7,0.4,IR
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,4.9,60.6,0.3,IR
Randall Cobb,WR,GB,0.0,0.0,0.0,1.2,0.0,5.0,58.3,0.3, 
Sammy Watkins,WR,KC,0.0,0.0,0.0,4.9,0.0,4.1,53.1,0.5, 
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,5.0,59.2,0.3, 
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,5.0,0.0,4.2,53.4,0.4, 
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,3.7,53.2,0.6,IR
John Brown,WR,BAL,0.0,0.0,0.0,1.5,0.0,3.8,62.1,0.4, 
