Player,POS,Team,Receptions,Rec Yds,Rec TD
Antonio Brown,WR,PIT,8,110,1
A.J. Green,WR,CIN,9,110,1
Davante Adams,WR,GB,8,105,1
Brandin Cooks,WR,LAR,8,100,1
Adam Thielen,WR,MIN,10,105,1
Emmanuel Sanders,WR,DEN,7,90,1
Odell Beckham,WR,NYG,7,95,1
Tyreek Hill,WR,KC,6,95,1
Michael Thomas,WR,NO,8,95,1
DeAndre Hopkins,WR,HOU,6,85,1
Jarvis Landry,WR,CLE,7,85,1
JuJu Smith-Schuster,WR,PIT,6,85,1
John Brown,WR,BAL,5,80,1
Julian Edelman,WR,NE,6,80,1
Kenny Golladay,WR,DET,6,80,1
T.Y. Hilton,WR,IND,5,80,1
Doug Baldwin,WR,SEA,7,75,1
Stefon Diggs,WR,MIN,6,75,1
Mike Evans,WR,TB,6,75,1
Tyler Boyd,WR,CIN,6,70,1
Alshon Jeffery,WR,PHI,5,70,1
Robert Woods,WR,LAR,6,70,1
Devin Funchess,WR,CAR,4,65,1
Tyler Lockett,WR,SEA,4,60,1
Tre'Quan Smith,WR,NO,5,60,1
Chris Godwin,WR,TB,4,55,1
Christian Kirk,WR,ARI,4,55,1
Sammy Watkins,WR,KC,4,55,1
Will Fuller,WR,HOU,5,75,0
DeSean Jackson,WR,TB,4,65,0
Danny Amendola,WR,MIA,7,65,0
Sterling Shepard,WR,NYG,6,65,0
Taylor Gabriel,WR,CHI,5,60,0
Marquise Goodwin,WR,SF,4,60,0
Josh Gordon,WR,NE,4,60,0
Michael Crabtree,WR,BAL,5,55,0
Marvin Jones,WR,DET,4,55,0
Jermaine Kearse,WR,NYJ,4,55,0
Keelan Cole,WR,JAX,4,50,0
Jordy Nelson,WR,OAK,4,50,0
Chester Rogers,WR,IND,4,50,0
Geronimo Allison,WR,GB,4,45,0
Anthony Miller,WR,CHI,4,45,0
Donte Moncrief,WR,JAX,4,45,0
Andre Roberts,WR,NYJ,4,45,0
Seth Roberts,WR,OAK,4,45,0
Courtland Sutton,WR,DEN,3,45,0
Dede Westbrook,WR,JAX,3,45,0
Nelson Agholor,WR,PHI,4,40,0
Martavis Bryant,WR,OAK,3,40,0
Larry Fitzgerald,WR,ARI,3,40,0
Jakeem Grant,WR,MIA,3,40,0
Marquez Valdes-Scantling,WR,GB,3,40,0
Antonio Callaway,WR,CLE,3,35,0
Chris Hogan,WR,NE,3,35,0
Zay Jones,WR,BUF,3,35,0
DeVante Parker,WR,MIA,3,35,0
Josh Doctson,WR,WAS,2,30,0
Adam Humphries,WR,TB,3,30,0
D.J. Moore,WR,CAR,3,30,0
Willie Snead,WR,BAL,2,30,0
Cameron Meredith,WR,NO,2,25,0
Zach Pascal,WR,IND,2,25,0
Dante Pettis,WR,SF,2,25,0
Damion Ratley,WR,CLE,2,25,0
Josh Reynolds,WR,LAR,2,25,0
Kevin White,WR,CHI,2,25,0
Jarius Wright,WR,CAR,2,25,0
Randall Cobb,WR,GB,2,20,0
Chris Conley,WR,KC,2,20,0
Alex Erickson,WR,CIN,1,20,0
Curtis Samuel,WR,CAR,1,20,0
Vyncint Smith,WR,HOU,1,20,0
Laquon Treadwell,WR,MIN,2,20,0
Chad Williams,WR,ARI,1,20,0
Rishard Matthews,WR,NYJ,1,15,0
Ryan Switzer,WR,PIT,1,10,0
D.J. Chark,WR,JAX,1,10,0
J.J. Nelson,WR,ARI,1,10,0
Demarcus Robinson,WR,KC,1,10,0
