Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Jameis Winston, TB",35.1,22.3,283.0,2.1,0.9,97.9,3.2,11.0,3.44,0.2,0,0.0,0.0,0.00,0.0,0.3,23,QB
"Cam Newton, CAR",33.3,19.0,242.0,1.9,1.1,85.2,5.9,28.8,4.88,0.5,0,0.0,0.0,0.00,0.0,0.3,22,QB
"Matthew Stafford, DET",35.4,23.8,250.0,1.8,0.6,97.4,2.5,12.8,5.12,0.1,0,0.0,0.0,0.00,0.0,0.1,21,QB
"Tom Brady, NE",37.2,25.2,259.0,1.9,0.4,100.1,2.9,5.2,1.79,0.1,0,0.0,0.0,0.00,0.0,0.1,21,QB
"Russell Wilson, SEA",34.8,22.5,276.0,1.6,1.0,92.4,3.8,20.2,5.32,0.1,0,0.0,0.0,0.00,0.0,0.1,21,QB
"Drew Brees, NO",41.5,29.4,312.0,1.8,1.1,95.9,1.4,2.1,1.50,0.1,0,0.0,0.0,0.00,0.0,0.3,20,QB
"Andrew Luck, IND",36.4,22.3,251.0,1.8,1.2,84.6,4.3,21.4,4.98,0.1,0,0.0,0.0,0.00,0.0,0.2,20,QB
"Andy Dalton, CIN",33.0,21.7,263.0,1.5,0.6,97.7,3.4,13.0,3.82,0.2,0,0.0,0.0,0.00,0.0,0.2,19,QB
"Alex Smith, WAS",32.7,21.4,233.0,1.7,0.6,96.0,3.4,13.7,4.03,0.2,0,0.0,0.0,0.00,0.0,0.3,19,QB
"Dak Prescott, DAL",30.9,20.7,246.0,1.5,0.4,101.9,3.7,16.1,4.35,0.2,0,0.0,0.0,0.00,0.0,0.3,18,QB
"Ben Roethlisberger, PIT",37.0,23.2,277.0,1.6,1.0,88.7,1.0,2.3,2.30,0.1,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Matt Ryan, ATL",36.4,25.6,275.0,1.6,0.7,98.8,2.2,7.8,3.55,0.0,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Carson Palmer, ARI",39.7,24.3,278.0,1.7,1.0,86.0,1.1,3.4,3.09,0.0,0,0.0,0.0,0.00,0.0,0.2,18,QB
"Derek Carr, OAK",38.3,23.5,250.0,1.6,0.7,86.7,2.3,5.8,2.52,0.0,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Kirk Cousins, MIN",37.0,24.4,290.0,1.4,1.1,89.9,1.8,3.9,2.17,0.2,0,0.0,0.0,0.00,0.0,0.3,17,QB
"Aaron Rodgers, GB",35.2,22.2,217.0,1.5,0.6,87.4,3.6,19.3,5.36,0.2,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Colin Kaepernick, SF",30.3,17.4,196.0,1.3,0.8,80.2,7.0,39.6,5.66,0.3,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Tyrod Taylor, CLE",28.8,18.1,194.0,1.2,0.6,87.7,5.6,31.6,5.64,0.3,0,0.0,0.0,0.00,0.0,0.2,17,QB
"Philip Rivers, LAC",37.6,25.0,267.0,1.6,1.1,89.1,1.2,2.9,2.42,0.0,0,0.0,0.0,0.00,0.0,0.3,16,QB
"Carson Wentz, PHI",38.2,24.1,238.0,1.5,0.9,83.9,3.1,9.0,2.90,0.1,0,0.0,0.0,0.00,0.0,0.3,16,QB
"Joe Flacco, BAL",41.2,26.4,261.0,1.2,1.0,81.5,1.8,4.1,2.28,0.2,0,0.0,0.0,0.00,0.0,0.2,16,QB
"Eli Manning, NYG",37.1,24.8,241.0,1.5,0.8,89.3,1.4,1.7,1.21,0.0,0,0.0,0.0,0.00,0.0,0.2,16,QB
"Ryan Tannehill, MIA",31.2,19.4,206.0,1.4,0.9,84.3,2.7,11.2,4.15,0.1,0,0.0,0.0,0.00,0.0,0.2,15,QB
