Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,277.04786059730793,1.9887238757599939,0.6,18.575429837792793,0.11,0,0,0,0.1
Alex Smith,WAS,230.13474595184124,1.24843253070628,0.56,17.507143467068843,0.1,0,0,0,0.03
Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Andrew Luck,IND,272.3036313578381,2.319293554208641,0.9720309265561667,10.34908341044991,0.1,0,0,0,0.16
Andy Dalton,CIN,233.2512777641623,1.4639868887230725,0.833579874960449,9.7227496636749,0.1,0,0,0,0.0
Ben Roethlisberger,PIT,289.6131017196261,1.978310770610381,0.9744469829457594,8.320952650393878,0.1,0,0,0,0.19
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Blake Bortles,JAX,253.65359956831742,1.5309182324668795,0.869717159458357,24.136542921642246,0.2,0,0,0,0.09
Brandon Weeden,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cam Newton,CAR,242.71303507901257,2.0,0.8873809742537083,35.651769814345485,0.3474178773468356,0,0,0,0.13
Carson Wentz,PHI,300.3907897458927,2.0617583750118977,0.8587772631663632,16.437135257842872,0.11637076695200452,0,0,0,0.22
Case Keenum,DEN,249.15298678680733,1.3364756574345082,0.8501318206253947,9.414499587646294,0.0546386928224514,0,0,0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Colt McCoy,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,244.98919144834628,1.757485218366453,0.71,22.357298066560748,0.2745633688235386,0,0,0,0.06
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
