Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,263.0,1.8,0.0,14.9,0.0,0,0,0,0.1
Alex Smith,WAS,216.0,1.0,0.0,12.2,0.0,0,0,0,0.03
Alex Tanney,NYG,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Andrew Luck,IND,255.0,1.89,0.9,5.0,0.0,0,0,0,0.16
Andy Dalton,CIN,220.0,1.0,0.8,4.53,0.0,0,0,0,0.0
Ben Roethlisberger,PIT,270.0,1.8,0.8,2.3,0.0,0,0,0,0.19
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Blake Bortles,JAX,225.0,1.2,0.8,19.5,0.0,0,0,0,0.09
Brandon Weeden,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cam Newton,CAR,235.0,1.68,0.0,35.0,0.0,0,0,0,0.13
Carson Wentz,PHI,281.0,1.84,0.6,13.1,0.0,0,0,0,0.22
Case Keenum,DEN,238.0,1.0,0.7,3.4,0.0,0,0,0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Colt McCoy,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,236.6,1.4,0.0,15.0,0.0,0,0,0,0.06
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,220.0,1.0,0.7,3.1,0.0,0,0,0,0.16
Deshaun Watson,HOU,240.0,1.6,0.74,25.0,0.0,0,0,0,0.14
Drew Brees,NO,263.9,1.93,0.0,0.0,0.0,0,0,0,0.03
Eli Manning,NYG,274.0,1.8,0.5,0.0,0.0,0,0,0,0.06
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jared Goff,LAR,283.12,1.79,0.7,7.4,0.0,0,0,0,0.09
Jeff Driskel,CIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Josh Rosen,ARI,212.36,1.21,0.8,5.9,0.0,0,0,0,0.1
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kevin Hogan,DEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kirk Cousins,MIN,263.39,1.3,0.0,7.1,0.0,0,0,0,0.06
Lamar Jackson,BAL,155.0,1.0,0.7,37.9,0.2,0,0,0,0.09
Marcus Mariota,TEN,205.9,1.19,0.0,24.65,0.0,0,0,0,0.03
Matt Cassel,DET,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Matt Ryan,ATL,270.0,1.9,0.4,5.0,0.0,0,0,0,0.09
Matt Schaub,ATL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
Matthew Stafford,DET,235.0,1.7,0.7,5.0,0.0,0,0,0,0.06
Mike Glennon,ARI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Mitchell Trubisky,CHI,236.0,1.5,0.74,20.4,0.0,0,0,0,0.09
Nick Foles,PHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Patrick Mahomes,KC,290.9,2.07,0.7,10.0,0.0,0,0,0,0.06
Philip Rivers,LAC,250.3,1.98,0.5,0.0,0.0,0,0,0,0.06
Robert Griffin III,BAL,19.4,0.0,0.0,0.7,0.0,0,0,0,0.03
Russell Wilson,SEA,213.0,1.55,0.4,15.0,0.0,0,0,0,0.09
Ryan Fitzpatrick,TB,279.0,1.6,0.9,15.0,0.0,0,0,0,0.0
Sean Mannion,LAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taylor Heinicke,CAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taysom Hill,NO,0.0,0.0,0.0,12.1,0.0,0,0,0,0.03
Teddy Bridgewater,NO,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Trevor Siemian,MIN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
