Player,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,2PT
AJ McCarron,OAK,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Aaron Rodgers,GB,278.3888681235169,2.2,0.53,11.918614266777892,0.1,0,0,0,0.1
Andrew Luck,IND,263.5796197868163,2.1,0.9072060723875685,8.905344443577802,0.1,0,0,0,0.13
Baker Mayfield,CLE,268.96498788323163,1.9924881439593127,0.9,12.763148662161933,0.12774906396145053,0,0,0,0.16
Ben Roethlisberger,PIT,331.05282311776557,2.7317721751263475,0.79,7.98,0.09175942874422861,0,0,0,0.19
Blaine Gabbert,TEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Blake Bortles,JAX,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brett Hundley,SEA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Brian Hoyer,NE,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01
Brock Osweiler,MIA,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
C.J. Beathard,SF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Cam Newton,CAR,253.80398020958066,1.8556796894009024,0.8525415528024286,34.48,0.39323394858406435,0,0,0,0.13
Carson Wentz,PHI,258.68250293462177,1.5489301710500616,0.7428265864737172,10.470235495395185,0.1,0,0,0,0.22
Case Keenum,DEN,243.53918930281193,1.8790151241337179,0.69,6.482957920261638,0.1,0,0,0,0.03
Chad Henne,KC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Chase Daniel,CHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Cody Kessler,JAX,180.61,0.8947247463692481,0.7996542308257772,15.0,0.1,0,0,0,0.09
Cooper Rush,DAL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Dak Prescott,DAL,244.6669556321074,1.7406519504821794,0.7,20.0,0.255561926931495,0,0,0,0.06
DeShone Kizer,GB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Derek Carr,OAK,253.7709335875492,1.2445728902179205,0.8363364448583361,5.4,0.1,0,0,0,0.16
Deshaun Watson,HOU,225.0,2.0391559989140786,0.6842103704830201,38.51205054837838,0.18,0,0,0,0.13
Drew Brees,NO,310.71565819150607,2.5,0.7109670454647766,4.7963099934501985,0.15657593897240626,0,0,0,0.03
Eli Manning,NYG,240.0,1.5370528152365792,0.67,0.0,0.0,0,0,0,0.06
Geno Smith,LAC,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jacoby Brissett,IND,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Jameis Winston,TB,314.0,1.7833232172327853,1.1163580660601868,21.826584919314016,0.2,0,0,0,0.13
Jared Goff,LAR,279.5618512369987,2.0,0.7255772547382514,9.82539970168828,0.1,0,0,0,0.09
Jeff Driskel,CIN,220.26688443133534,1.179465251376584,1.2173239676243943,13.09101045060455,0.13715698021835102,0,0,0,0.08
Joe Webb,HOU,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Josh Allen,BUF,178.0933144746851,1.1671269038557757,0.8244479375977409,50.22117351081413,0.17262149796490264,0,0,0,0.1
Josh Johnson,WAS,0.0,0.0,0.0,0.0,0.0,0,0,0,0.01
Josh McCown,NYJ,0.0,0.0,0.0,0.0,0.0,0,0,0,0.02
Josh Rosen,ARI,180.0,1.3671275309738933,1.1384559423030811,10.802322091647474,0.06293255373327288,0,0,0,0.09
Joshua Dobbs,PIT,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kevin Hogan,DEN,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Kirk Cousins,MIN,267.5938963482305,1.6581495659338414,0.8975228577928379,9.148581708411937,0.0810059178410725,0,0,0,0.09
Kyle Lauletta,NYG,0.0,0.0,0.0,0.0,0.0,0,0,0,0.04
Lamar Jackson,BAL,164.0,1.1,0.8118635142305437,64.65245193053362,0.42525949732626156,0,0,0,0.08
Marcus Mariota,TEN,210.03399712847371,1.3589913538674447,0.8368279226236311,26.81995681733669,0.19397663595658496,0,0,0,0.03
Mark Sanchez,WAS,228.18352885646706,1.067558643646933,1.0430927361562208,14.881026354831171,0.10234743872466268,0,0,0,0.0
Matt Barkley,BUF,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Matt Cassel,DET,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Matt Ryan,ATL,285.67028261881643,1.8432865181059217,0.7898204553195044,7.77813228109087,0.03753092849648501,0,0,0,0.09
Matt Schaub,ATL,0.0,0.0,0.0,0.0,0.0,0,0,0,0.1
Matthew Stafford,DET,244.62982033835286,1.4537638836336901,0.7792352824344716,7.0,0.1,0,0,0,0.06
Mike Glennon,ARI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.06
Mitchell Trubisky,CHI,268.37782295414684,1.853811748385212,0.89,29.477924386026885,0.18798876029010494,0,0,0,0.15
Nick Foles,PHI,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Nick Mullens,SF,249.252376725939,1.25930029091157,1.4053163833479723,4.54447899418815,0.1,0,0,0,0.08
Patrick Mahomes,KC,316.1553773047303,2.59456960818196,0.9,20.239989078141022,0.2,0,0,0,0.05
Philip Rivers,LAC,277.53505797816115,2.7,0.6,0.0,0.1,0,0,0,0.13
Russell Wilson,SEA,249.81694895383234,2.0,0.588458348809234,21.77378794257075,0.15,0,0,0,0.09
Ryan Fitzpatrick,TB,0.0,0.0,0.0,0.0,0.0,0,0,0,0.05
Ryan Tannehill,MIA,220.0,1.7143910343468458,0.9103112122210881,13.520118064934445,0.13,0,0,0,0.06
Sam Darnold,NYJ,202.62233108543566,1.1010273955760828,1.2990855693170518,13.893234208143303,0.14,0,0,0,0.06
Sean Mannion,LAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taylor Heinicke,CAR,0.0,0.0,0.0,0.0,0.0,0,0,0,0.03
Taysom Hill,NO,0.0,0.0,0.0,18.17332237497225,0.19072209628888656,0,0,0,0.03
