Player,FG,FGA,FGLg,XP,XPAtt,XPB,FPTS,POS
"Greg Zuerlein, LAR",2.3,2.6,0,3.0,3.0,0.0,10,K
"Stephen Gostkowski, NE",2.4,2.7,0,2.7,2.7,0.0,10,K
"Matt Prater, DET",2.1,2.4,0,3.0,3.0,0.0,9,K
"Chris Boswell, PIT",2.3,2.5,0,2.7,2.7,0.0,9,K
"Kai Forbath, JAC",2.1,2.2,0,2.0,2.0,0.0,8,K
"Matt Bryant, ATL",1.9,2.2,0,2.5,2.5,0.0,8,K
"Josh Lambo, JAC",2.0,2.4,0,2.3,2.3,0.0,8,K
"Graham Gano, CAR",2.0,2.3,0,2.3,2.3,0.0,8,K
"Ryan Succop, TEN",2.0,2.2,0,2.2,2.2,0.0,8,K
"Stephen Hauschka, BUF",1.8,2.0,0,2.4,2.4,0.0,8,K
"Wil Lutz, NO",1.7,2.1,0,2.3,2.3,0.0,7,K
"Chandler Catanzaro, CAR",1.6,2.0,0,2.2,2.2,0.0,7,K
"Aldrick Rosas, NYG",1.5,2.1,0,2.2,2.2,0.0,7,K
"Nick Rose, LAC",1.7,2.1,0,1.8,1.8,0.0,7,K
"Blair Walsh, SEA",1.5,1.9,0,2.0,2.0,0.0,6,K
"Mike Nugent, OAK",1.4,1.8,0,2.3,2.3,0.0,6,K
"Connor Barth, CHI",1.3,1.8,0,1.9,1.9,0.0,5,K
"Adam Vinatieri, IND",1.3,1.4,0,1.7,1.7,0.0,5,K
"Patrick Murray, TB",1.2,1.5,0,1.7,1.7,0.0,5,K
"Randy Bullock, CIN",1.3,1.6,0,1.8,1.8,0.0,5,K
"Brandon McManus, DEN",1.3,1.6,0,1.5,1.5,0.0,5,K
"Ka'imi Fairbairn, HOU",1.3,1.4,0,1.5,1.5,0.0,5,K
"Nick Novak, LAC",1.2,1.5,0,1.8,1.8,0.0,5,K
"Zane Gonzalez, ARI",1.1,1.5,0,1.5,1.5,0.0,4,K
"Robbie Gould, SF",1.1,1.3,0,1.4,1.4,0.0,4,K
"Cody Parkey, CHI",1.0,1.2,0,1.4,1.4,0.0,4,K
"Mason Crosby, GB",1.0,1.2,0,1.4,1.4,0.0,4,K
"Phil Dawson, ARI",0.9,1.2,0,1.3,1.3,0.0,4,K
"Mike Meyer, JAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Nick Folk, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Andrew Franks, MIA",0.0,0.0,0,0.0,0.0,0.0,0,K
"Zach Hocker, TB",0.0,0.0,0,0.0,0.0,0.0,0,K
"Jason Myers, NYJ",0.0,0.0,0,0.0,0.0,0.0,0,K
"Younghoe Koo, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Jon Brown, CIN",0.0,0.0,0,0.0,0.0,0.0,0,K
"Roberto Aguayo, LAC",0.0,0.0,0,0.0,0.0,0.0,0,K
"Marshall Koehn, NYG",0.0,0.0,0,0.0,0.0,0.0,0,K
