Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Status
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,7.7,89.1,0.6, 
Odell Beckham,WR,NYG,0.0,0.0,0.0,4.0,0.0,6.4,84.0,0.6,Q
A.J. Green,WR,CIN,0.0,0.0,0.0,0.0,0.0,5.9,79.5,0.8,IR
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,6.8,81.2,0.6, 
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.4,0.0,7.1,86.5,0.4, 
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.8,0.0,6.2,84.2,0.6,Q
Jarvis Landry,WR,CLE,0.0,0.0,0.0,1.3,0.0,6.4,80.9,0.6, 
Julio Jones,WR,ATL,0.0,0.0,0.0,0.8,0.0,5.5,86.0,0.6, 
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,5.7,78.8,0.6, 
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,5.4,63.7,0.7,Q
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,5.4,69.3,0.6, 
T.Y. Hilton,WR,IND,0.0,0.0,0.0,0.0,0.0,5.4,68.3,0.6,Q
Tyreek Hill,WR,KC,0.0,0.0,0.0,7.3,0.0,5.2,69.0,0.4, 
Cooper Kupp,WR,LAR,0.0,0.0,0.0,4.7,0.0,5.3,65.8,0.4,IR
Golden Tate,WR,PHI,0.0,0.0,0.0,2.2,0.0,5.8,68.5,0.4, 
Robert Woods,WR,LAR,0.0,0.0,0.0,4.5,0.0,5.2,66.2,0.4, 
Brandin Cooks,WR,LAR,0.0,0.0,0.0,1.4,0.0,4.9,73.5,0.4, 
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,5.4,62.7,0.5,IR
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,1.8,0.0,5.1,66.5,0.4,IR
Allen Robinson,WR,CHI,0.0,0.0,0.0,0.0,0.0,4.8,60.4,0.6, 
Stefon Diggs,WR,MIN,0.0,0.0,0.0,2.5,0.0,4.9,64.2,0.4, 
Sterling Shepard,WR,NYG,0.0,0.0,0.0,1.4,0.0,4.8,60.0,0.4, 
Will Fuller,WR,HOU,0.0,0.0,0.0,0.8,0.0,4.4,63.8,0.4,IR
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,4.7,55.6,0.5, 
Quincy Enunwa,WR,NYJ,0.0,0.0,0.0,0.0,0.0,5.4,66.1,0.2,IR
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,5.0,55.7,0.4, 
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,3.5,55.2,0.6,IR
Sammy Watkins,WR,KC,0.0,0.0,0.0,5.5,0.0,4.0,55.2,0.4, 
John Brown,WR,BAL,0.0,0.0,0.0,2.2,0.0,3.9,56.8,0.4, 
Tyler Boyd,WR,CIN,0.0,0.0,0.0,2.7,0.0,4.4,55.2,0.4,IR
Kenny Stills,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.7,57.8,0.5, 
Doug Baldwin,WR,SEA,0.0,0.0,0.0,0.0,0.0,4.1,53.8,0.5, 
Larry Fitzgerald,WR,ARI,0.0,0.0,0.0,0.0,0.0,4.7,51.1,0.4, 
Kenny Golladay,WR,DET,0.0,0.0,0.0,0.0,0.0,4.4,60.2,0.3,Q
Danny Amendola,WR,MIA,0.0,0.0,0.0,0.0,0.0,4.8,51.9,0.3, 
Jakeem Grant,WR,MIA,0.0,0.0,0.0,1.3,0.0,4.4,58.8,0.2,IR
Keelan Cole,WR,JAX,0.0,0.0,0.0,0.0,0.0,4.1,59.5,0.3, 
Nelson Agholor,WR,PHI,0.0,0.0,0.0,3.2,0.0,4.5,50.4,0.3, 
Amari Cooper,WR,DAL,0.0,0.0,0.0,1.5,0.0,4.4,56.0,0.3, 
Albert Wilson,WR,MIA,0.0,0.0,0.0,5.1,0.0,4.0,47.4,0.3,IR
Calvin Ridley,WR,ATL,0.0,0.0,0.0,3.3,0.0,4.0,54.4,0.2, 
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,2.8,0.0,4.0,47.8,0.3, 
Geronimo Allison,WR,GB,0.0,0.0,0.0,0.0,0.0,4.0,52.4,0.3,IR
Chris Hogan,WR,NE,0.0,0.0,0.0,1.7,0.0,3.2,46.1,0.5, 
Antonio Callaway,WR,CLE,0.0,0.0,0.0,3.1,0.0,3.6,50.2,0.2, 
Jordy Nelson,WR,OAK,0.0,0.0,0.0,0.0,0.0,3.8,49.6,0.3, 
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,3.8,50.3,0.3, 
Kelvin Benjamin,WR,KC,0.0,0.0,0.0,0.0,0.0,3.5,49.1,0.3, 
Ted Ginn,WR,NO,0.0,0.0,0.0,5.0,0.0,3.2,46.5,0.3, 
Cole Beasley,WR,DAL,0.0,0.0,0.0,0.0,0.0,3.9,44.9,0.3, 
Mike Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,3.2,41.4,0.5, 
Tyler Lockett,WR,SEA,0.0,0.0,0.0,3.8,0.0,2.9,43.1,0.3, 
Taywan Taylor,WR,TEN,0.0,0.0,0.0,0.0,0.0,3.8,48.6,0.2, 
Christian Kirk,WR,ARI,0.0,0.0,0.0,0.0,0.0,3.9,48.0,0.2,IR
Josh Gordon,WR,NE,0.0,0.0,0.0,1.7,0.0,3.3,44.7,0.3,SSPD
Mohamed Sanu,WR,ATL,0.0,0.0,0.0,1.5,0.0,3.6,38.2,0.3, 
Marquise Goodwin,WR,SF,0.0,0.0,0.0,1.4,0.0,2.9,44.1,0.3,Q
Willie Snead,WR,BAL,0.0,0.0,0.0,0.0,0.0,3.7,43.0,0.2, 
Pierre Garcon,WR,SF,0.0,0.0,0.0,0.0,0.0,3.3,43.5,0.2,IR
DeSean Jackson,WR,TB,0.0,0.0,0.0,1.4,0.0,2.7,44.9,0.3,Q
Alshon Jeffery,WR,PHI,0.0,0.0,0.0,0.0,0.0,2.8,41.1,0.3,Q
Ryan Grant,WR,IND,0.0,0.0,0.0,0.0,0.0,3.2,38.6,0.2,Q
